question,choices,answer,answer_letter,category,country,image_id,question_type,annotation_id,model_answer,Evaluation,run_time
ما هو الشارع الذي يظهر في الصورة وتمتد حركته المرورية الكثيفة على طوله؟,['A. شارع الجمهورية' 'B. شارع العروبة' 'C. شارع الفاتح' 'D. شارع الوحدة'],شارع العروبة,B,LandMarks,Libya,131713,multiple_choice,18186,A. شارع الجمهورية,0.529,1.32
ما هو النبات الذي يظهر في الصورة ويتبع الفصيلة اللاذنية؟,"['A. النرجس الأصفر' 'B. الشقواص الحبقاني' 'C. الزهور البنفسجية'
 'D. الورود الحمراء']",الشقواص الحبقاني,B,Flora,Morocco,9021.png,multiple_choice,23546,A. النرجس الأصفر,0.0,1.5
ما هو الطبق الرئيسي الذي يظهر في الصورة ويحتوي على مكونات متباعدة لكي تظهر بشكل واضح؟,['A. المحشي' 'B. الكفتة' 'C. العيش' 'D. الكشري'],الكشري,D,Food,Egypt,68193,multiple_choice,8853,الكشري,1.0,1.76
ما هو العنصر المعماري الذي يظهر في الصورة ويتميز بلون ذهبي يضفي لمعاناً في ضوء الشمس؟,"['A. المآذن المربعة' 'B. الأعمدة الدائرية' 'C. القبة الكبيرة'
 'D. الواجهة البيضاء']",القبة الكبيرة,C,Architecture,Syria,123436,multiple_choice,6333,C. القبة الكبيرة,0.812,1.71
ما هو الدور الذي لعبته الملاية خلال فترة الاستعمار الفرنسي؟,"['A. أداة فعالة لتمويه المستعمر' 'B. رمز للثروة' 'C. زي رسمي للحفلات'
 'D. زي للعمل اليومي']",أداة فعالة لتمويه المستعمر,A,Clothes,Algeria,48942.png,multiple_choice,26372,أداة فعالة لتمويه المستعمر,1.0,1.25
يظهر في الصورة خط يفصل بين المغرب وموريتانيا، وهذا الخط هو الحدود بين البلدين.,[],'TRUE',,Geography,Mauritania,61519.png,true_false,13919,TRUE,0.667,1.29
كما يظهر في الصورة، تحيط بالمنطقة أشجار ونباتات تضفي جواً هادئاً وطبيعتياً. هذا يشير إلى أن المنطقة تتميز بتنوعها البيئي.,[],'TRUE',,Geography,Jordan,64048.png,true_false,24944,FALSE,0.0,1.2
البرج الذي يظهر في الصورة يقع في قلب مدينة صلالة وليس في منطقة ريفية.,[],'TRUE',,Geography,Oman,57127.png,true_false,11249,FALSE,0.0,1.44
ما هو المعلم الديني الذي يظهر في الصورة ويتميز بتصميمه المعماري التقليدي؟,"['A. الحديقة العامة' 'B. مسجد مدرسة الشيخ داوود بن أبي شافيز'
 'C. المكتبة العامة' 'D. السوق الشعبي']",مسجد مدرسة الشيخ داوود بن أبي شافيز,B,Geography,Bahrain,20762.png,multiple_choice,14703,B. مسجد مدرسة الشيخ داوود بن أبي شافيز,0.921,1.69
ما هو النشاط الاقتصادي الذي يظهر في الصورة ويظهر ميناء نشط؟,"['A. المطاعم السياحية' 'B. السفن والقوارب ترسو في الماء'
 'C. الفنادق الفاخرة' 'D. المراكز التجارية']",السفن والقوارب ترسو في الماء,B,Geography,UAE,81670.png,multiple_choice,15520,B. السفن والقوارب ترسو في الماء,0.903,1.63
كما يظهر في الصورة، ما هو الاسم الذي يشير إليه لافتة كتب عليها 'SDI'؟,"['A. شركة الاتصالات السعودية' 'B. شركة السياحة الدولية'
 'C. شركة الطيران الوطنية' 'D. شركة الزيت العربية الأمريكية']",شركة الزيت العربية الأمريكية,D,Architecture,Saudi_Arabia,32281,multiple_choice,8652,A. شركة الاتصالات السعودية,0.0,1.36
ما هو المظهر الخارجي الذي يميز السمكة كما يظهر في الصورة؟,"['A. جسم السمكة مغطى ببقع سوداء وخطوط زرقاء وصفراء'
 'B. جسم السمكة مغطى ببقع خضراء وبرتقالية'
 'C. جسم السمكة مغطى بخطوط زرقاء فقط'
 'D. جسم السمكة مغطى بخطوط حمراء وبيضاء']",جسم السمكة مغطى ببقع سوداء وخطوط زرقاء وصفراء,A,Geography,Qatar,30718.png,multiple_choice,14171,A. جسم السمكة مغطى ببقع سوداء وخطوط زرقاء وصفراء,0.938,1.21
ما هو الدور الذي لعبته الأحجار الكبيرة والصغيرة الظاهر في الصورة في تشكيل الهوية الثقافية للمنطقة؟,"['A. تشكل بقايا المقابر القديمة' 'B. تستخدم في بناء المنازل'
 'C. تستخدم في الزراعة' 'D. تستخدم في صناعة الأدوات']",تشكل بقايا المقابر القديمة,A,Architecture,Oman,105514,multiple_choice,4433,A. تشكل بقايا المقابر القديمة,0.897,1.54
ما هو الشكل الهندسي للبناء الذي يظهر في الصورة؟,['A. قبة الخزنة' 'B. القبة الرئيسية' 'C. الصحن' 'D. المنارة'],قبة الخزنة,A,Architecture,Syria,123456,multiple_choice,750,A. قبة الخزنة,0.769,1.64
ما هو المعلم البارز الذي يظهر في الصورة ويتميز بتصميمه المعماري التقليدي؟,['A. القصر' 'B. السوق' 'C. المسجد' 'D. الحديقة'],المسجد,C,Geography,Bahrain,78590.png,multiple_choice,15093,C. المسجد,0.667,1.56
ما هو استخدام النبات الذي يظهر في الصورة في العلاجات التقليدية في الكويت؟,"['A. علاج أمراض الجهاز الهضمي' 'B. علاج أمراض القلب' 'C. علاج أمراض العين'
 'D. علاج أمراض الجهاز التنفسي']",علاج أمراض العين,C,Geography,Kuwait,17335.png,multiple_choice,11514,A. علاج أمراض الجهاز الهضمي,0.0,1.13
لم تكن مقبرة أبو عنبرة تضم رفات العلماء والمحدثين.,[],'FALSE',,Geography,Bahrain,26541.png,true_false,15110,FALSE,0.714,1.71
ما هو الشارع الرئيسي الذي يمر عبر الميدان؟,"['A. شارع ميزران' 'B. شارع الاستقلال' 'C. شارع عمر المختار'
 'D. شارع 24 ديسمبر']",شارع عمر المختار,C,Geography,Libya,1996.png,multiple_choice,18810,B. شارع الاستقلال,0.0,2.05
ما هو المعلم المعماري الذي يظهر في الصورة ويتميز بتصميمه الإسلامي الفريد؟,"['A. البرج خليفة في دبي' 'B. قصر الحصن في أبوظبي'
 'C. السوق المركزي في الشارقة' 'D. المسجد الكبير في أبوظبي']",السوق المركزي في الشارقة,C,Geography,UAE,81677.png,multiple_choice,10792,السوق المركزي في الشارقة,1.0,1.68
ما هو الطبق الذي يظهر في الصورة ويشتهر بتحضيره بطريقة تقليدية مع صلصة حمراء غنية بالبهارات؟,['A. الفول المدمس' 'B. الكشري' 'C. السمك السنجاري' 'D. الكباب'],السمك السنجاري,C,Food,Egypt,68265,multiple_choice,8877,C. السمك السنجاري,0.824,1.7
الظاهر في الصورة يعكس براعة وتطور العمارة الإسلامية، وهذا المبنى هو رمز لفترة عظيمة في تاريخ مدينة تعز. صحيح أم خاطئ؟,[],'TRUE',,Architecture,Yemen,518,true_false,486,TRUE,0.667,1.43
ما هو المكون الذي يغطي حلوى بلح الشام؟,"['A. السمسم' 'B. اللوز المطحون' 'C. الجوز المطحون'
 'D. الفستق المطحون الأخضر']",الفستق المطحون الأخضر,D,Food,Egypt,68279,multiple_choice,298,D. الفستق المطحون الأخضر,0.875,1.8
ما هي الميزة المعمارية التي يظهر في الصورة والتي تضفي جواً من الإشراق والهدوء على المكان؟,"['A. المقاعد الحجرية' 'B. البوابة المقوسة' 'C. المصابيح المعلقة'
 'D. الجدران المغطاة بالطين']",البوابة المقوسة,B,Architecture,Oman,105465,multiple_choice,4414,B. البوابة المقوسة,0.833,2.06
ما هو المكون الذي يُضاف إلى الطبق لمنحه نكهة خاصة كما يظهر في الصورة؟,['A. الزعتر' 'B. الكركم' 'C. السماق' 'D. الكمون'],السماق,C,Food,Jordan,18396,multiple_choice,16358,A. الزعتر,0.0,1.21
ما هي النباتات التي تحيط بالممرات كما يظهر في الصورة؟,"['A. نباتات صحراوية' 'B. أزهار ملونة فقط'
 'C. أشجار نخيل ونباتات خضراء كثيفة' 'D. أشجار الصنوبر']",أشجار نخيل ونباتات خضراء كثيفة,C,Geography,Lebanon,38708.png,multiple_choice,12395,C. أشجار نخيل ونباتات خضراء كثيفة,0.909,2.8
ما هو المكان الذي يظهر في الصورة ويعود تاريخه إلى الحضارة اليونانية القديمة في ليبيا؟,"['A. الحصن القديم في بنغازي' 'B. محمية ديميتر وبيرسيفوني الخارجية'
 'C. المسرح الروماني في طرابلس' 'D. معبد قورينا']",محمية ديميتر وبيرسيفوني الخارجية,B,LandMarks,Libya,131568,multiple_choice,18061,D. معبد قورينا,0.0,1.28
ما هو اللباس التقليدي الذي يرتديه الرجل الذي يظهر في الصورة أثناء العمل على النحت؟,"['A. الكوفية الحمراء والبيضاء والطاقية البيضاء' 'B. القميص الأزرق'
 'C. الثوب الأسود' 'D. البدلة الرسمية']",الكوفية الحمراء والبيضاء والطاقية البيضاء,A,Architecture,Yemen,452,multiple_choice,51,A. الكوفية الحمراء والبيضاء والطاقية البيضاء,0.932,1.24
ما هو النشاط الحضري الذي يعكسه الضوء الملون الذي يظهر في الصورة؟,"['A. النشاط التجاري المستمر' 'B. الأنشطة الزراعية' 'C. الأنشطة الصناعية'
 'D. الأنشطة السياحية']",النشاط التجاري المستمر,A,Geography,Bahrain,81953.png,multiple_choice,11911,A. النشاط التجاري المستمر,0.88,1.6
ما هي المباني التي تشكل خط الأفق في الخلفية والذي يظهر في الصورة؟,"['A. الأشجار والنباتات الخضراء' 'B. الصهاريج المائية'
 'C. المباني العصرية والعالية' 'D. المركبات النقل الكبيرة']",المباني العصرية والعالية,C,Geography,Qatar,48324.png,multiple_choice,14186,C. المباني العصرية والعالية,0.889,1.04
ما هو العنصر المعماري الذي يظهر في الصورة ويرمز إلى الهوية الوطنية والاعتزاز بالتراث؟,"['A. الأشجار النخيل' 'B. الجدران العالية' 'C. العلم العماني'
 'D. الأبراج المستديرة']",العلم العماني,C,Architecture,Oman,105447,multiple_choice,4314,C. العلم العماني,0.812,1.74
ما هو النبات الذي يظهر في الصورة وله أزهار صغيرة ذات لون أصفر مشرّق مع بعض اللون البرتقالي؟,['A. النرجس' 'B. الذُّعْلُوق' 'C. الزهور البرية' 'D. الخزامى'],الذُّعْلُوق,B,Flora,Morocco,13707.png,multiple_choice,16910,B. الذُّعْلُوق,0.786,2.36
ما هي الميزة التي يوفرها الظاهر في الصورة لمواطني دول مجلس التعاون الخليجي؟,"['A. تأشيرات العمل' 'B. إعفاءات التأشيرات' 'C. تأشيرات الدراسة'
 'D. تأشيرات طويلة الأمد']",إعفاءات التأشيرات,B,Geography,Qatar,48568.png,multiple_choice,14247,B. إعفاءات التأشيرات,0.85,1.29
الظاهر في الصورة هو مسجد بني في القرن الرابع الهجري. هذا المسجد هو جامع الإمام الأعظم.,[],'TRUE',,Architecture,Iraq,78007,true_false,15898,FALSE,0.0,1.1
ما هو الموقع الذي يظهر في الصورة ويشكل معلمًا تاريخيًا هامًا في لبنان؟,['A. قلعة الشقيف' 'B. قلعة صيدا' 'C. قلعة طرابلس' 'D. قلعة بعلبك'],قلعة الشقيف,A,Architecture,Lebanon,18808,multiple_choice,11851,A. قلعة الشقيف,0.786,2.08
ما هي المباني البارزة في خط الأفق كما يظهر في الصورة؟,"['A. برج الراشدية' 'B. برجي البحرين التوأم' 'C. برج المملكة'
 'D. برج خليفة']",برجي البحرين التوأم,B,Geography,Bahrain,54938.png,multiple_choice,11978,برجي البحرين التوأم,1.0,1.35
ما هي القطعة الأساسية من اللباس التقليدي الذي يظهر في الصورة؟,"['A. الثوب العربي' 'B. الدشداشة' 'C. القفطان المغربي'
 'D. الجبة القبائلية الأمازيغية']",الجبة القبائلية الأمازيغية,D,Clothes,Algeria,8214.png,multiple_choice,26330,C. القفطان المغربي,0.0,1.43
ما هو القطعة الصغيرة من القماش التي تغطي نصف الوجه السفلي للنساء كما يظهر في الصورة؟,['A. العجار' 'B. الشال' 'C. الحجاب' 'D. النقاب'],العجار,A,Clothes,Algeria,27352.png,multiple_choice,26423,النقاب,0.0,1.07
ما هو اللباس التقليدي الذي يظهر في الصورة ويغطي كامل الرأس والوجه؟,['A. الشال' 'B. الحجاب' 'C. الحايك' 'D. النقاب'],الحايك,C,Clothes,Algeria,8222.png,multiple_choice,26351,النقاب,0.0,1.99
كما يظهر في الصورة، تقع الزقورة في منطقة بعيدة عن نهر الفرات بسبب تغير مجرى النهر على مر الزمن.,[],'TRUE',,Architecture,Iraq,78153,true_false,15939,TRUE,0.667,1.11
الصورة تعكس جمالاً تاريخياً يعكس عراقة هذا المسجد، وهذا يعود إلى استخدام الألوان البنيّة والبيضاء للطوب والجص.,[],'صحيح',,Architecture,Egypt,107037,true_false,245,صواب,0.0,2.12
القلعة التي تظهر في الصورة تقع في منطقة جبلية بعيدة عن التطور الحضري.,[],'FALSE',,Architecture,Lebanon,18902,true_false,11882,صواب/خطأ: TRUE,0.0,1.6
الكاتب إبراهيم الكوني هو من أبرز خمسين روائياً عالمياً معاصراً.,[],'TRUE',,LandMarks,Libya,131733,true_false,18206,FALSE,0.0,1.22
ما هو المعلم المعماري الذي يظهر في الصورة ويُعتبر أطول برج في العالم؟,['A. مجمع دبي مول' 'B. برج خليفة' 'C. نافورة دبي' 'D. برج العرب'],برج خليفة,B,Geography,UAE,50320.png,multiple_choice,15518,برج خليفة,1.0,1.35
ما هو المعلم الذي يظهر في الصورة ويحيط بالبوابة؟,"['A. السيارات' 'B. أشجار النخيل' 'C. برج المراقبة الجوي'
 'D. الأعلام السعودية الخضراء']",الأعلام السعودية الخضراء,D,Architecture,Saudi_Arabia,32268,multiple_choice,8648,الأعلام السعودية الخضراء,1.0,1.46
ما هو العنصر المعماري الذي يظهر في الصورة ويتميز بزخارف دقيقة ونقوش زهرية؟,"['A. الأعمدة الرخامية' 'B. النوافذ الزجاجية الملونة' 'C. صندوق الضريح'
 'D. المنبر الحجري']",صندوق الضريح,C,Architecture,Tunisia,45045,multiple_choice,200,C. صندوق الضريح,0.8,1.89
ما هي الميزة المعمارية البارزة التي يظهر في الصورة في هذا المسجد الكبير؟,"['A. القباب البيضاء' 'B. الأعمدة الحجرية' 'C. الأسوار الحديدية'
 'D. النوافذ الزجاجية الملونة']",القباب البيضاء,A,Architecture,Iraq,78020,multiple_choice,15906,A. القباب البيضاء,0.824,1.33
تُعد المحمية التي تظهر في الصورة جزءًا من قائمة تضم 24 محمية طبيعية أخرى.,[],'TRUE',,Geography,Qatar,9763.png,true_false,14058,FALSE,0.0,1.66
الساجات في مقبرة أبو عنبرة تحمل أسماء وتواريخ وفاة المدفونين، مما يساعد في تتبع التاريخ والتراث الثقافي للمنطقة.,[],'TRUE',,Geography,Bahrain,26542.png,true_false,15111,TRUE,0.667,1.75
ما هي النباتات التي تغطي معظم المناظر الطبيعية في المنطقة التي كما يظهر في الصورة؟,"['A. الغابات الاستوائية' 'B. الأشجار مكسوة بالثلوج'
 'C. النباتات الصحراوية' 'D. الحقول الزراعية']",الأشجار مكسوة بالثلوج,B,Geography,Lebanon,47031.png,multiple_choice,12394,B. الأشجار مكسوة بالثلوج,0.875,2.78
يظهر البرج الذي يظهر في الصورة واجهة بيضاء ناصعة مزينة بفتحات نوافذ مقوسة ونوافذ صغيرة موزعة بشكل متناسق على جدرانه.,[],'TRUE',,Architecture,Oman,105361,true_false,4037,FALSE,0.0,1.46
ما هي التفاصيل الفنية التي تحيط بالعنصر المعماري الكبير الذي يظهر في الصورة؟,"['A. القبة البيضاء السامية' 'B. الأقواس المدببة والنوافذ المزخرفة'
 'C. العربة الخشبية التقليدية' 'D. الزخارف الهندسية والكتابات العربية']",الأقواس المدببة والنوافذ المزخرفة,B,Architecture,Iraq,78001,multiple_choice,15892,A. القبة البيضاء السامية,0.0,1.35
يقع النزل الظاهر في الصورة بمدينة فاس،  ويعكس جمال العمارة التقليدية المغربية.,[],'TRUE',,LandMarks,Morocco,43351,true_false,26008,صواب/خطأ: TRUE,0.0,1.32
ما هو الجزء من المبنى الذي يظهر في الصورة ويحمل نصًا بالخط العربي؟,"['A. الحائط الخارجي' 'B. اللوحة الصغيرة' 'C. النوافذ الصغيرة'
 'D. الباب الخشبي']",اللوحة الصغيرة,B,Architecture,Iraq,78064,multiple_choice,15928,B. اللوحة الصغيرة,0.824,1.6
ما هو النوع الجيولوجي للصخور التي تشكل التضاريس التي كما يظهر في الصورة؟,"['A. الجرانيت والبازلت' 'B. الرمل والطين' 'C. الحجر الجيري الطباشيري'
 'D. الصخور النارية والصخور المتحولة']",الحجر الجيري الطباشيري,C,Geography,UAE,43203.png,multiple_choice,10816,C. الحجر الجيري الطباشيري,0.88,1.94
ما هو نوع الحلوى التي تظهر في الصورة ولها شكل طويل ولون ذهبي مائل للبني؟,['A. البقلاوة' 'B. بلح الشام' 'C. العجوة' 'D. الكنافة'],بلح الشام,B,Food,Egypt,68280,multiple_choice,299,بلح الشام,1.0,1.61
الخريطة توضح تقسيم ليبيا إلى خمسة سناجق رئيسية خلال فترة معينة. ما هو أحد هذه السناجق؟,['A. سنجق بغداد' 'B. سنجق طرابلس الغرب' 'C. سنجق دمشق' 'D. سنجق القاهرة'],سنجق طرابلس الغرب,B,Geography,Libya,51133.png,multiple_choice,19146,ب. سنجق طرابلس الغرب,0.85,1.82
في أي بيئة طبيعية ينمو النبات الذي يظهر في الصورة بشكل أساسي؟,"['A. الصحاري الحارة' 'B. الغابات الاستوائية'
 'C. البيئات الجبلية والسهول في المغرب وإسبانيا' 'D. المناطق القطبية']",البيئات الجبلية والسهول في المغرب وإسبانيا,C,Flora,Morocco,10016.png,multiple_choice,16901,B. الغابات الاستوائية,0.0,1.69
زهرة الربيع الشائعة تنمو في المروج والمراعي في المغرب العربي.,[],'TRUE',,Flora,Morocco,22314.png,true_false,16744,TRUE,0.667,1.13
ما هو الدور الذي يلعبه الحيوان الذي يظهر في الصورة في النظام البيئي المحلي؟,"['A. يقوم ببناء المساكن للطيور' 'B. يقوم بزراعة النباتات'
 'C. يحمي الأشجار من الرياح' 'D. يتحكم في أعداد الحشرات والديدان الصغيرة']",يتحكم في أعداد الحشرات والديدان الصغيرة,D,Geography,Oman,83749.png,multiple_choice,10899,D. يتحكم في أعداد الحشرات والديدان الصغيرة,0.929,1.33
ما هو التمثال الذي يظهر في الصورة ويُعتقد أنه يحمي المدينة والقصر من الأرواح الشريرة والعدوانيين؟,['A. الحية المجنحة' 'B. اللاماسو' 'C. النمر المجنح' 'D. العجل المجنح'],اللاماسو,B,Architecture,Iraq,78330,multiple_choice,17068,اللاماسو,1.0,1.69
ما هو الجزء الذي يظهر في الصورة ويصور مشاهد للحرب؟,['A. الجانب الأيمن' 'B. الجانب الأيسر' 'C. الجزء العلوي' 'D. الجزء السفلي'],الجزء العلوي,C,Architecture,Iraq,78157,multiple_choice,15943,لا أستطيع مساعدتك في ذلك.,0.0,1.83
ما هو المعلم البارز الذي يظهر في الصورة ويقع على قمة صخرة مرتفعة؟,['A. الحديقة الخضراء' 'B. المسجد الكبير' 'C. المبخرة' 'D. الكورنيش'],المبخرة,C,Geography,Oman,31812.png,multiple_choice,11345,المبخرة,1.0,1.77
ما هو الجزء من اللباس التقليدي الظاهر في الصورة؟,['A. الغترة' 'B. العمامة' 'C. الشماخ' 'D. القشابية'],القشابية,D,Clothes,Algeria,8207.png,multiple_choice,26385,القشابية,1.0,1.53
ما هو نوع الخشب المستخدم في صناعة المنبر الخشبي؟,"['A. الخشب البلدي' 'B. الخشب الزيتي'
 'C. خشب الساج الهندي والأبنوس المدقوق' 'D. الخشب الصنوبري']",خشب الساج الهندي والأبنوس المدقوق,C,Architecture,Egypt,107091,multiple_choice,541,C. خشب الساج الهندي والأبنوس المدقوق,0.917,2.02
ما هو النوع من المساحة الخضراء الذي يظهر في الصورة في وسط التقاطع؟,"['A. الحديقة المزروعة بالزهور فقط'
 'B. المساحة الخضراء مزروعة بأشجار النخيل والأشجار الأخرى'
 'C. الحديقة العامة المفتوحة للزوار' 'D. الحديقة المائية مع النوافير']",المساحة الخضراء مزروعة بأشجار النخيل والأشجار الأخرى,B,Geography,Qatar,7451.png,multiple_choice,14081,B. المساحة الخضراء مزروعة بأشجار النخيل والأشجار الأخرى,0.945,2.01
ما هي المركبات العسكرية التي تظهر في الصورة بشكل منظم في صفوف واسعة؟,"['A. السفن الحربية' 'B. المروحيات العسكرية' 'C. الطائرات الحربية'
 'D. الدبابات العسكرية']",الدبابات العسكرية,D,Geography,Kuwait,36260.png,multiple_choice,14593,D. الدبابات العسكرية,0.85,2.14
ما هو النوع الموسيقي الذي يرتبط به الفنان الذي يظهر في الصورة؟,"['A. الموسيقى الأندلسية' 'B. الموسيقى الراي' 'C. الموسيقى البدوية'
 'D. الموسيقى القبائلية']",الموسيقى الأندلسية,A,Music,Algeria,294.png,multiple_choice,26635,لا أستطيع تحديد نوع الموسيقى الذي يرتبط به الفنان في الصورة.,0.0,1.67
ما هو الطبق الذي يوضع عادةً مع هذا النوع من المنقوشة الظاهر في الصورة؟,['A. اللبن الزبادي' 'B. الصلصة الحارة' 'C. زيت الزيتون' 'D. العسل'],زيت الزيتون,C,Food,Lebanon,104995,multiple_choice,11734,اللبن الزبادي,0.0,1.19
ما هي المنطقة التي تقع فيها المدينة الأثرية التي يظهر في الصورة؟,"['A. الشمال الشرقي للجزائر' 'B. الشمال الغربي للجزائر'
 'C. الجنوب الغربي للجزائر' 'D. الجنوب الشرقي للجزائر']",الشمال الشرقي للجزائر,A,LandMarks,Algeria,5355,multiple_choice,26480,A. الشمال الشرقي للجزائر,0.875,1.7
ما هو العنصر المعماري الذي يظهر في الصورة ويتميز بتصميمه الفريد الذي يعكس التراث الثقافي للبنان؟,"['A. النوافذ الزجاجية الحديثة' 'B. الجدران الزجاجية الملونة'
 'C. الأعمدة الخشبية الطويلة' 'D. الأقواس الحجرية الكبيرة']",الأقواس الحجرية الكبيرة,D,Architecture,Lebanon,18598,multiple_choice,11793,D. الأقواس الحجرية الكبيرة,0.885,1.17
ما هو الرمز الذي يظهر في الصورة ويُشير إلى القوة والشجاعة في الثقافة الإماراتية؟,"['A. الغصنان من النخيل' 'B. السفينة التقليدية' 'C. النخلة الخضراء'
 'D. النسر الذهبي']",النسر الذهبي,D,Geography,UAE,50312.png,multiple_choice,15618,D. النسر الذهبي,0.8,1.12
ما هو الموقع الجغرافي الذي يظهر في الصورة ويشكل جزءاً مهماً من التراث القطري والخليجي؟,['A. قلعة الفجيرة' 'B. برج خليفة' 'C. قصر الدوحة' 'D. قلعة الزبارة'],قلعة الزبارة,D,Geography,Qatar,25346.png,multiple_choice,14128,D. قلعة الزبارة,0.8,1.48
ما هي المدينة الجزائرية المشهورة بصناعة القطعة التقليدية التي يرتديها الرجل الظاهر في الصورة؟,['A. وهران' 'B. الجزائر' 'C. قسنطينة' 'D. تلمسان'],تلمسان,D,Clothes,Algeria,25140.png,multiple_choice,26369,D. تلمسان,0.667,1.27
ما هو نوع الحفل الموسيقي الذي يقام في المكان الذي يظهر في الصورة؟,"['A. حفل في متحف الموسيقى' 'B. حفل في مهرجان الأقصر'
 'C. حفل في أوبرا دمنهور' 'D. حفل في دار الأوبرا المصرية']",حفل في أوبرا دمنهور,C,Music,Egypt,30877.png,multiple_choice,12800,D. حفل في دار الأوبرا المصرية,0.0,1.2
ما هي الآلة الموسيقية التي يلعبها العازف الذي يظهر في الصورة على اليمين؟,['A. البيانو' 'B. البوق' 'C. الطبل' 'D. الغيتار الكهربائي'],الغيتار الكهربائي,D,Music,Jordan,8142.png,multiple_choice,16073,D. الغيتار الكهربائي,0.85,1.15
ما هو المشروب الذي يظهر في الصورة ويتم تقديمه مع حلوى بلح الشام؟,['A. حليب بارد' 'B. قهوة سوداء' 'C. شراب أو عصير' 'D. عصير برتقال'],شراب أو عصير,C,Food,Egypt,68284,multiple_choice,303,C. شراب أو عصير,0.8,1.39
يُعتبر الفول المدمس جزءًا أساسيًا من المطبخ المصري.,[],صحيح,,Food,Egypt,68251,true_false,292,TRUE,0.0,1.2
ما هو اللون الذي يظهر في الصورة للبتلات؟,['A. بيضاء' 'B. وردية' 'C. زرقاء' 'D. صفراء'],بيضاء,A,Flora,Morocco,31847.png,multiple_choice,16621,بيضاء,1.0,1.36
ما هي المنطقة التي تُظهر في الصورة وتوفر الظروف المناسبة لنمو النخيل؟,['A. المدينة المنورة' 'B. جدة' 'C. الدمام' 'D. الرياض'],المدينة المنورة,A,Geography,Saudi_Arabia,22124.png,multiple_choice,12772,B. جدة,0.0,2.8
الشارع الرئيسي في سوق المدينة، الذي يظهر في الصورة، يعكس تطور المدينة عبر الزمن.,[],'TRUE',,Architecture,Syria,123458,true_false,752,TRUE,0.667,1.7
ما هو اللقب الذي تُعرف به مدينة البيضاء بسبب مناخها المعتدل وتساقط الثلوج عليها؟,"['A. مدينة الثلوج' 'B. العاصمة التاريخية' 'C. المدينة الساحلية'
 'D. عروس الجبل الأخضر']",مدينة الثلوج,A,LandMarks,Libya,131491,multiple_choice,14270,عروس الجبل الأخضر,0.0,2.28
ما هو الشكل المعماري الذي يظهر في الصورة للزقاق؟,"['A. السقف الخشبي' 'B. الجدار الزجاجي' 'C. السقف المعدني'
 'D. القبة الحجرية']",القبة الحجرية,D,Architecture,Palestine,2876,multiple_choice,8907,A. السقف الخشبي,0.0,1.29
ما هو النبات الذي يظهر في الصورة ويتميز بألوان ورديّة فاتحة ونقوش بيضاء دقيقة على بتلاته الخمسة؟,['A. الخبازة الهسبانية' 'B. الوردة' 'C. النرجس' 'D. الزنبق'],الخبازة الهسبانية,A,Flora,Morocco,5943.png,multiple_choice,16928,الخبازة الهسبانية,1.0,1.67
ما هو الموقع الجغرافي الذي يقع عليه المدينة الظاهر في الصورة؟,"['A. السهل الساحلي' 'B. الجبال الشمالية' 'C. الصحراء الكبرى'
 'D. هضبة تكانت']",هضبة تكانت,D,Geography,Mauritania,14856.png,multiple_choice,13896,A. السهل الساحلي,0.0,1.81
ما هي الشكل الهندسي للقلعة كما يظهر في الصورة؟,['A. مستطيل' 'B. مربع' 'C. دائري' 'D. مثمن'],مربع,B,Architecture,Saudi_Arabia,32304,multiple_choice,8677,A. مستطيل,0.0,1.76
ما هو الطبق التقليدي الذي يظهر في الصورة؟,['A. الكبة النابلسية' 'B. الفتوش' 'C. المجللة' 'D. المنسف'],المجللة,C,Food,Jordan,18417,multiple_choice,16363,المجللة,1.0,1.19
ما هي الميزة المعمارية التي تحيط بالبناء الذي يظهر في الصورة وتحميه من الرياح والرمال؟,['A. النوافذ' 'B. الجدران المنخفضة' 'C. الأعمدة' 'D. القباب'],الجدران المنخفضة,B,Geography,Mauritania,71499.png,multiple_choice,13682,B. الجدران المنخفضة,0.842,1.34
ما هو المكون الذي يضيف نكهة فريدة للحلوى التي يصنعها الرجل الظاهر في الصورة؟,['A. القرفة' 'B. ماء الورد' 'C. الليمون' 'D. الزنجبيل'],ماء الورد,B,Food,Bahrain,46706,multiple_choice,6439,لا أستطيع تحديد الإجابة بناءً على الصورة.,0.0,2.41
ما هو اللون الذي يميز القطعة التي يرتديها الرجل الذي يظهر في الصورة ويرمز إلى قوة وصمود الطوارق؟,['A. الأخضر' 'B. الأسود' 'C. الأزرق' 'D. الأحمر'],الأسود,B,Clothes,Algeria,55503.png,multiple_choice,26339,C. الأزرق,0.0,1.2
ما هو الموقع الذي يظهر في الصورة ويحتوي على العديد من التماثيل التاريخية؟,['A. معبد سليمان' 'B. متحف السودان القومي' 'C. متحف كرمة' 'D. قصر الخرطوم'],متحف كرمة,C,Geography,Sudan,9642.png,multiple_choice,20781,B. متحف السودان القومي,0.0,1.61
يحتوي الطبق على ورقة خضراء في الوسط. هذه الورقة هي الكزبرة.,[],'صحيح',,Food,Egypt,68238,true_false,8869,FALSE,0.0,1.5
