id,imgname,query,ground_truth,ground_truth_ar,type,model_answer,evaluation_passed,run_time
7090,two_col_43631.png,ما هي الولاية التي كان لديها أعلى عدد من الخنازير في الهند عام 2019؟,Jharkhand,جهارخاند,augmented,Jharkhand,True,0.87
7092,two_col_2207.png,ما هو معدل البطالة في إيطاليا عام 2020؟,9.84,٩.٨٤,augmented,9.89%,True,0.763
7093,two_col_20517.png,ما هو إنفاق هيئة أبحاث وتطوير HPE في عام 2020؟,1874,١٨٧٤,augmented,"$1,874 مليون",False,1.074
7094,two_col_41852.png,كم دولاراً صدرت الولايات المتحدة إلى اليابان في عام 2020؟,64.1,٦٤.١,augmented,$64.1,True,1.127
7095,two_col_41985.png,ما هي قيمة صافي دخل بنك باريبا باريبا في عام 2016؟,43.4,٤٣.٤,augmented,43.4 مليار يورو,True,0.786
7096,multi_col_1355.png,في أي عام استحوذ فولفو على الحصة الأكبر من السيارات الركاب التي تعمل بالديزل في أوروبا؟,2019,٢٠١٩,augmented,2019,True,0.886
7097,two_col_21814.png,ما هو هامش التشغيل لصناعة الكيماويات الأمريكية في عام 2002؟,7.2,٧.٢,augmented,7.2%,True,0.719
7098,two_col_21814.png,ما هو هامش التشغيل لصناعة الكيماويات الأمريكية في عام 2019؟,9.2,٩.٢,augmented,9.2%,True,1.586
7099,two_col_40300.png,ما هو الناتج المحلي الإجمالي لنيكاراغوا في عام 2019؟,12.54,١٢.٥٤,augmented,12.79 مليار دولار أمريكي,False,0.808
7100,two_col_101854.png,كم مقعداً منح المؤتمر الوطني الثالث عشر للعمال المهاجرين في عام 2018؟,45,٤٥,augmented,45 مقعداً,True,0.707
7101,two_col_103442.png,في أي عام انخفضت مبيعات هيونداي؟,2017,٢٠١٧,augmented,2015,False,1.727
7102,two_col_103442.png,ما هي أعلى مبيعات لشركة هيونداي في الفترة من 2009 إلى 2016؟,15442,١٥٤٤٢,augmented,"12,500 وحدة",False,0.821
7103,two_col_103442.png,ما هي مبيعات هيونداي في أيرلندا عام 2019؟,11052,١١٠٥٢,augmented,"12,000 وحدة.",False,1.049
7104,two_col_101460.png,ما هي قناة يوتيوب الأكثر مشاهدة في كولومبيا اعتبارًا من مارس 2021؟,jbalvinVEVO,جبلفين فيو,augmented,jbalvinVEVO,True,0.884
7105,two_col_5762.png,ما هو عدد المستشفيات في بلجيكا عام 2019؟,164,١٦٤,augmented,164 مستشفى,True,1.108
7106,two_col_5762.png,كم عدد المستشفيات التي كانت في بلجيكا عام 2000؟,228,٢٢٨,augmented,228 مستشفى,True,0.766
7107,two_col_60355.png,ما هو معدل وفيات الرضع في المكسيك عام 1955؟,121,١٢١,augmented,120 وفاة لكل 1000 ولادة.,False,0.895
7108,two_col_550.png,ما هي نسبة المستخدمين النشطين عالميًا الذين وصلوا إلى فيسبوك عبر أي نوع من الهواتف المحمولة في أبريل 2021؟,98.4,٩٨.٤,augmented,98.4%,True,1.046
7109,two_col_41382.png,ما هي محطة القطار التي سجلت أعلى عدد سنوي من الركاب حتى عام 2020؟,Roma Termini,روما تيرميني,augmented,Roma Termini 160 مليون,True,0.977
7110,two_col_100308.png,ما هي نسبة السكان الإيطاليين الذين استهلكوا ما بين 1 إلى 4 حصص من الفواكه والخضروات يوميًا في عام 2014؟,65.1,٦٥.١,augmented,65.1%,True,0.816
7111,two_col_60216.png,ما هي النسبة المئوية للقوة العاملة في كويبيكور التي تم تسريحها مؤقتًا في أوائل عام 2020؟,4293.8,٤٢٩٣.٨,augmented,لا,False,0.788
7112,two_col_60216.png,ما هو إيراد كويبيكور في عام 2019؟,4293.8,٤٢٩٣.٨,augmented,4 293.8 مليون دولار كندي.,False,0.926
7113,two_col_42385.png,ما هو أدنى معدل للوفيات بسبب الاختناق في الولايات المتحدة عام 1945؟,0.7,٠.٧,augmented,"0.9 لكل 100,000 نسمة",False,0.812
7114,two_col_83427.png,كم عدد الوافدين المحليين في مؤسسات الإقامة في النمسا عام 2019؟,13.36,١٣.٣٦,augmented,13.6 مليون,False,0.995
7115,two_col_103777.png,ما هو المساهمة التقديرية للإنفاق المحلي في الناتج المحلي الإجمالي لدولة الإمارات العربية المتحدة بحلول عام 2028؟,65.8,٦٥.٨,augmented,65.8 مليار درهم,True,0.805
7116,two_col_2611.png,كم عدد الزوار الذين زاروا متنزه زيون الوطني في عام 2019؟,4.49,٤.٤٩,augmented,4.3 مليون زائر,False,0.684
7117,two_col_40313.png,ما هي مبيعات البيرة في مقاطعة كيبيك الكندية في عام 2020؟,94.1,٩٤.١,augmented,$94.1 مليون,True,1.113
7118,two_col_40313.png,ما هي مبيعات البيرة في كيبيك للعام السابق؟,83.5,٨٣.٥,augmented,$94.1 مليون كندي,False,0.773
7119,two_col_40453.png,ما هو الناتج المحلي الإجمالي الحقيقي لتينيسي بالدولار؟,328.41,٣٢٨.٤١,augmented,$312.44 مليار,False,0.958
7120,two_col_40453.png,ما هو الناتج المحلي الإجمالي لتينيسي في عام 2020؟,312.44,٣١٢.٤٤,augmented,$312.44 مليون,True,1.094
7121,two_col_23018.png,ما هي القضية الثانية الأكثر استشهاداً بها في استطلاع أُجري في يونيو ويوليو 2019؟,Corruption,الفساد,augmented,الفساد 25%,True,1.077
7122,two_col_42566.png,ما هو حجم دوران صناعة التصنيع الألمانية في عام 2015؟,2051997.6,٢٠٥١٩٩٧.٦,augmented,"2,051 مليون طن",False,0.793
7123,two_col_21139.png,ما كان سعر طن القمح في عام 2012؟,179.26,١٧٩.٢٦,augmented,179.26 ج.م.,True,1.133
7124,two_col_2088.png,ما هو الناتج المحلي الإجمالي لإثيوبيا بالدولار في عام 2020؟,96.61,٩٦.٦١,augmented,$101.7 مليار,False,1.219
7125,two_col_23810.png,ما هي القيمة التقديرية لفريق إنديانا بيسرز في عام 2021؟,1550,١٥٥٠,augmented,$550 مليون,False,0.7
7126,two_col_103747.png,ما هو سعر الجملة للغاز الطبيعي في المملكة المتحدة؟,47,٤٧,augmented,"47, 53, 59, 64, 64",True,1.282
7127,two_col_561.png,ما هو معدل التضخم في مصر عام 2018؟,20.85,٢٠.٨٥,augmented,23.5%,False,0.845
7129,two_col_22125.png,كم عدد المباريات التي لعبها جوزيبي بيرغومي في الدوري الأوروبي للاتحاد الأوروبي؟,96,٩٦,augmented,96 مباريات,True,1.271
7130,two_col_22125.png,من هو لاعب كرة القدم الأوروبي الذي شارك في أكبر عدد من المباريات في الدوري الأوروبي للاتحاد الأوروبي؟,Giuseppe Bergomi,جوزيبي بيرغومي,augmented,جوزيبي بيرغومي,True,1.063
7131,two_col_22125.png,من لديه أكبر عدد من المباريات التي لعبها في الدوري الأوروبي للاتحاد الأوروبي؟,Frank Rost,فرانك روست,augmented,جيوسيبي بيرغومي 96,False,1.192
7132,two_col_22234.png,ما هو حجم الاستثمار في الاستثمارات المباشرة من الخارج في عام 2011؟,22.8,٢٢.٨,augmented,22.8 مليار دولار,True,1.004
7133,two_col_22234.png,كم تم استثماره في فرنسا عام 2018؟,31.6,٣١.٦,augmented,31.6 مليار يورو,True,1.099
7134,two_col_2509.png,كم اقترحت حكومة الولايات المتحدة للأمن السيبراني للسنة المالية 2021؟,18.79,١٨.٧٩,augmented,$18.78,True,0.807
7135,two_col_4986.png,كم عدد متاجر دولار تري في أونتاريو اعتبارًا من فبراير 2019؟,110,١١٠,augmented,110 متاجر,True,0.793
7136,two_col_21492.png,كم بلغ الدخل الذي حققته وارنر ميديا في عام 2020؟,19.47,١٩.٤٧,augmented,19.47 مليار دولار,True,0.679
7137,two_col_104176.png,ما هي النسبة المئوية من إجمالي إيرادات شباك التذاكر التي شكلتها الأفلام البريطانية في أمريكا الشمالية عام 2019؟,36,٣٦,augmented,لا,False,0.714
7138,two_col_61032.png,ما هو صافي دخل مجموعة بوبليس في عام 2020؟,576,٥٧٦,augmented,576 مليون يورو,True,0.744
7139,two_col_61032.png,"كم بلغ صافي الدخل لـ ""ببليس مجموعة"" في العام الماضي؟",841,٨٤١,augmented,$576 مليون,False,0.791
7140,multi_col_733.png,متى سيحصل اللاعب على أجر لعبه في السوبر بول؟,2020,٢٠٢٠,augmented,سيحصل اللاعب على أجر لعبه في السوبر بول في 2023، 2024، 2025، 2026، 2027، 2028، 2029، 2030.,False,1.664
7142,two_col_24613.png,ما هو معدل البطالة في نيفادا عام 2020؟,12.8,١٢.٨,augmented,12.8%,True,1.408
7143,two_col_24613.png,ما هو معدل البطالة في نيفادا عام 2010؟,3.9,٣.٩,augmented,12.8%,False,0.95
7144,two_col_41787.png,كمية الراتنج التي بيعت في الولايات المتحدة في عام 2019؟,88486,٨٨٤٨٦,augmented,88 486 جنيه,False,0.748
7145,two_col_60425.png,ما هي المنطقة في إيطاليا التي سجلت أعلى عدد من جرائم المافيا في عام 2018؟,Calabria,كالابريا,augmented,Calabria,True,0.886
7146,two_col_60425.png,كم عدد التقارير الجنائية التي سُجلت في منطقة كالابريا عام 2018؟,896,٨٩٦,augmented,896 تقارير جنائية.,True,1.415
7147,two_col_22870.png,في أي عام تم تصدير عصير البرتقال إلى الولايات المتحدة؟,2008/09,2008/09,augmented,2008/09,True,0.998
7148,two_col_43450.png,ما هو الإيجار المطلوب في منطقة البلازا بالدولار للقدم المربع؟,95.39,٩٥.٣٩,augmented,$95.39,True,0.791
7149,two_col_102199.png,ما هو العائد على الاستثمار في قطاع المشروبات في عام 2019؟,8.8,٨.٨,augmented,8%,False,1.064
7150,two_col_83425.png,كم عدد حوادث المناولة المادية التي وقعت في السجون الفيدرالية في السنة المالية 2020؟,707,٧٠٧,augmented,707,True,1.349
7151,two_col_83425.png,كم عدد حوادث استخدام القوة بعصا في السجون الفيدرالية في السنة المالية 2020؟,11,١١,augmented,11 حوادث,True,0.981
7152,multi_col_60417.png,كم عدد زيجات الإناث من نفس الجنس في إنجلترا وويلز عام 2017؟,1752,١٧٥٢,augmented,"1,004",False,1.422
7153,multi_col_60417.png,كم عدد زيجات الذكور من نفس الجنس التي تمت في إنجلترا وويلز في عام 2017؟,1168,١١٦٨,augmented,"1,004",False,0.687
7154,two_col_100779.png,ما هي نسبة السكان الذين تتراوح أعمارهم بين 10 و 19 عامًا في أفريقيا جنوب الصحراء الكبرى؟,23,٢٣,augmented,23%,True,0.687
7155,two_col_80193.png,كم عدد الاشتراكات الخلوية المتنقلة التي سُجلت في المملكة المتحدة بين عامي 2000 و 2019؟,80.97,٨٠.٩٧,augmented,79.4 مليون,False,0.794
7156,two_col_41446.png,ما هي القيمة الإجمالية للواردات الأمريكية للملابس من عام 2011 إلى عام 2019؟,95000,٩٥٠٠٠,augmented,"$88,584, $87,957, $93,164, $97,000, $88,000, $92,000, $95,000",False,1.223
7157,two_col_103633.png,ما هي العلامة التجارية التي شهدت أكبر زيادة في الإنفاق الإعلاني؟,Fever-Tree,شجرة الحمى,augmented,Fever-Tree: 2 088.9%,True,1.062
7158,two_col_352.png,كم عدد الأشخاص الذين زاروا ريديت في ديسمبر 2020؟,1735,١٧٣٥,augmented,"1,797 مليون",False,0.72
7159,two_col_60604.png,ما هي إجمالي مبيعات مزيلات العرق في الولايات المتحدة في عام 2011/2012؟,1314,١٣١٤,augmented,"$1,314 مليون US dollars.",False,0.905
7160,two_col_60604.png,كم عدد الدولارات الأمريكية التي أُنفقت على مزيل العرق عبر منافذ الأغذية في عام 2011/2012؟,559,٥٥٩,augmented,559 مليون دولار أمريكي.,True,1.054
7161,two_col_22218.png,كم عدد الهكتارات من الذرة التي زُرعت في إنجلترا في يونيو 2017؟,183282,١٨٣٢٨٢,augmented,"183,282 هكتار",False,1.104
7162,multi_col_1435.png,ما هي الشركة التي احتفظت بحصة أصغر، ولكن ثابتة، في سوق التبغ في كندا؟,JTI-Macdonald,جيه تي آي - ماكدونالد,augmented,"Rothmans, Benson & Hedges",False,0.783
7163,multi_col_1435.png,ما هي شركة التبغ الرائدة في كندا عام 2015؟,Imperial Tobacco Canada Limited,إمبرايال توباكو كندا المحدودة,augmented,Imperial Tobacco Canada Limited 33.4%,True,1.399
7164,multi_col_1435.png,"ما كانت الحصة السوقية لـ ""روثمانز، بنسون آند هيدجز"" في عام 2015؟",37.3,٣٧.٣,augmented,34.1%,False,0.747
7165,multi_col_1435.png,ما هي الحصة السوقية لشركة إمبرايال توباكو كندا المحدودة في عام 2015؟,49.6,٤٩.٦,augmented,33.4%,False,0.992
7166,two_col_62781.png,ما هو الناتج المحلي الإجمالي للتعدين واستخراج الحصى في ماليزيا عام 2013؟,103484,١٠٣٤٨٤,augmented,"81,342 مليون رينغيت ماليزي",False,2.658
7167,two_col_41947.png,ما هي قيمة شحنات المنتجات الأمريكية من الخضروات المجمدة في عام 2016؟,8.57,٨.٥٧,augmented,8.57 مليار دولار أمريكي,True,0.818
7168,two_col_5288.png,ما هي أكبر شركة لصناديق التحوط في العالم اعتبارًا من يونيو 2020؟,Bridgewater Associates,بريدج ووتر أسوشيتس,augmented,Bridgewater Associates $98.92 مليار,True,1.335
7169,two_col_5288.png,كم كانت قيمة أصول بريدجواوتر أسوشيتس بالدولار؟,98.92,٩٨.٩٢,augmented,$98.52 مليار,False,1.261
7170,two_col_104816.png,ما هي النسبة المئوية المتوقعة من قروض ائتمان المستهلك التي سيتم شطبها بحلول عام 2023؟,2.1,٢.١,augmented,2.1%,True,0.729
7171,two_col_104816.png,ما هي نسبة القروض الائتمانية الاستهلاكية التي تم شطبها في عام 2018؟,1.3,١.٣,augmented,1.3%,True,0.894
7172,multi_col_100833.png,كم بلغ مبلغ الأقساط الجديدة لشركة أزا فرنسا للتأمين في عام 2019؟,14835,١٤٨٣٥,augmented,8 873,False,0.826
7173,two_col_626.png,ما هي شركة الاستشارات الأكثر شهرة في الولايات المتحدة في عام 2020؟,McKinsey & Company,ماكنزي وشركاه,augmented,"McKinsey & Company, Boston Consulting Group, Bain & Company, Deloitte Consulting LLP, PricewaterhouseCoopers (PwC) Advisory Services, Booz Allen Hamilton, Accenture, KPMG LLP (Consulting Practice), Oliver Wyman, IBM Global Business Services, Partners-ETC, A.T. Kearney, Strayer's (part of the Public sector), Lockheed Martin Corporation (IT), Grant Thornton LLP (Consulting), Mercer LLC, Capgemini, Oracle Consulting, Northrop Grumman Corporation, SAP Services, Navigant Consulting.",True,1.55
7174,two_col_626.png,ما هي شركة ماكنزي وشركاه التي تم تصنيفها كأكثر شركات الاستشارات شهرة في الولايات المتحدة عام 2020؟,8.98,٨.٩٨,augmented,ماكنزي وشركاه، 9.74.,False,1.178
7175,two_col_861.png,ما هو متوسط عدد المركبات لكل أسرة في الولايات المتحدة؟,1.88,١.٨٨,augmented,1.88,True,0.625
7176,multi_col_40419.png,ما هو معدل إشغال أسرّة الرعاية الحادة في أيرلندا عام 2017؟,94.9,٩٤.٩,augmented,91.6%,True,1.034
7177,multi_col_40419.png,ما هو معدل إشغال أسرة الرعاية الحادة في أيرلندا عام 2000؟,84.5,٨٤.٥,augmented,94.9%,False,0.888
7178,two_col_63116.png,كم عدد متاجر C&A في ألمانيا عام 2013؟,509,٥٠٩,augmented,509 متاجر,True,0.664
7179,two_col_63116.png,ما هي العلامة التجارية للأحذية التي كان لديها أكبر عدد من المتاجر في ألمانيا في عام 2013؟,Deichmann Shoes,ديخمان للأحذية,augmented,"Deichmann Shoes 1,300",True,0.755
7180,two_col_100051.png,ما هو إجمالي عدد الأميال المقطوعة بالمركبات على جميع الطرق في الولايات المتحدة عام 2019؟,3.27,٣.٢٧,augmented,3.24 تريليون ميل,False,0.821
7181,two_col_82896.png,ما هو مؤشر تكاليف الطاقة في هذا القطاع الفرعي في عام 2018؟,111.03,١١١.٠٣,augmented,100,False,0.653
7182,two_col_1911.png,ما هو أصغر سوق لنتفليكس؟,Asia Pacific,آسيا والمحيط الهادئ,augmented,آسيا والمحيط الهادئ 26.85 مليون.,True,0.812
7183,two_col_1911.png,كم عدد المشتركين الدافعين الذين كان لدى نتفليكس في الربع الأول من عام 2021؟,74.38,٧٤.٣٨,augmented,74.38 مليون، 68.51 مليون، 37.89 مليون، 26.85 مليون,True,0.852
7184,two_col_104438.png,ما هو معدل إنهاء المكالمات المحمول لشركة فودافون في ألبانيا عام 2014؟,2.66,٢.٦٦,augmented,2.66,True,0.84
7185,two_col_104438.png,في أي عام انخفض معدل إنهاء المكالمات عبر الهاتف المحمول لشركة فودافون في ألبانيا من عام 2014 إلى؟,2021,٢٠٢١,augmented,2019,False,0.618
7186,multi_col_1072.png,كم حققت لعبة كلاش رويال من إيرادات داخل التطبيق بالدولار الأمريكي؟,209.36,٢٠٩.٣٦,augmented,$250 مليون,False,1.054
7187,multi_col_1072.png,"كم بلغ إيراد لعبة ""كلاش أوف كلانس"" من المشتريات داخل التطبيق بالدولار الأمريكي في عام 2020؟",483.32,٤٨٣.٣٢,augmented,"$1,200 مليون US dollars",False,0.832
7188,multi_col_101168.png,كم كان من المتوقع أن يبلغ الإنفاق الرأسمالي لشركة فاوندرى في عام 2020؟,36.3,٣٦.٣,augmented,$120 مليار,False,0.746
7189,multi_col_100492.png,كم عدد الأطفال الذين يعانون من سوء التغذية والمسجلين في جنوب آسيا عام 2000؟,76,٧٦,augmented,52 عدد الأطفال في جنوب آسيا عام 2000.,False,0.868
7190,two_col_63192.png,ما هو الناتج المحلي الإجمالي لولاية رود آيلاند بالدولار في العام السابق؟,53.67,٥٣.٦٧,augmented,$5.23 مليون,False,1.124
7191,two_col_63192.png,ما هو الناتج المحلي الإجمالي لولاية رود آيلاند في عام 2020؟,51.23,٥١.٢٣,augmented,$51.23 مليون,True,0.825
7192,two_col_100610.png,ما هي الشركة الرائدة في مقاطعة ريبرو في فبراير 2021؟,Meritor HVS AB,ميريتور إتش في إس إيه بي,augmented,Meritor MVS AB,False,0.849
7193,two_col_100610.png,ما هو حجم المبيعات لمجموعة إيلون القابضة (ELON Group Holding AB)؟,3423,٣٤٢٣,augmented,3 423 مليون SEK,False,1.487
7194,two_col_100610.png,ما هو حجم المبيعات لشركة ميريتور إتش في إس إيه بي في فبراير 2021؟,5282,٥٢٨٢,augmented,"$5,282",True,1.699
7195,two_col_102326.png,في أي عام انخفضت الإيرادات السنوية لمجموعة البنوك الإيطالية يوني كريديت بشكل مطرد؟,2009,٢٠٠٩,augmented,"2014, 2015, 2016, 2017, 2018, 2019",False,1.244
7196,two_col_102326.png,ما هو إيراد يوني كريديت في عام 2009؟,27572,٢٧٥٧٢,augmented,27 572 مليون يورو,False,1.362
7197,two_col_102326.png,ما هو إيراد يوني كريديت في عام 2019؟,18839,١٨٨٣٩,augmented,18 839 مليون يورو,False,0.767
7198,multi_col_1174.png,كم عدد الموظفين في الشركات التي كانت لدى شركة سونيك في عام 2018؟,391,٣٩١,augmented,"51,000",False,0.916
7199,multi_col_1174.png,كم عدد الموظفين في شركة سونيك للشركات في عام 2016؟,420,٤٢٠,augmented,"9,200 موظف",False,1.301
7200,two_col_2401.png,في أي عام حققت نوفارتس أعلى عدد من الموظفين في تاريخها الحديث؟,2020,٢٠٢٠,augmented,2018,False,0.804
7201,two_col_42312.png,كم عدد الجنيهات الإسترلينية التي أُنفقت على ألعاب الفيديو الرقمية في عام 2020؟,3622.2,٣٦٢٢.٢,augmented,"3,622.2 مليون GBP",False,0.726
7202,two_col_63632.png,ما هو إنتاج القمح في مصر عام 2020؟,8.9,٨.٩,augmented,8.9 مليون طن,True,1.951
7203,two_col_40522.png,ما هو الشهر الذي كان فيه الغرق هو الأكثر فتكاً بالوفيات في الولايات المتحدة عام 2018؟,July,يوليو,augmented,يوليو,True,1.254
7204,two_col_40522.png,كم عدد وفيات الغرق التي وقعت في يوليو 2018؟,667,٦٦٧,augmented,667 حالات,True,0.724
7205,two_col_601.png,ما هو عدد سكان أستراليا في عام 2019؟,25.79,٢٥.٧٩,augmented,25.53 مليون,False,0.762
7206,two_col_484.png,ما هو معدل البطالة في ألمانيا لعام 2021؟,6.1,٦.١,augmented,5.7%,False,1.068
7207,two_col_42068.png,ما هي نسبة فائض الميزانية الكويتي إلى الناتج المحلي الإجمالي للكويت في عام 2019؟,4.43,٤.٤٣,augmented,9.04%,False,1.908
7208,multi_col_100407.png,متى كانت آخر مرة كان لدى فريق هيوستن تكسان صفحة على فيسبوك؟,August 2012,أغسطس 2012,augmented,لا,False,1.12
7209,multi_col_100407.png,كم عدد متابعي فريق هيوستن تكسانز لكرة القدم على فيسبوك في فبراير 2021؟,2.13,٢.١٣,augmented,2.13 مليون,True,0.7
7210,multi_col_100407.png,متى وصل صفحة هيوستن تكسانز على فيسبوك إلى 2.13 مليون متابع؟,February 2021,فبراير 2021,augmented,فبراير 2021,True,0.67
7211,two_col_1439.png,كم حصل مانشستر يونايتد من شيفروليه بالجنيه الإسترليني في موسم 2020/21؟,64,٦٤,augmented,64 مليون جنيه إسترليني,True,0.751
7212,two_col_81006.png,كم عدد المؤسسات في قطاع التصنيع بالدنمارك في عام 2017؟,22,٢٢,augmented,22 عدد المؤسسات في قطاع التصنيع بالدنمارك في عام 2017.,True,1.457
7213,two_col_41061.png,كم عدد العملاء الذين قاموا بتغيير مزود حسابهم المصرفي الحالي في عام 2014؟,1.16,١.١٦,augmented,1.11 مليون,False,0.703
7214,two_col_41061.png,كم عدد العملاء الذين قاموا بتغيير مزود حسابهم المصرفي الحالي في عام 2020؟,0.7,٠.٧,augmented,0.7 مليون,True,0.738
7215,two_col_4056.png,من تلقى راتباً قدره مليوني دولار؟,Maxi Moralez,ماكسي موراليز,augmented,نعم,False,1.047
7216,two_col_23342.png,ما هي قيمة سوق الأكوابونيكس العالمي بالدولار في عام 2017؟,523.7,٥٢٣.٧,augmented,$523.7 مليون,True,0.885
7217,two_col_23342.png,ما هو التوقع لنمو سوق الأكوابونيكس العالمي بحلول عام 2022؟,870.6,٨٧٠.٦,augmented,$870.6 مليون,True,1.148
7218,two_col_2506.png,في أي عام انتهى الربح التشغيلي لشركة أودي؟,2020,٢٠٢٠,augmented,2019,False,1.366
7219,two_col_2506.png,في أي عام كان العام المالي لشركة أودي لعام 2002؟,2002,٢٠٠٢,augmented,2002,True,2.482
7220,two_col_2030.png,كم عدد الوحدات التي باعت لعبة The Last of Us Part II في شهرها الأول؟,2.8,٢.٨,augmented,2.8 مليون وحدة,True,0.761
7221,two_col_21482.png,كم يربح تيم فينشيم؟,4.58,٤.٥٨,augmented,$2.59 مليون,False,1.175
7222,two_col_41085.png,ما هي الحصة المتوقعة لوسائل التواصل الاجتماعي المكسيكية في عام 2025؟,70.4,٧٠.٤,augmented,70.4%,True,2.647
7223,two_col_3937.png,ما هو معدل الوفيات بسبب الربو في نبراسكا؟,15.9,١٥.٩,augmented,14.9 وفاة لكل مليون نسمة,False,0.736
7224,two_col_3937.png,ما هو عدد السكان لكل مليون نسمة في مسيسيبي عام 2019؟,18.1,١٨.١,augmented,18.1,True,1.588
7225,two_col_81413.png,ما هي نسبة الأسِرّة المشغولة في المستشفيات المجرية في أبريل 2020؟,39.28,٣٩.٢٨,augmented,40.65%,True,0.673
7226,two_col_40641.png,ما هي إجمالي مبيعات إرنست جونز للسنة المالية 2019؟,186,١٨٦,augmented,186 مليون GBP,True,0.663
7227,two_col_23552.png,من هو قائد المسيرة المهنية لفرق شيكاغو بيرز؟,Jay Cutler,جاي كتلر,augmented,Jay Cutler,True,1.21
7228,two_col_20845.png,كم حقق فريق أريزونا كويوتس من أموال في موسم 2019/20؟,95,٩٥,augmented,$95 مليون,True,0.744
7229,two_col_63210.png,ما هي قيمة صادرات الزيوت العطرية من الهند بالدولار في السنة المالية 2020؟,214.47,٢١٤.٤٧,augmented,$214.47 مليون,True,0.565
7230,two_col_21710.png,ما هو معدل البطالة بين الشباب في بروناي دار السلام في عام 2019؟,21.7,٢١.٧,augmented,21.7%,True,0.823
7231,two_col_42855.png,من هو قائد مسيرة المباريات التي لعبها فريق تورونتو الرابتورز؟,DeMar DeRozan,ديمار دي روزان,augmented,DeMar DeRozan,True,1.137
7232,two_col_42855.png,كم عدد المباريات التي لعبها ديمار دي روزان؟,675,٦٧٥,augmented,675 مباريات.,True,0.847
7233,two_col_2622.png,ما هو الناتج المحلي الإجمالي لـ ميانمار بالدولار في عام 2020؟,81.26,٨١.٢٦,augmented,98.92 مليار دولار,False,0.78
7234,two_col_20704.png,ما هي الكثافة السكانية لكارولينا الشمالية في عام 2018؟,213.6,٢١٣.٦,augmented,213.6,True,0.863
7235,two_col_23615.png,ما هو معدل البطالة في كارولينا الجنوبية في عام 2020؟,6.2,٦.٢,augmented,11.3%,False,0.758
7236,two_col_21212.png,كم عدد الكنديين الذين اتبعوا نظامًا غذائيًا نباتيًا في عام 2018؟,2.3,٢.٣,augmented,2.3 مليون نباتي، 0.85 مليون نباتي صرف.,True,0.823
7237,two_col_21212.png,كم عدد الكنديين الذين صنفوا أنفسهم كـ نباتيين في عام 2018؟,0.85,٠.٨٥,augmented,2.3 مليون نباتي، 0.85 مليون نباتي صارم.,True,1.532
7238,two_col_104616.png,كم عدد الطلاب المسجلين في برنامج جامعي في كندا عام 2019؟,1064709,١٠٦٤٧٠٩,augmented,1 064 709,False,0.806
7239,two_col_61263.png,ما هو الناتج المحلي الإجمالي لجزيرة الأمير إدوارد بالدولار في عام 2019؟,6052,٦٠٥٢,augmented,"$6,000 million",False,0.77
7240,two_col_23679.png,ما هو معدل الخصوبة في فيتنام عام 2018؟,2.05,٢.٠٥,augmented,2.05 عدد الأطفال المولودين لكل امرأة.,True,0.829
7241,two_col_42298.png,بحلول عام 2019، ما هي نسبة الإنفاق على الرعاية الصحية في المملكة المتحدة من الناتج المحلي الإجمالي؟,10.2,١٠.٢,augmented,10.2%,True,1.817
7242,two_col_42298.png,ما هي نسبة الإنفاق على الرعاية الصحية في المملكة المتحدة عام 1997؟,6.8,٦.٨,augmented,6.8%,True,1.371
7243,two_col_5068.png,كم عدد المشاهدين الذين شاهدوا نهائي كرة القدم الأمريكية (NFL) في عام 2015؟,8.26,٨.٢٦,augmented,8.26 مليون,True,0.932
7244,two_col_60535.png,ما هو معدل البطالة بين الشباب في المملكة المتحدة عام 2020؟,11.64,١١.٦٤,augmented,12.34%,False,1.045
7245,two_col_21464.png,ما هو معدل انتشار وسائل التواصل الاجتماعي في الفلبين عام 2017؟,49,٤٩,augmented,55%,False,0.827
7246,two_col_4181.png,كم أنفقت فيلادلفيا فلايرز على رواتب اللاعبين خلال موسم 2019/20؟,81,٨١,augmented,$75,False,1.693
7247,two_col_80131.png,ما هو معدل الخصوبة في بروناي دار السلام في عام 2019؟,1.82,١.٨٢,augmented,1.82 عدد الأطفال المولودين لكل امرأة.,True,0.848
7248,two_col_100318.png,ما هو معدل نمو الكتب الرقمية في إيطاليا عام 2017؟,3.2,٣.٢,augmented,3.2%,True,0.726
7249,two_col_40472.png,كم عدد سيارات سكودا التي بيعت في التشيك عام 2008؟,44530,٤٤٥٣٠,augmented,"44,530 وحدة مباعة",False,0.789
7250,two_col_3418.png,ما هو عدد سكان العالم في عام 2015؟,7.38,٧.٣٨,augmented,7.3 مليار,False,1.211
7251,two_col_4328.png,من هو قائد المسيرة في فريق نيو إنجلاند باتريوتس؟,Stanley Morgan,ستانلي مورغان,augmented,ستانلي مورغان,True,1.563
7252,two_col_21709.png,ما هي أسرع شركة أمن نمواً في الولايات المتحدة عام 2018؟,Netizen,المواطن الرقمي,augmented,KnowBe4,False,0.902
7253,two_col_21709.png,ما هو إيراد نتيزن بالدولار في عام 2018؟,6.3,٦.٣,augmented,$6.3 مليون,True,1.39
7254,two_col_21984.png,كم بلغت قيمة واردات الهند من اللؤلؤ والأحجار الكريمة وشبه الكريمة في السنة المالية 2020؟,1590.66,١٥٩٠.٦٦,augmented,"$1,000",False,0.744
