id,imgname,query,ground_truth,type,model_answer,evaluation_passed,run_time
6328,two_col_23505.png,How many Zumiez stores did Zumiez operate in 2020?,721,augmented,721,True,1.214
6329,two_col_80700.png,Which candidate spent 73.7 million dollars on advertising during the 2016 U.S. presidential election?,Bernie Sanders,augmented,73.7,False,1.186
6330,two_col_2312.png,What was the total global net assets of mutual funds registered in the United States in dollars in 2020?,23.9,augmented,"25,000",False,1.164
6331,two_col_20276.png,What was Michigan's GDP in dollars in the previous year?,471.65,augmented,467.83,True,1.1
6332,two_col_20276.png,What was Michigan's GDP in 2020?,446.25,augmented,467.83,True,1.046
6333,multi_col_20778.png,How many merger and acquisition deals were there in China and Hong Kong in the third quarter of 2017?,983,augmented,492,False,1.202
6334,two_col_61751.png,What is the projected size of the global interactive kiosk market in 2028?,45.32,augmented,45.32,True,1.236
6335,two_col_599.png,What was the median full-time earnings in 1999?,17803,augmented,"30,000",False,1.071
6336,two_col_42842.png,What was the fertility rate in Argentina in 2019?,2.25,augmented,2.25,True,1.091
6337,two_col_81785.png,"Which candidate had 124,732 ads aired during the 2016 U.S. presidential election?",Bernie Sanders,augmented,124732,False,1.401
6338,two_col_104087.png,How many MRI scan examinations were conducted in Bulgaria in 2016?,59835,augmented,"66,405",False,1.199
6339,two_col_24497.png,What was the operating income of the Los Angeles Lakers in the 2019/20 season?,155,augmented,178,False,1.115
6340,two_col_22747.png,What was the infant mortality rate in Burma in 2019?,35.8,augmented,35.8,True,1.104
6341,two_col_60453.png,What was the population of Romania in 1844?,3.58,augmented,19.8,False,0.962
6342,two_col_60453.png,How many people did Romania lose in the Second World War?,18.06,augmented,20,False,1.037
6344,two_col_60453.png,What was the population of Romania in 1930?,18.06,augmented,19.8,False,1.016
6345,two_col_60453.png,What was the population of Romania in 1990?,23.49,augmented,19.8,False,0.996
6346,two_col_60453.png,What is the population of Romania expected to fall to in 2020?,19.24,augmented,19.8,True,1.017
6347,two_col_60465.png,What was lululemon's global net income in dollars in 2020?,588.91,augmented,645.6,False,1.07
6348,two_col_81647.png,Who is the career touchdown leader of the Washington Football Team?,Charley Taylor,augmented,90,False,1.151
6349,two_col_81647.png,How many touchdowns has Charley Taylor scored?,90,augmented,39,False,1.075
6350,two_col_40144.png,How many retail stores did Steve Madden operate in 2019?,227,augmented,227,True,1.025
6351,two_col_3193.png,Who is the top 10 professional golfers with the most Ryder Cup points?,Dustin Johnson,augmented,15.04,False,1.053
6352,multi_col_48.png,What percentage of Instagram users were women between the ages of 25 and 34?,15.6,augmented,15.6%,True,1.013
6353,two_col_63124.png,What was the retail sales of wine in the Canadian province of British Columbia in the fiscal year ending in March 2020?,1271.83,augmented,1.0784,False,1.079
6354,two_col_43067.png,What was Zimbabwe's fertility rate in 2018?,3.62,augmented,3.62,True,1.134
6355,two_col_20774.png,What was the average number of people looking for work in 2020?,12.95,augmented,8,False,1.045
6356,multi_col_20794.png,Which country led the country comparison in each year?,United Kingdom,augmented,25%,False,1.085
6357,multi_col_20124.png,What country had the largest rate increase between the years?,Ireland,augmented,11.4,False,1.354
6358,multi_col_20124.png,What country had the second highest rate of lung transplants in 2019?,Belgium,augmented,11.4,False,1.404
6359,multi_col_20124.png,What country had the highest rate of lung transplants in 2019?,Austria,augmented,11.4,False,1.302
6360,two_col_100313.png,In what year was the world electricity generation capacity measured?,2018,augmented,"14,008.6",False,1.257
6361,two_col_43212.png,What was the deal value in 2015?,18.7,augmented,30,False,1.024
6362,two_col_43212.png,What was the total value of M&A transactions in Russia in 2020?,30,augmented,30,True,0.963
6363,two_col_23984.png,Until what year is the amount of electricity generated in Canada expected to rise to 828.4 terawatt hours?,2050,augmented,2020,False,1.321
6364,two_col_104206.png,How many dwellings were in England as of 2018?,24.41,augmented,"21,724.1",False,1.243
6365,two_col_5663.png,What was the volume of tequila exported from Mexico in 2020?,286.7,augmented,286.7,True,1.112
6366,two_col_61750.png,What was the crude birth rate in South Korea in 2018?,6.4,augmented,6.4,True,1.132
6367,two_col_102011.png,What country was the leading market for the export of Scotch whisky in 2020?,Latvia,augmented,France,False,1.216
6368,two_col_102011.png,What was the value of Scotch whisky exported to France in 2020?,375,augmented,375,True,1.074
6369,two_col_61332.png,"What was the revenue of Japan Airlines Co, Ltd. in yen in the previous fiscal year?",1.39,augmented,0.48,False,1.091
6370,two_col_61332.png,"What was the revenue of Japan Airlines Co, Ltd. in yen in fiscal year 2020?",0.48,augmented,0.48,True,1.085
6371,multi_col_60659.png,What was Michael Kors' EMEA region's revenue in dollars in 2018?,61.4,augmented,100.3,False,1.018
6372,two_col_5367.png,How many registered medical marijuana clients were there in Canada at the end of April-June 2019?,363917,augmented,42000,False,1.106
6373,two_col_20026.png,How many retail chains were in fashion and clothing in Greece in 2020?,29,augmented,29,True,1.132
6374,two_col_20026.png,What sector ranked second with 20 retail chains?,Food,augmented,29,False,1.299
6375,two_col_63687.png,What percentage of Guyana's population accessed the internet in 2017?,37.33,augmented,37.33%,True,1.098
6376,two_col_40070.png,How many fitness facilities were there in the UK in 2018?,3419,augmented,3419,True,1.08
6377,multi_col_60683.png,What was the male population of Panama in 2018?,2.08,augmented,2.08,True,1.053
6378,multi_col_60683.png,What was the population of Panama in 2018?,4.18,augmented,2.08,False,1.087
6379,two_col_41594.png,What was the value of the largest importer of merchandise in the world in 2019?,2568,augmented,2568,True,1.234
6380,two_col_4960.png,What was the growth rate of the manufacturing sector in Singapore in 2020?,7.3,augmented,7.3%,True,1.399
6381,two_col_102414.png,What was the population of Lithuania in 2019?,2.8,augmented,2.8,True,1.133
6382,two_col_1789.png,Who has hit the most home runs in Los Angeles Dodgers franchise history?,Duke Snider,augmented,389,False,1.107
6383,two_col_1789.png,How many home runs has Duke Snider hit?,389,augmented,389,True,1.035
6384,two_col_81727.png,What percentage of South Africans will use mobile devices by 2025?,62.2,augmented,62.2%,True,1.074
6385,two_col_20003.png,How much money did the Ottawa Senators make in the 2019/20 season?,115,augmented,135,False,1.118
6386,two_col_43977.png,How much money did the manufacturing industry bring to Alabama's GDP in 2020?,36.08,augmented,36.08,True,1.432
6387,two_col_80191.png,What was Kuwait's fertility rate in 2018?,2.08,augmented,2.08,True,1.041
6388,two_col_23384.png,What was Brazil's share in the global gross domestic product adjusted for Purchasing Power Parity in 2020?,2.4,augmented,2.19%,False,1.093
6389,two_col_41884.png,How many UK manufacturers specialized in games and toys in 2018?,674,augmented,674,True,1.12
6390,two_col_83166.png,What percentage of the heated tobacco units market did Philip Morris represent in 2018?,0.2,augmented,0.1%,False,1.229
6391,multi_col_60426.png,What was the total value of European imports from Mercosur in 2019?,35.9,augmented,41.2,False,1.065
6392,multi_col_60426.png,Exports from the 27 EU member countries to Mercosur countries totaled how much in 2019?,41.2,augmented,41.2,True,1.182
6393,two_col_3429.png,What percentage of Japan's exports came from the United States in 2019?,19.8,augmented,19.8%,True,1.02
6394,two_col_102253.png,What was the number of people refused entry at port and subsequently deported in the UK in 2012?,13871,augmented,31 374,False,1.055
6395,two_col_4163.png,What was the net sales of the Reebok-CCM Hockey brand in 2014?,271,augmented,317,False,1.064
6396,two_col_40518.png,How many people in the Western Pacific suffer from diabetes between 20 and 79 years?,163,augmented,163,True,1.016
6397,two_col_43942.png,What was Saint Lucia's gross domestic product in 2019?,2.13,augmented,2.39,False,1.13
6398,two_col_61382.png,What was Covestro's net income in 2020?,459,augmented,"1,823",False,1.151
6399,two_col_24089.png,What was the estimated retail sales of pizza in the United States in 2014?,5.5,augmented,5.5,True,1.008
6400,two_col_24089.png,What are pizza category sales forecast to remain at in 2019?,5.5,augmented,5.5,True,1.055
6401,two_col_103095.png,What was the value of U.S. product shipments of household detergents in 2009?,8.8,augmented,9.1,True,1.049
6402,multi_col_40486.png,Where were 48 percent of Sony's employees located in the financial year 2020?,Japan,augmented,48,False,1.133
6403,two_col_104623.png,What was the number of specialist surgeons employed in the health sector in the UK in 2000?,30148,augmented,"70,000",False,1.271
6404,two_col_62748.png,How much did Lantus Solostar cost for a three-month supply in the U.S.?,1160.39,augmented,447,False,1.177
6405,multi_col_20108.png,How many franchise restaurants did Carrabba's Italian Grill have in 2020?,21,augmented,199,False,1.046
6406,multi_col_20108.png,How many company-owned restaurants were in Carrabba's Italian Grill in 2020?,199,augmented,199,True,1.038
6407,two_col_21506.png,What was the gross financial assets of U.S. households in 2019?,83690,augmented,"83,690",True,1.171
6408,two_col_103450.png,How many units did Procter & Gamble sell in 2020?,283.11,augmented,283.11,True,1.024
6409,two_col_23768.png,What was the turnover of the restaurants and mobile food service activities industry in France in 2017?,50807.4,augmented,50.8074,False,1.169
6410,two_col_2539.png,What was the population of Bangladesh in 2020?,166.3,augmented,173.81,True,1.123
6411,two_col_101383.png,What percentage of people in Germany defined themselves as feminists?,5,augmented,7%,False,1.015
6412,two_col_407.png,Which state was the market leader in cheese production in 2020?,Wisconsin,augmented,"3,389,763",False,1.09
6413,two_col_82258.png,How many hotels were there in Finland in 2020?,683,augmented,683,True,1.043
6414,two_col_82258.png,How many of Finland's hotels are seasonally open?,32,augmented,651,False,1.032
6415,two_col_82232.png,What was the profit of United Technologies in 2016?,5436,augmented,543,False,1.351
6416,two_col_21531.png,What was the inflation rate in Saint Lucia in 2018?,2.41,augmented,2.2%,False,1.084
6417,two_col_23130.png,What was the population of Algeria in 2019?,43.42,augmented,48.72,False,1.159
6418,two_col_20791.png,Between what year was the number of mobile cellular subscriptions per 100 inhabitants in Rwanda?,2000,augmented,73.61,False,1.115
6419,two_col_20791.png,How many mobile subscriptions were registered for every 100 people in Rwanda between 2000 and 2019?,76.49,augmented,73.61,True,1.042
6420,two_col_60474.png,How many international tourists are expected to travel to France in 2025?,110.2,augmented,117.02,False,1.358
6421,two_col_24394.png,What is the market share of notebooks projected to reach in 2015?,32,augmented,41.8%,False,1.022
6422,two_col_728.png,How many metric tons of fish did China catch in 2018?,14.65,augmented,14.65,True,1.072
6423,two_col_100471.png,What percentage of the GDP did the national debt of Romania amount to in 2019?,36.82,augmented,64.5%,False,1.09
6424,multi_col_633.png,What was the population of females in Denmark as of January 1st 2021?,2.94,augmented,3.5,False,1.106
6425,two_col_62629.png,In what year did the average premium per capita increase by 319 euros?,2017,augmented,319,False,1.118
6426,two_col_3488.png,What was the rice price index in April 2020?,114.7,augmented,114.3,True,1.038
6427,two_col_4663.png,What percentage of the market segment does Pure Gym Limited have?,34,augmented,34%,True,1.128
6428,two_col_101536.png,What was the student to teacher ratio between 2010/11 and 2011/12?,12.3,augmented,12.1,True,1.138
6429,two_col_101536.png,What was the student to teacher ratio in upper secondary schools in Sweden in 2019/20?,12.1,augmented,12.1,True,1.302
6430,two_col_101536.png,When did the pupil to teacher ratio in upper secondary schools in Sweden peak?,2019/20,augmented,12.1,False,1.05
6431,multi_col_80745.png,How many male students participated in a high school rock climbing program in 2018/19?,97,augmented,112,False,1.121
6432,two_col_102757.png,What was the crude birth rate in Laos in 2018?,23.55,augmented,23.55,True,0.992
6433,two_col_23314.png,What was Lithuania's gross domestic product in dollars in 2020?,55.69,augmented,76.07,False,1.061
6434,two_col_43921.png,How many Atlantic passengers traveled to or from the U.S. in 2019?,88,augmented,91,True,1.048
6435,two_col_61521.png,How much advertising did Mexico spend in 2019?,84.62,augmented,78.1,False,1.046
6436,two_col_61521.png,"In 2020, how many pesos is advertising spending expected to amount to in Mexico?",78.1,augmented,78.1,True,1.043
6437,two_col_80798.png,What percentage of gay and lesbian Americans said they live alone?,29.3,augmented,46.3%,False,1.075
6438,two_col_102146.png,How many travelling fans were there in the 2016/2017 season?,799,augmented,799,True,1.093
6439,two_col_21600.png,What was the value of imports from the pharmaceuticals sector in dollars in 2019?,151.87,augmented,151.87,True,1.081
6440,two_col_61458.png,"As of December 2020, what percentage of the Rwandan parliament were women?",61.3,augmented,61.3,True,1.16
6441,two_col_814.png,What country had the highest dog population in the European Union in 2019?,Germany,augmented,10 100,False,1.173
6442,multi_col_1503.png,How much revenue did Otezla generate in 2014?,69.8,augmented,12000,False,1.022
6443,multi_col_1503.png,What was Otezla's annual revenue until 2018?,1614,augmented,12000,False,0.968
6444,multi_col_40789.png,How many cases of pancreatic cancer were diagnosed in England in 2018?,863,augmented,334,False,1.136
6445,two_col_4348.png,How many dollars did Tinder generate in app revenues from iOS devices in the third quarter of 2020?,11.07,augmented,11.07,True,1.468
6446,two_col_61508.png,How much did Italy's trade balance decrease in August 2019 compared to the previous month?,3990.59,augmented,6000,False,1.013
6447,two_col_61508.png,What was Italy's trade surplus in August 2019?,2585,augmented,6000,False,1.065
6448,two_col_103920.png,What percentage of the GDP did Mozambique's national debt amount to in 2019?,103.38,augmented,78.47%,False,1.13
6449,two_col_1403.png,What percentage of the Canadian labor force was unemployed in 2020?,9.5,augmented,9.5,True,1.065
6450,two_col_1403.png,What was the unemployment rate in the previous year?,5.7,augmented,9.5,False,1.016
6451,two_col_40194.png,What was the turnover of clothing stores in the EU in 2018?,222401.8,augmented,"220,700",True,1.138
6452,two_col_20504.png,What was the estimated value of the Philadelphia 76ers in 2021?,2075,augmented,2.075,False,1.132
6453,two_col_102409.png,"How many people lived in the Netherlands on January 1, 2019?",17282163,augmented,171800,False,1.052
6454,two_col_102409.png,"How many people in the Netherlands had a Dutch background on January 1, 2019?",13196025,augmented,171820,False,0.996
6455,two_col_20027.png,In what year did the average inflation rate in Somalia reach 4.1 percent?,2020,augmented,4.1,False,1.042
6456,two_col_20027.png,What was the inflation rate in Somalia in 2020?,4.1,augmented,6.09%,False,1.033
6457,two_col_3147.png,What was the inflation rate in Bulgaria in 2020?,1.22,augmented,333.5%,False,1.108
6458,two_col_2602.png,What was the value of the global baby food market in dollars in 2019?,67.3,augmented,67.3,True,1.073
6459,two_col_40310.png,What was the average hourly wage of a chemical production worker in 2019?,25.4,augmented,25.4,True,1.103
6460,two_col_41102.png,What state had the highest percentage of elderly people in 2011?,Kerala,augmented,14,False,1.206
6461,two_col_41102.png,What was the age of the population in Goa in 2011?,11.2,augmented,14,False,1.381
6462,two_col_42652.png,What was the sales per average gross square foot of Foot Locker in 2019?,510,augmented,504,True,1.019
6463,two_col_42463.png,What percentage of Malaysians said they feared contracting the coronavirus?,84,augmented,83%,True,1.041
6464,two_col_82384.png,What city had the highest amount of international visitor spending in 2018?,Bangkok,augmented,20.03,False,1.096
6465,two_col_82384.png,What was the international visitor spending in Sydney in 2018?,8.03,augmented,20.03,False,1.04
6466,two_col_82384.png,How much did international visitor spending in Bangkok reach in U.S. dollars in 2018?,20.03,augmented,20.03,True,1.084
6467,two_col_100900.png,How much did China invest in shipping in 2010?,192.7,augmented,192.7,True,1.02
6468,two_col_303.png,What is the Consumer Price Index projected to be at in 2021?,264.71,augmented,298.06,False,1.092
6469,two_col_101054.png,What was the highest number of hospital beds in Hungary in 2000?,83271,augmented,83 271,False,1.225
6470,two_col_101054.png,In what year did the number of hospital beds in Hungary peak?,2000,augmented,"83,271",False,1.117
6471,two_col_62348.png,How many MAU did Snapchat have by the end of 2017?,60,augmented,60,True,1.03
6472,two_col_62348.png,How many MAU did Snapchat gain in Europe from the fourth quarter of 2017 to the fourth quarter of 2017?,60,augmented,60,True,1.02
6473,two_col_41323.png,What year did the population of Norway change from 2016 to?,2018,augmented,5.59,False,1.079
6474,two_col_41323.png,What was the population of Norway in 2018?,5.36,augmented,5.59,True,1.314
6475,two_col_104566.png,What was the most popular retail brand in the US in 2020?,Fashion Nova,augmented,205.1,False,1.022
6476,two_col_104566.png,How many cross-platform actions did Fashion Nova have on social media in 2020?,205.1,augmented,205.1,True,1.045
6477,two_col_104566.png,How many social media actions did Playstation have on brand-owned content?,130.2,augmented,205.1,False,1.008
6478,two_col_6085.png,How many goals did Brazil score at the 2018 FIFA World Cup?,229,augmented,229,True,1.056
6479,two_col_4582.png,What was Andr Onana's market value?,36,augmented,36,True,1.191
6480,multi_col_80174.png,What percentage of respondents said that reading expert commentary or insights was one of the most important business uses for social media?,28,augmented,28%,True,1.168
6481,two_col_106.png,What was the inflation rate in Australia in 2020?,0.87,augmented,2.24,False,1.087
6482,two_col_62916.png,How many nights were spent at tourist accommodation establishments in Croatia between 2006 and 2019?,91.18,augmented,91.18,True,1.048
6483,two_col_41120.png,What percentage of the British grocery market did Aldi and Lidl share?,8.3,augmented,8.3%,True,1.074
6484,two_col_20650.png,What was the net income generated by Twenty First Century Fox in the fiscal year 2018?,4.76,augmented,4.76,True,1.04
6485,two_col_5271.png,How many subscribers did Netflix have in India as of January 2017?,4.2,augmented,63,False,1.008
6486,two_col_81069.png,"What was the value of the Johnnie Walker brand as of December 31, 2014?",5603,augmented,5300,False,1.131
6487,two_col_1889.png,What was the unemployment rate in the United Arab Emirates in 2020?,2.45,augmented,2.23%,False,1.087
6488,two_col_62977.png,When is Denmark expected to see an increase in immigrants?,2029,augmented,87489,False,1.103
6489,two_col_62977.png,How many immigrants will live in Denmark by 2029?,724989,augmented,87489,False,1.06
6490,two_col_41955.png,How much were gate revenues generated in 2010?,39.57,augmented,44.75,False,1.059
6491,two_col_40997.png,How many carats of diamonds were produced in Canada in 2019?,23.2,augmented,23.2,True,1.123
6492,two_col_40997.png,What was the total diamond production in Canada in 2019?,18.6,augmented,23.2,False,1.099
6493,two_col_63245.png,How much was life insurance's gross written premiums in 2018?,764,augmented,764,True,0.993
6494,two_col_63245.png,What was the total value of the non-life insurance sector in 2018?,407.28,augmented,764,False,0.979
6495,two_col_2049.png,What was Zimbabwe's unemployment rate in 2020?,4.99,augmented,4.95%,True,1.084
6496,two_col_61041.png,Who did Gazprom sell 18.4 billion cubic meters of natural gas to in 2020?,Belarus,augmented,18.4,False,1.022
6497,two_col_61041.png,What country purchased 3.4 billion cubic meters of natural gas from Gazprom in 2020?,Kazakhstan,augmented,Belarus,False,0.996
6498,two_col_61041.png,How many cubic meters of natural gas did Gazprom sell to Belarus in 2020?,18.4,augmented,18.4,True,1.028
6499,two_col_40240.png,How much is the electricals and electronics sector forecast to grow in Germany?,13.4,augmented,17.5,False,1.177
6500,two_col_40240.png,What is the value of the food and grocery sector forecast to grow by between 2013 and 2018?,17.5,augmented,17.5,True,1.135
6501,two_col_20637.png,What was the gender gap score in 2017?,0.73,augmented,0.79,False,1.069
6502,two_col_20637.png,In what year did Costa Rica score 0.786 in the gender gap index?,2021,augmented,0.79,False,1.375
6503,two_col_3076.png,What was eBay's gross merchandise volume in the most recent fiscal year?,100,augmented,100,True,1.238
6504,two_col_3076.png,What was eBay's gross merchandise volume in the previous year?,85.51,augmented,100,False,1.14
6505,two_col_1856.png,What was the value of imports from China to the United States in 1985?,3.86,augmented,531.44,False,1.24
6506,two_col_1856.png,What was the value of China's trade goods to the U.S. in 2020?,435.45,augmented,539.24,False,1.147
6507,two_col_4683.png,What was the infant mortality rate in Afghanistan in 2019?,46.5,augmented,46.5,True,1.106
6508,two_col_103874.png,"What was the value of glassware, tableware and household utensils purchased by households in the UK in 2020?",8761,augmented,8761,True,1.209
6509,two_col_60036.png,What was the population of Zimbabwe in 2019?,14.91,augmented,17.1,False,1.105
6510,two_col_63703.png,How many people visited slickdeals.net in June of 2020?,100.37,augmented,100.37,True,1.727
6511,multi_col_80888.png,What was the average salary for warehouse managers and fleet managers in London in 2014?,45000,augmented,10000,False,1.361
6512,two_col_81177.png,How much were the gate receipts of the Seattle Mariners in 2019?,58,augmented,58,True,1.136
6513,two_col_40651.png,What was the state surplus of Portugal in 2019?,0.18,augmented,0.69,False,1.051
6514,two_col_60509.png,What was the average number of infectious mononucleosis patients attended in Spain between 15 and 34 years old in 2017?,1.79,augmented,1.79,True,1.074
6515,two_col_23109.png,What year did the population of Belgium end?,2020,augmented,11.78,False,1.106
6517,two_col_23109.png,What was the population of Belgium in 2020?,11.61,augmented,11.78,True,1.122
6518,two_col_60029.png,What brand accounted for two percent of Armani Group's total revenue in 2009?,Armani Junior,augmented,28%,False,1.07
6519,two_col_104078.png,How many prisons were there in 1975?,18,augmented,24,False,1.095
6520,two_col_104078.png,How many prisons were there in Finland in 2019?,26,augmented,26,True,1.19
6521,two_col_104078.png,How many prisons were there in Finland in 2010?,28,augmented,26,False,1.077
6522,two_col_3075.png,What company ranked first as the leading telecom company in Norway?,Telenor ASA,augmented,114407,False,1.201
6523,two_col_3075.png,What was Telenor ASA's turnover in Norwegian kroner?,114407,augmented,114407,True,1.041
6524,two_col_3075.png,What were the revenues of Telenor Norge AS and Telia Norge AS?,114407,augmented,114407,True,1.102
6525,two_col_103887.png,"By 2020, how many adults were admitted to hospital for a respiratory disease caused by smoking?",410032,augmented,420000,True,1.114
6526,two_col_103887.png,How many adults were admitted to hospital for a respiratory disease caused by smoking in 2010?,259286,augmented,42000,False,1.117
6527,two_col_43861.png,How much did the PPI for finished goods increase in May 2021?,8.7,augmented,9.5%,False,1.033
6528,two_col_21991.png,What percentage of everyday transactions were made in-store?,41,augmented,41%,True,1.11
6529,two_col_41452.png,"How many deaths were caused by COVID-19 in Iran as of November 3, 2020?",35738,augmented,35738,True,1.203
6530,two_col_4317.png,What was Libya's gross domestic product in dollars in 2017?,30.21,augmented,45000,False,1.092
6531,two_col_22140.png,How many ATMs were there in Singapore in 2019?,58.78,augmented,58.78,True,1.108
6532,two_col_6347.png,How many people lived in Madrid in 2015?,3.14,augmented,3.14,True,1.076
6533,two_col_1769.png,What was the top ranked telecommunication company in Sweden in 2021?,Telia Company AB,augmented,20 215,False,1.03
6534,two_col_5605.png,What was Turkey's short-term interest rate at its lowest in 2013?,6.93,augmented,10.23%,False,1.069
6535,two_col_5605.png,What is Turkey's short-term interest rate projected to be in 2017 and 2018?,6.93,augmented,10.23%,False,1.026
6536,two_col_5605.png,What was Turkey's short-term interest rate at its peak in 2015?,10.95,augmented,10.23%,False,0.992
6537,two_col_23738.png,What was the average value per head of cattle and calves in 2001?,725,augmented,"1,584",False,1.109
6538,two_col_1376.png,When did global power use begin to see a more pronounced growth?,2000,augmented,23 938,False,1.334
6539,two_col_43464.png,Who is the highest paid actor of the season?,Jim Parsons,augmented,26.5,False,1.134
6540,two_col_61773.png,How many mobile subscriptions were registered for every 100 people in Benin between 2000 and 2019?,87.7,augmented,87.7,True,1.062
6541,two_col_62914.png,What was the number of hospital admissions as a result of smoking in 2019/20?,1991183,augmented,"1,900,000",True,1.1
6542,two_col_62914.png,How many adults were admitted to hospital in England in 2000/01 due to smoking?,1283477,augmented,"1,500,000",False,1.185
6543,two_col_4231.png,What was the most dense country in Latin America and the Caribbean in 2018?,Barbados,augmented,666.61,False,3.349
6544,two_col_41209.png,How many lifetime units did Super Mario 3D World sell?,5.87,augmented,2.26,False,1.046
6545,two_col_41209.png,How many Mario Kart 8 units were sold on the Wii U in March 2021?,8.45,augmented,8.45,True,1.059
6546,two_col_61433.png,What did 79 percent of adult Canadians indicate their interest in using to access their health information as part of digital health services?,e-View Personal Health Information,augmented,79%,False,1.357
6547,two_col_23812.png,What was the total assets of the Bill and Melinda Gates Foundation in 2013?,37.2,augmented,37.2,True,1.127
6548,two_col_61893.png,What was the biopharmaceutical company with the highest market capitalization change?,Gilead Sciences,augmented,908,False,1.158
6549,two_col_22124.png,What was the market share of the internet service provider in Vietnam in the fourth quarter of 2013?,56.6,augmented,56.6%,True,1.08
6550,two_col_3606.png,What percentage of Germans obtained legal status as refugees in 2021?,15.9,augmented,68.7%,False,1.03
6551,two_col_82681.png,What year was the national debt of Antigua and Barbuda?,2016,augmented,1.73,False,1.094
6552,two_col_82681.png,What was the national debt of Antigua and Barbuda in 2019?,1.36,augmented,1.73,False,1.137
6553,two_col_62627.png,What was the revenue of net interest expense of Bank of America in the fourth quarter of 2020?,20.1,augmented,20.1,True,1.106
6554,multi_col_1155.png,"How many men tested positive for COVID-19 in Norway as of June 14, 2021?",13946,augmented,"4,021",False,1.297
6555,two_col_43234.png,What was the global endurance sports sponsorship spending in 2013?,108.4,augmented,125,False,1.125
6556,two_col_80455.png,What was the operating income of the New York Giants in the 2019 season?,168,augmented,168,True,1.149
6557,multi_col_100614.png,How many male cyclists were killed or seriously injured in road accidents in Great Britain in 2019?,269,augmented,"2,240",False,1.123
6558,two_col_40982.png,How much did Apple pay for Beats Electronics?,3000,augmented,121,False,1.02
6559,two_col_60525.png,What was Italy's business travel spending in 2017?,33.97,augmented,33.97,True,1.033
6560,two_col_43393.png,How many people lived in the Nashville-Davidson-Murfreesboro-Franklin metropolitan area in 2019?,1934317,augmented,"1,900,000",True,1.039
6561,two_col_20105.png,What percentage of all book sales in the United States were e-books in 2017?,19,augmented,21%,False,1.074
6562,two_col_3521.png,What was Macy's net sales in 2018?,24560,augmented,"37,346",False,1.064
6563,two_col_3521.png,What was Macy's global net sales in dollars in 2020?,17346,augmented,173460,False,1.151
6564,two_col_41068.png,What company's 4G coverage benefited 99 percent of the French population in September 2020?,Orange,augmented,99%,False,1.075
6565,multi_col_60090.png,What was the age-specific death rate for females in 2018?,215.2,augmented,250,False,0.936
6566,multi_col_60090.png,What was the age-specific death rate for males aged 90 or over in 2018?,235.1,augmented,250,False,1.081
6567,two_col_81672.png,What was Michael Bloomberg's net worth in 2013?,31,augmented,31,True,1.146
6568,two_col_100340.png,What was the value of product shipments of envelopes in the United States in 2009?,2.7,augmented,2.27,False,1.087
6569,two_col_23361.png,What was the average ticket price for Calgary Flames games in 2005/06?,47.35,augmented,66.35,False,1.08
6570,two_col_62635.png,How much did Sweden's population increase in 2019?,1.08,augmented,1.08%,True,1.051
6571,two_col_43079.png,What was Yandex's net income in 2018?,44.26,augmented,44.26,True,5.448
6572,two_col_43079.png,What was Yandex's net income in 2020?,24.15,augmented,24.15,True,1.074
6573,two_col_21335.png,How many passenger journeys were made on national rail services in the UK between 1950 and 2020?,1745,augmented,"1,850",False,1.039
6574,two_col_81355.png,How much money was pledged to Kickstarter in 2019?,208.36,augmented,208.36,True,1.028
6575,two_col_102010.png,What percentage of Finland's GDP was spent on research and development in 2018?,2.76,augmented,3.54%,False,1.067
6576,two_col_61710.png,How many different languages has Kalevala been translated into?,55,augmented,55,True,1.143
6577,two_col_102788.png,What is the estimated increase in Medicaid enrollment by 2019?,27.4,augmented,27.4,True,1.019
6578,two_col_102788.png,What percentage of total Medicaid spending is projected to increase between 2014 and 2019?,13.2,augmented,27.4%,False,1.065
6579,two_col_60529.png,What was the sales of cough and cold medications in Italy in 2017?,717.8,augmented,1557,False,2.387
6580,two_col_61889.png,"What was the labor force participation rate in Seoul, South Korea in 2019?",62.7,augmented,62.7%,True,1.152
6581,two_col_81012.png,Which country was Pakistan's most important export partner in 2019?,United States,augmented,14%,False,1.096
6583,multi_col_40345.png,In what year did the average percentage of the U.S. civilian population participate in sports and leisure activities?,2010,augmented,94.5%,False,1.182
6584,two_col_83363.png,What percentage of people in the UK looked at news sources specifically?,29,augmented,34%,False,1.148
6585,two_col_83363.png,What percentage of people in the UK consulted the National Health Service and World Health Organization for advice on foreign travel?,31,augmented,34%,False,1.282
6586,two_col_83363.png,What percentage of respondents in the UK consulted the National Health Service and World Health Organization for advice on foreign travel?,23,augmented,34%,False,1.311
6587,two_col_3119.png,What was the average ticket price for Cleveland Indians games in 2019?,31.16,augmented,31.16,True,1.088
6588,two_col_22108.png,Who is the career points leader of the Houston Rockets?,Hakeem Olajuwon,augmented,"26,511",False,1.203
6589,two_col_102638.png,How much did materials inputs cost the US construction industry in 2000?,336.99,augmented,400,False,1.056
6590,two_col_41964.png,What was Guatemala's gender gap index score in 2021?,0.56,augmented,0.97,False,1.029
6591,two_col_43497.png,What percentage of U.S. households reported having some internet subscription as of 2019?,86.6,augmented,86.6%,True,1.006
6592,two_col_60883.png,What was Nigeria's share in the global gross domestic product adjusted for Purchasing Power Parity in 2019?,0.8,augmented,0.74%,False,1.112
