id,question,arabic_question,translation_time_sec
2274,"In this diagram a scheme is indicated for associating all the points of segment $ \overline{AB}$ with those of segment $ \overline{A'B'}$, and reciprocally. To described this association scheme analytically, let $ x$ be the distance from a point $ P$ on $ \overline{AB}$ to $ D$ and let $ y$ be the distance from the associated point $ P'$ of $ \overline{A'B'}$ to $ D'$. Then for any pair of associated points, if $ x = a,\, x + y$ equals:
<image1>","في هذا المخطط يتم إظهار نظام لربط جميع النقاط على القطعة AB بالنقاط المقابلة على القطعة A'B' بشكل متبادل. لوصف هذا النظام تحليليًا، دع x تكون المسافة من نقطة P على AB إلى D، ودع y تكون المسافة من النقطة المرتبطة P' على A'B' إلى D'. ثم بالنسبة لأي زوج من النقاط المرتبطة، إذا كانت x = a، فإن x + y تساوي:  
<الصورة 1>",13.35
2275,"In this figure the center of the circle is $O$. $AB \perp BC$, $ADOE$ is a straight line, $AP = AD$, and $AB$ has a length twice the radius. Then:
<image1>",في هذه الشكل، مركز الدائرة هو O. AB عمودي على BC، ADOE خط مستقيم، AP = AD، وAB طوله ضعف نصف القطر. ثم: الصورة 1,17.66
2276,"In this diagram $AB$ and $AC$ are the equal sides of an isosceles triangle $ABC$, in which is inscribed equilateral triangle $DEF$. Designate angle $BFD$ by $a$, angle $ADE$ by $b$, and angle $FEC$ by $c$. Then:
<image1>",في هذا الرسم البياني، AB و AC هي الأضلاع المتساوية لمثلث متساوي الساقين ABC، حيث يُحاط بِمثلث متساوي الأضلاع DEF. حدد الزاوية BFD بـ a، والزاوية ADE بـ b، والزاوية FEC بـ c. ثم: <image1>,16.59
2277,"Chord $EF$ is the perpendicular bisector of chord $BC$, intersecting it in $M$. Between $B$ and $M$ point $U$ is taken, and $EU$ extended meets the circle in $A$. Then, for any selection of $U$, as described, triangle $EUM$ is similar to triangle:

<image1>",الوتر EF هو المنصف العمودي للوتر BC ويقطعه في النقطة M. يُختار نقطة U بين B وM، والممتد من EU يلتقي بالدائرة في النقطة A. ثم، بالنسبة لأي اختيار لـ U كما ورد، المثلث EUM متشابه مع المثلث:,11.76
2278,"Point $F$ is taken in side $AD$ of square $ABCD$. At $C$ a perpendicular is drawn to $CF$, meeting $AB$ extended at $E$. The area of $ABCD$ is $256$ square inches and the area of triangle $CEF$ is $200$ square inches. Then the number of inches in $BE$ is:

<image1>",الطول بوصة BE هو 12.,33.05
2279,"Point $F$ is taken on the extension of side $AD$ of parallelogram $ABCD$. $BF$ intersects diagonal $AC$ at $E$ and side $DC$ at $G$. If $EF = 32$ and $GF = 24$, then $BE$ equals:


<image1>",16,61.94
2280,"In triangle $ABC$ lines $CE$ and $AD$ are drawn so that

$\frac{CD}{DB}=\frac{3}{1}$ and $\frac{AE}{EB}=\frac{3}{2}$. Let $r=\frac{CP}{PE}$

where $P$ is the intersection point of $CE$ and $AD$. Then $r$ equals:

<image1>",5,59.61
2281,"In this figure $\angle RFS = \angle FDR$, $FD = 4$ inches, $DR = 6$ inches, $FR = 5$ inches, $FS = 7\frac{1}{2}$ inches. The length of $RS$, in inches, is:

<image1>",6.25,32.2
2282,"$P$ is a point interior to rectangle $ABCD$ and such that $PA=3$ inches, $PD=4$ inches, and $PC=5$ inches.
<image1>
Then $PB$, in inches, equals:",3√2,63.77
2283,"In this figure the radius of the circle is equal to the altitude of the equilateral triangle $ABC$. The circle is made to roll along the side $AB$, remaining tangent to it at a variable point $T$ and intersecting lines $AC$ and $BC$ in variable points $M$ and $N$, respectively. Let $n$ be the number of degrees in arc $MTN$.
<image1>
Then $n$, for all permissible positions of the circle:","ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",122.04
2284,"The magnitudes of the sides of triangle $ABC$ are $a$, $b$, and $c$, as shown, with $c\le b\le a$. Through interior point $P$ and the vertices $A$, $B$, $C$, lines are drawn meeting the opposite sides in $A'$, $B'$, $C'$, respectively.
<image1>
Let $s=AA'+BB'+CC'$. Then, for all positions of point $P$, $s$ is less than:",أطوال أضلاع مثلث ABC هي a، b، وc كما هو موضح، مع c ≤ b ≤ a. تُرسم خطوط من نقطة داخلية P والرؤوس A، B، C تلتقي بأضلاع المقابلة في A'، B'، C' على التوالي. لنفترض أن s = AA' + BB' + CC'. ثم، لكل مواقع نقطة P، s أقل من:,13.82
2285,"An ""n-pointed star"" is formed as follows: the sides of a convex polygon are numbered consecutively $1,2,\cdots,k,\cdots,n$, $n\geq 5$; for all $n$ values of $k$, sides $k$ and $k+2$ are non-parallel, sides $n+1$ and $n+2$ being respectively identical with sides $1$ and $2$; prolong the $n$ pairs of sides numbered $k$ and $k+2$ until they meet. (A figure is shown for the case $n=5$)
<image1>

Let $S$ be the degree-sum of the interior angles at the $n$ points of the star; then $S$ equals:","نجمة مكونة من n نقطة تُشكّل كما يلي: أضلاع مضلع محدب مُرقمات تتابعيًا 1, 2, ..., k, ..., n، مع n ≥ 5؛ لكل قيمة k من 1 إلى n، أضلاع k وk+2 غير متوازيين، وأضلاع n+1 وn+2 تُعتبر على التوالي متطابقة مع أضلاع 1 و2؛ تمدد أزواج الأضلاع المُرقمات k وk+2 حتى تلتقي. (يُظهر رسم توضيحي حالة n = 5)  
لنفترض أن S هي مجموع قياسات الزوايا الداخلية في n نقاط النجمة؛ ثم S تساوي:",14.83
2286,"Triangle $ABC$ is inscribed in a circle with center $O'$.  A circle with center $O$ is inscribed in triangle $ABC$. $AO$ is drawn, and extended to intersect the larger circle in $D$.
<image1>
 Then, we must have:","مثلث $ABC$ محاط بدائرة مركزها $O'$، ودائرة مركزها $O$ مُحاطة داخل المثلث $ABC$. تم رسم $AO$ وتم تمديده ليقطع الدائرة الأكبر في النقطة $D$.  
<الصورة 1>  
ثم يجب أن يكون:",12.01
2287,"<image1>
In this figure $AB$ is a diameter of a circle, centered at $O$, with radius $a$.  A  chord $AD$ is drawn and extended to meet the tangent to the circle at $B$ in point $C$.  Point $E$ is taken on $AC$ so that $AE=DC$.  Denoting the distances of $E$ from the tangent through $A$ and from the diameter $AB$ by $x$ and $y$, respectively, we can deduce the relation:",في هذا الشكل، $AB$ هو قطر دائرة مركزها عند $O$، وشعاعها $a$. ورسم وتر $AD$ وتم تمديده ليتقاطع مع المماس للدائرة عند $B$ في النقطة $C$. ونختار النقطة $E$ على $AC$ بحيث تكون $AE = DC$. ونرمز إلى المسافات من $E$ إلى المماس عبر $A$ و إلى القطر $AB$ بـ $x$ و $y$ على التوالي، ويمكن استنتاج العلاقة:,16.34
2288,"<image1>

In this diagram semi-circles are constructed on diameters $\overline{AB}$, $\overline{AC}$, and $\overline{CB}$, so that they are mutually tangent.  If $\overline{CD} \bot \overline{AB}$, then the ratio of the shaded area to the area of a circle with $\overline{CD}$ as radius is:","To solve the problem, we analyze the geometric configuration and the relationships between the areas of the semi-circles and the circle defined by the radius $ CD $, which is perpendicular to the base $ AB $.

---

### **Step 1: Coordinate Setup and Geometry**

Let’s place the points on a coordinate plane for clarity:

- Let $ A = (0, 0) $, $ B = (2R, 0) $, so that the segment $ AB $ lies along the x-axis.
- Let $ C = (2r, 0) $, so that $ AC = 2r $ and $ CB = 2R - 2r $.
- The semi-circles are drawn above the base $ AB $:
  - The semi-circle on $ AC $ has center at $ (r, 0) $ and radius $ r $.
  - The semi-circle on $ CB $ has center at $ (R + r, 0) $ and radius $ R - r $.
  - The semi-circle on $ AB $ has center at $ (R, 0) $ and radius $ R $.

---

### **Step 2: Determine the Area of the Shaded Region**

The shaded region is the area of the semi-circle on $ AB $, minus the areas of the semi-circles on $ AC $ and $ CB $:

$$
\text{Shaded Area} = \frac{1}{2} \pi R^2 - \left( \frac{1}{2} \pi r^2 + \frac{1}{2} \pi (R - r)^2 \right)
$$

Simplify:

$$
= \frac{1}{2} \pi \left[ R^2 - r^2 - (R - r)^2 \right]
$$

$$
= \frac{1}{2} \pi \left[ R^2 - r^2 - (R^2 - 2Rr + r^2) \right]
$$

$$
= \frac{1}{2} \pi \left[ R^2 - r^2 - R^2 + 2Rr - r^2 \right]
$$

$$
= \frac{1}{2} \pi (2Rr - 2r^2) = \pi r(R - r)
$$

---

### **Step 3: Determine the Length of $ CD $**

Since $ CD $ is perpendicular to $ AB $, and $ C = (2r, 0) $, the line $ CD $ is vertical. To find the point $ D $, we intersect the vertical line $ x = 2r $ with the semi-circle on $ AB $, whose equation is:

$$
(x - R)^2 + y^2 = R^2
$$

Substitute $ x = 2r $:

$$
(2r - R)^2 + y^2 = R^2
$$

$$
y^2 = R^2 - (2r - R)^2 = R^2 - (4r^2 - 4Rr + R^2)
$$

$$
y^2 = 4Rr - 4r^2 = 4r(R - r)
$$

$$
y = 2\sqrt{r(R - r)}
$$

So, the length of $ CD $ is:

$$
CD = 2\sqrt{r(R - r)}
$$

---

### **Step 4: Compute the Area of the Circle with Radius $ CD $**

$$
\text{Area of Circle} = \pi (CD)^2 = \pi \left( 2\sqrt{r(R - r)} \right)^2 = \pi \cdot 4r(R - r)
$$

---

### **Step 5: Compute the Ratio**

$$
\text{Ratio} = \frac{\text{Shaded Area}}{\text{Area of Circle}} = \frac{\pi r(R - r)}{4\pi r(R - r)} = \frac{1}{4}
$$

---

### ✅ Final Answer:

$$
\boxed{\dfrac{1}{4}}
$$",115.09
2289,"In this diagram, not drawn to scale, figures $\text{I}$ and $\text{III}$ are equilateral triangular regions with respective areas of $32\sqrt{3}$ and $8\sqrt{3}$ square inches. Figure $\text{II}$ is a square region with area $32$ sq. in. Let the length of segment $AD$ be decreased by $12\frac{1}{2} \%$ of itself, while the lengths of $AB$ and $CD$ remain unchanged. The percent decrease in the area of the square is:
<image1>",23.4375%,29.44
2290,"In this diagram the center of the circle is $O$, the radius is $a$ inches, chord $EF$ is parallel to chord $CD, O, G, H, J$ are collinear, and $G$ is the midpoint of $CD$. Let $K$ (sq. in.) represent the area of trapezoid $CDFE$ and let $R$ (sq. in.) represent the area of rectangle $ELMF$. Then, as $CD$ and $EF$ are translated upward so that $OG$ increases toward the value $a$, while $JH$ always equals $HG$, the ratio $K:R$ become arbitrarily close to:
<image1>",في هذا الرسم البياني، مركز الدائرة هو O، ونصف القطر هو a بوصة، والوتر EF متوازي مع الوتر CD، وO، G، H، J متساقطين على خط واحد، وG هي منتصف CD. لنرمز إلى مساحة شبه المنحرف CDFE بـ K (بوصة مربعة) ولنرمز إلى مساحة المستطيل ELMF بـ R (بوصة مربعة). ثم، عندما يتم تحريك CD وEF نحو الأعلى بحيث يزداد OG نحو القيمة a، بينما يبقى JH يساوي HG دائمًا، تقترب نسبة K:R من:,17.85
2291,"<image1>

A parabolic arch has a height of $16$ inches and a span of $40$ inches.  The height, in inches, of the arch at a point $5$ inches from the center of $M$ is:",الارتفاع، بوحدة البوصة، للقوس عند نقطة تبعد 5 بوصات عن مركز M هو: 15,23.47
2292,"Let $OABC$ be a unit square in the $xy$-plane with $O(0,0),A(1,0),B(1,1)$ and $C(0,1)$.  Let $u=x^2-y^2$ and $v=2xy$ be a transformation of the $xy$-plane into the $uv$-plane.  The transform (or image) of the square is:
<image1>
<image2>
<image3>
<image4>
<image5>","لنفترض أن OABC هو مربع وحدة في المستوى xy مع O(0,0)، A(1,0)، B(1,1) و C(0,1). لنفترض أن u = x² - y² و v = 2xy هو تحويل من المستوى xy إلى مستوى uv. التحويل (أو الصورة) للمربع هو:  
<image1>  
<image2>  
<image3>  
<image4>  
<image5>",23.2
2293,"In the accompanying figure, segments $AB$ and $CD$ are parallel, the measure of angle $D$ is twice the measure of angle $B$, and the measures of segments $AB$ and $CD$ are $a$ and $b$ respectively.
<image1>
Then the measure of $AB$ is equal to",الطول المقاس لـ AB هو a,21.82
2294,"Points $A,B,Q,D,$ and $C$ lie on the circle shown and the measures of arcs $\widehat{BQ}$ and $\widehat{QD}$ are $42^\circ$ and $38^\circ$ respectively.
<image1>
The sum of the measures of angles $P$ and $Q$ is",120,28.16
2295,"<image1>

Pascal's triangle is an array of positive integers(See figure), in which the first row is $1$, the second row is two $1$'s, each row begins and ends with $1$, and the $k^\text{th}$ number in any row when it is not $1$, is the sum of the $k^\text{th}$ and $(k-1)^\text{th}$ numbers in the immediately preceding row. The quotient of the number of numbers in the first $n$ rows which are not $1$'s and the number of $1$'s is",مثلث باسكال هو مصفوفة من الأعداد الصحيحة الموجبة (انظر الصورة)، حيث تكون الصفوة الأولى هي ١، والصفوة الثانية هي اثنان من ١، وتحد كل صف من الطرفين بـ ١، وعدد العدد في أي صف عند عدم كونه ١ هو مجموع العدد في المكان k والعدد في المكان (k-1) في الصف السابق مباشرة. نسبة عدد الأعداد في أول n صف والتي ليست ١ إلى عدد الـ ١ هو,15.46
2296,"<image1>

In triangle $ABC$, point $F$ divides side $AC$ in the ratio $1:2$. Let $E$ be the point of intersection of side $BC$ and $AG$ where $G$ is the midpoints of $BF$. The point $E$ divides side $BC$ in the ratio",في المثلث $ABC$، يقسم النقطة $F$ الضلع $AC$ بنسبة $1:2$. لنفترض أن $E$ هي نقطة تقاطع الضلع $BC$ مع $AG$ حيث $G$ هي منتصف $BF$. تقسم النقطة $E$ الضلع $BC$ بنسبة /think,46.27
2297,"<image1>

Quadrilateral $ABCD$ is inscribed in a circle with side $AD$, a diameter of length $4$. If sides $AB$ and $BC$ each have length $1$, then side $CD$ has length",الطول الذي يبلغ 7/2,60.41
2298,"<image1>

Inside square $ABCD$ (See figure) with sides of length $12$ inches, segment $AE$ is drawn where $E$ is the point on $DC$ which is $5$ inches from $D$. The perpendicular bisector of $AE$ is drawn and intersects $AE$, $AD$, and $BC$ at points $M$, $P$, and $Q$ respectively. The ratio of segment $PM$ to $MQ$ is","To determine the ratio of segment $ PM $ to segment $ MQ $, we begin by analyzing the geometric configuration and applying coordinate geometry.

---

### **Step 1: Assign Coordinates**

Let the square have vertices at:

- $ A = (0, 0) $
- $ B = (12, 0) $
- $ C = (12, 12) $
- $ D = (0, 12) $

Point $ E $ lies on side $ DC $, 5 units from $ D $, so:

- $ E = (5, 12) $

---

### **Step 2: Find Midpoint $ M $ of Segment $ AE $**

Using the midpoint formula:

$$
M = \left( \frac{0 + 5}{2}, \frac{0 + 12}{2} \right) = \left( \frac{5}{2}, 6 \right)
$$

---

### **Step 3: Determine the Equation of the Perpendicular Bisector of $ AE $**

- Slope of $ AE $: $ \frac{12 - 0}{5 - 0} = \frac{12}{5} $
- Slope of perpendicular bisector: $ -\frac{5}{12} $

Using point-slope form with point $ M $:

$$
y - 6 = -\frac{5}{12} \left( x - \frac{5}{2} \right)
$$

---

### **Step 4: Find Points $ P $ and $ Q $ on the Perpendicular Bisector**

- **Point $ P $** lies on side $ AD $, which is the vertical line $ x = 0 $.

Substitute $ x = 0 $ into the line equation:

$$
y - 6 = -\frac{5}{12} \left( -\frac{5}{2} \right) = \frac{25}{24}
\Rightarrow y = 6 + \frac{25}{24} = \frac{169}{24}
$$

So, $ P = \left( 0, \frac{169}{24} \right) $

- **Point $ Q $** lies on side $ BC $, which is the vertical line $ x = 12 $.

Substitute $ x = 12 $ into the line equation:

$$
y - 6 = -\frac{5}{12} \left( 12 - \frac{5}{2} \right) = -\frac{5}{12} \cdot \frac{19}{2} = -\frac{95}{24}
\Rightarrow y = 6 - \frac{95}{24} = \frac{144 - 95}{24} = \frac{49}{24}
$$

So, $ Q = \left( 12, \frac{49}{24} \right) $

---

### **Step 5: Compute Lengths $ PM $ and $ MQ $**

Use the distance formula:

- $ PM = \sqrt{ \left( \frac{5}{2} - 0 \right)^2 + \left( 6 - \frac{169}{24} \right)^2 } $

$$
= \sqrt{ \left( \frac{5}{2} \right)^2 + \left( \frac{144 - 169}{24} \right)^2 } = \sqrt{ \frac{25}{4} + \left( -\frac{25}{24} \right)^2 }
$$

$$
= \sqrt{ \frac{25}{4} + \frac{625}{576} } = \sqrt{ \frac{3600 + 625}{576} } = \sqrt{ \frac{4225}{576} } = \frac{65}{24}
$$

- $ MQ = \sqrt{ \left( 12 - \frac{5}{2} \right)^2 + \left( \frac{49}{24} - 6 \right)^2 } $

$$
= \sqrt{ \left( \frac{19}{2} \right)^2 + \left( \frac{49 - 144}{24} \right)^2 } = \sqrt{ \frac{361}{4} + \left( -\frac{95}{24} \right)^2 }
$$

$$
= \sqrt{ \frac{361}{4} + \frac{9025}{576} } = \sqrt{ \frac{51984 + 9025}{576} } = \sqrt{ \frac{61009}{576} } = \frac{247}{24}
$$

---

### **Step 6: Compute the Ratio $ \frac{PM}{MQ} $**

$$
\frac{PM}{MQ} = \frac{65/24}{247/24} = \frac{65}{247}
$$

Now simplify the fraction:

- $ 65 = 5 \times 13 $
- $ 247 = 13 \times 19 $

So, $ \frac{65}{247} = \frac{5}{19} $

---

### **Final Answer**

$$
\boxed{\dfrac{5}{19}}
$$",113.18
2299,"<image1>

If the sum of the measures in degrees of angles $A,~B,~C,~D,~E$ and $F$ in the figure above is $90n$, then $n$ is equal to",4,7.81
2300,"<image1>

The radius of the smallest circle containing the symmetric figure composed of the $3$ unit squares shown above is",What is the radius of the smallest circle containing the symmetric figure composed of the 3 unit squares shown above?,32.31
2301,"<image1>

In the circle above, $M$ is the midpoint of arc $CAB$ and segment $MP$ is perpendicular to chord $AB$ at $P$. If the measure of chord $AC$ is $x$ and that of segment $AP$ is $(x+1)$, then segment $PB$ has measure equal to","ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",122.03
2302,"<image1>

A rectangular piece of paper $6$ inches wide is folded as in the diagram so that one corner touches the opposite side. The length in inches of the crease $L$ in terms of angle $\theta$ is","To determine the length of the crease formed when folding the bottom-right corner of a rectangle (with width 6 inches) to touch the top side, we consider the geometric relationship between the angle of the crease and the width of the rectangle.

---

### **Key Observations:**

- The crease is the **perpendicular bisector** of the segment connecting the original corner (say, point B at the bottom-right) and its image after folding (point E on the top side).
- The crease intersects the rectangle and forms a **right triangle** with the width of the rectangle as one leg and the crease as the hypotenuse.
- The angle θ is the angle between the crease and the **horizontal** (i.e., the base of the rectangle).

---

### **Geometric Derivation:**

Let’s denote:

- The width of the rectangle = 6 inches.
- The angle between the crease and the horizontal = θ.
- The length of the crease = L.

From trigonometry, in a right triangle where the width is the adjacent side to angle θ, and the crease is the hypotenuse, we have:

$$
\cos(\theta) = \frac{\text{adjacent}}{\text{hypotenuse}} = \frac{6}{L}
$$

Solving for $ L $:

$$
L = \frac{6}{\cos(\theta)}
$$

---

### **Final Answer:**

$$
\boxed{L = \frac{6}{\cos(\theta)}}
$$

This formula gives the length of the crease in terms of the angle θ between the crease and the horizontal, assuming the rectangle has a width of 6 inches.",86.59
2303,"<image1>

Chords $AB$ and $CD$ in the circle above intersect at $E$ and are perpendicular to each other. If segments $AE$, $EB$, and $ED$ have measures $2$, $3$, and $6$ respectively, then the length of the diameter of the circle is",5√2,36.71
2304,"<image1>

Equilateral triangle $ABP$ (see figure) with side $AB$ of length $2$ inches is placed inside square $AXYZ$ with side of length $4$ inches so that $B$ is on side $AX$. The triangle is rotated clockwise about $B$, then $P$, and so on along the sides of the square until $P$ returns to its original position. The length of the path in inches traversed by vertex $P$ is equal to",4π,57.88
2305,"A circle with a circumscribed and an inscribed square centered at the origin $ O$ of a rectangular coordinate system with positive $ x$ and $ y$ axes $ OX$ and $ OY$ is shown in each figure $ I$ to $ IV$ below.
<image1>

The inequalities
\[ |x| + |y| \leq \sqrt{2(x^2 + y^2)} \leq 2\mbox{Max}(|x|, |y|)\]
are represented geometrically* by the figure numbered","يُظهر كل رسمة من الرسومات I إلى IV أدناه دائرة مع مربع محيط ومربع محاط مركزه المنشأ O لنظام إحداثيات مستطيل بمحورين x و y موجبين OX و OY.  
الнерقيات  
$$ |x| + |y| \leq \sqrt{2(x^2 + y^2)} \leq 2\mbox{Max}(|x|, |y|)$$  
تمثيلها هندسي* بالشكل المُرقم",14.62
2306,"In the unit circle shown in the figure, chords $PQ$ and $MN$ are parallel to the unit radius $OR$ of the circle with center at $O$. Chords $MP$, $PQ$, and $NR$ are each $s$ units long and chord $MN$ is $d$ units long.
<image1>
Of the three equations
\[ \textbf{I.}\ d-s=1, \qquad \textbf{II.}\ ds=1, \qquad \textbf{III.}\ d^2-s^2=\sqrt{5} \]those which are necessarily true are","ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",122.03
2307,"In the adjoining figure $ABCD$ is a square and $CMN$ is an equilateral triangle. If the area of $ABCD$ is one square inch, then the area of $CMN$ in square inches is
<image1>","ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",122.05
2308,"In the adjoining figure $ TP$ and $ T'Q$ are parallel tangents to a circle of radius $ r$, with $ T$ and $ T'$ the points of tangency. $ PT''Q$ is a third tangent with $ T''$ as point of tangency. If $ TP=4$ and $ T'Q=9$ then $ r$ is

<image1>",6,56.61
2309,"In parallelogram $ABCD$ of the accompanying diagram, line $DP$ is drawn bisecting $BC$ at $N$ and meeting $AB$ (extended) at $P$. From vertex $C$, line $CQ$ is drawn bisecting side $AD$ at $M$ and meeting $AB$ (extended) at $Q$. Lines $DP$ and $CQ$ meet at $O$. If the area of parallelogram $ABCD$ is $k$, then the area of the triangle $QPO$ is equal to
<image1>",9k/8,51.67
2310,"In the adjoining figure triangle $ ABC$ is such that $ AB = 4$ and $ AC = 8$.  If $ M$ is the midpoint of $ BC$ and $ AM = 3$, what is the length of $ BC$?
<image1>",ما هو طول BC؟,8.52
2311,"In the adjoining figure $AB$ and $BC$ are adjacent sides of square $ABCD$; $M$ is the midpoint of $AB$; $N$ is the midpoint of $BC$; and $AN$ and $CM$ intersect at $O$. The ratio of the area of $AOCD$ to the area of $ABCD$ is
<image1>",النسبة بين مساحة AOCD ومساحة المربع ABCD هي 2/3.,50.03
2312,"In triangle $ABC$ shown in the adjoining figure, $M$ is the midpoint of side $BC$, $AB=12$ and $AC=16$. Points $E$ and $F$ are taken on $AC$ and $AB$, respectively, and lines $EF$ and $AM$ intersect at $G$. If $AE=2AF$ then $\frac{EG}{GF}$ equals
<image1>","To determine the ratio $ \frac{EG}{GF} $, we analyze the geometric configuration involving points $ E $, $ G $, and $ F $, which lie on a straight line. The key condition is that $ AE = 2AF $, which allows us to express the coordinates of these points in terms of a single variable $ x $, and then compute the required ratio.

---

### Step 1: Coordinate Setup

Let’s place point $ A $ at the origin, and define the coordinate system such that:

- Point $ B $ lies along the x-axis at $ (12, 0) $, since $ AB = 12 $.
- Point $ C $ lies along the y-axis at $ (0, 16) $, since $ AC = 16 $.

Let $ AF = x $, so point $ F $ lies on segment $ AB $ at $ (x, 0) $.

Since $ AE = 2AF = 2x $, point $ E $ lies on segment $ AC $ at $ (0, 2x) $.

---

### Step 2: Find the Coordinates of Point $ G $

Point $ G $ lies on the line segment $ EF $, and also lies on the line $ AM $, where $ M $ is the midpoint of $ BC $.

- Coordinates of $ M $: $ \left( \frac{12 + 0}{2}, \frac{0 + 16}{2} \right) = (6, 8) $
- Line $ AM $: from $ A = (0, 0) $ to $ M = (6, 8) $, so its parametric form is:
  $$
  (x, y) = t(6, 8), \quad t \in [0, 1]
  $$

- Line $ EF $: from $ E = (0, 2x) $ to $ F = (x, 0) $, so its parametric form is:
  $$
  (x, y) = (0, 2x) + s(x, -2x), \quad s \in [0, 1]
  $$

Now, equate the two parametric forms to find the point of intersection $ G $:

$$
t(6, 8) = (0, 2x) + s(x, -2x)
$$

Equating components:

- $ 6t = sx $
- $ 8t = 2x - 2sx $

From the first equation: $ t = \frac{sx}{6} $

Substitute into the second equation:

$$
8 \cdot \frac{sx}{6} = 2x - 2sx
\Rightarrow \frac{8sx}{6} = 2x - 2sx
\Rightarrow \frac{4sx}{3} = 2x - 2sx
$$

Multiply both sides by 3:

$$
4sx = 6x - 6sx
\Rightarrow 10sx = 6x
\Rightarrow s = \frac{6}{10} = \frac{3}{5}
$$

Thus, point $ G $ lies at $ s = \frac{3}{5} $ along segment $ EF $, meaning:

$$
\frac{EG}{EF} = \frac{3}{5}, \quad \frac{GF}{EF} = \frac{2}{5}
\Rightarrow \frac{EG}{GF} = \frac{3/5}{2/5} = \frac{3}{2}
$$

---

### Step 3: Final Answer

The ratio $ \frac{EG}{GF} $ is constant and independent of the actual value of $ x $, as long as the condition $ AE = 2AF $ is satisfied.

$$
\boxed{\dfrac{3}{2}}
$$",88.74
2313,"<image1>

In the adjoining figure, $AB$ is tangent at $A$ to the circle with center $O$; point $D$ is interior to the circle; and $DB$ intersects the circle at $C$. If $BC=DC=3$, $OD=2$, and $AB=6$, then the radius of the circle is","ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",122.02
2314,"<image1>

In the adjoining figure, circle $\mathit{K}$ has diameter $\mathit{AB}$; cirlce $\mathit{L}$ is tangent to circle $\mathit{K}$ and to $\mathit{AB}$ at the center of circle $\mathit{K}$; and circle $\mathit{M}$ tangent to circle $\mathit{K}$, to circle $\mathit{L}$ and $\mathit{AB}$. The ratio of the area of circle $\mathit{K}$ to the area of circle $\mathit{M}$ is",16,44.17
2315,"<image1>

In the adjoining figure, every point of circle $\mathit{O'}$ is exterior to circle $\mathit{O}$. Let $\mathit{P}$ and $\mathit{Q}$ be the points of intersection of an internal common tangent with the two external common tangents. Then the length of $PQ$ is",في الشكل المجاور، كل نقطة من دائرة $\mathit{O'}$ خارجية عن دائرة $\mathit{O}$. لنفترض أن $\mathit{P}$ و$\mathit{Q}$ هما نقاط تقاطع مماس مشترك داخلي مع المماسات المشتركة الخارجية. ثم يكون طول $\mathit{PQ}$ هو,25.8
2316,"<image1>

In triangle $ABC$, $AB=AC$ and $\measuredangle A=80^\circ$. If points $D$, $E$, and $F$ lie on sides $BC$, $AC$ and $AB$, respectively, and $CE=CD$ and $BF=BD$, then $\measuredangle EDF$ equals","ERROR: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)",122.04
2317,"<image1>

In the adjoining figure $\measuredangle E=40^\circ$ and arc $AB$, arc $BC$, and arc $CD$ all have equal length. Find the measure of $\measuredangle ACD$.","To determine the measure of angle $ \angle ACD $, we begin by analyzing the given information:

- **Arcs $ AB $, $ BC $, and $ CD $** all have **equal length**.
- **Angle $ E $** is given as $ 40^\circ $.
- We are to find the measure of **angle $ \angle ACD $**.

---

### Step 1: Understand the Relationship Between Arcs and Angles

Since arcs $ AB $, $ BC $, and $ CD $ are of **equal length**, their **central angles** are also equal. This implies that the **central angle** corresponding to each of these arcs is $ 40^\circ $, assuming angle $ E $ is the **center** of the circle.

Thus, the **central angles** for arcs $ AB $, $ BC $, and $ CD $ are each $ 40^\circ $.

---

### Step 2: Determine the Measure of the Remaining Arc

The total measure of a circle is $ 360^\circ $. Since arcs $ AB $, $ BC $, and $ CD $ each measure $ 40^\circ $, their total is:

$$
40^\circ + 40^\circ + 40^\circ = 120^\circ
$$

Therefore, the remaining arc $ DA $ must be:

$$
360^\circ - 120^\circ = 240^\circ
$$

---

### Step 3: Determine the Subtended Arc for $ \angle ACD $

Angle $ \angle ACD $ is an **inscribed angle**. Inscribed angles always subtend an arc that is **opposite** to the angle. That is, the angle is formed by two chords meeting at a point on the circle, and it subtends the arc that is **not containing** that point.

In this case, $ \angle ACD $ is formed at point $ C $, and it subtends the arc from $ A $ to $ D $ that **does not pass through** point $ C $. Since the points are arranged in the order $ A \rightarrow B \rightarrow C \rightarrow D $, the arc from $ A $ to $ D $ that does **not** pass through $ C $ is the **major arc** $ AD $, which measures:

$$
240^\circ
$$

---

### Step 4: Use the Inscribed Angle Theorem

The **inscribed angle theorem** states that the measure of an inscribed angle is **half** the measure of the arc it subtends.

So, the measure of $ \angle ACD $ is:

$$
\frac{1}{2} \times 240^\circ = 120^\circ
$$

---

### ✅ Final Answer:

$$
\boxed{120^\circ}
$$",81.52
