id,question,arabic_question,translation_time_sec
1636,"The diagram shows a pentagon. The lengths of the sides of the pentagon are given in the diagram.
Sepideh draws five circles with centres $A, B, C, D$ and $E$ such that the two circles with centres at the ends of a side of the pentagon touch on that side. Which point is the centre of the largest circle that she draws? <image1>","يوضح الشكل خماسي الأضلاع. مُعطاة أطوال أضلاع الخماسي في الشكل. ترسم سيفيده خمس دوائر بمراكز A و B و C و D و E، بحيث تلامس الدائرتان اللتان مركزهما طرفا ضلع من أضلاع الخماسي ذلك الضلع. ما هي النقطة التي تمثل مركز أكبر دائرة رسمتها؟",33.35
1637,"Katie writes a different positive integer on the top face of each of the fourteen cubes in the pyramid shown.
The sum of the nine integers written on the cubes in the bottom layer is 50. The integer written on each of the cubes in the middle and top layers of the pyramid is equal to the sum of the integers on the four cubes
<image1>
underneath it. What is the greatest possible integer that she can write on the top cube?","تكتب كيتي عددًا صحيحًا موجبًا مختلفًا على الوجه العلوي لكل مكعب من المكعبات الأربعة عشر في الهرم الموضح.
يبلغ مجموع الأعداد الصحيحة التسعة المكتوبة على المكعبات في الطبقة السفلية 50. العدد الصحيح المكتوب على كل مكعب في الطبقتين الوسطى والعلوية من الهرم يساوي مجموع الأعداد الصحيحة على المكعبات الأربعة التي تحتها. ما هو أكبر عدد صحيح ممكن أن تكتبه على المكعب العلوي؟",6.51
1638,"A $3 \times 3 \times 3$ cube is built from 15 black cubes and 12 white cubes. Five faces of the larger cube are shown.
<image1>
Which of the following is the sixth face of the larger cube?
<image2>",مُشكَّل مكعب بأبعاد $3 \times 3 \times 3$ من 15 مكعبًا أسودًا و 12 مكعبًا أبيضًا. تُعرض خمسة أوجه للمكعب الأكبر. أي مما يلي هو الوجه السادس للمكعب الأكبر؟,20.21
1639,The diagram shows two rectangles whose corresponding sides are parallel as shown. What is the difference between the lengths of the perimeters of the two rectangles? <image1>,يوضح الشكل مستطيلين تتوازى أضلاعهما المتناظرة كما هو موضح. ما هو الفرق بين طولي محيطي المستطيلين؟,15.28
1640,"The diagram shows four overlapping hearts. The areas of the hearts are $1 \mathrm{~cm}^{2}, 4 \mathrm{~cm}^{2}, 9 \mathrm{~cm}^{2}$ and $16 \mathrm{~cm}^{2}$. What is the total shaded area? <image1>",يوضح الشكل أربعة قلوب متداخلة. مساحات القلوب هي $1 \mathrm{~cm}^{2}$ و $4 \mathrm{~cm}^{2}$ و $9 \mathrm{~cm}^{2}$ و $16 \mathrm{~cm}^{2}$. ما هي المساحة المظللة الكلية؟,18.66
1641,"Adam the Ant started at the left-hand end of a pole and crawled $\frac{2}{3}$ of its length. Benny the Beetle started at the right-hand end of the same pole and crawled $\frac{3}{4}$ of its length. What fraction of the length of the pole are Adam and Benny now apart?
<image1>",بدأ آدم النملة من الطرف الأيسر لعمود وزحف $\frac{2}{3}$ من طوله. وبدأ بني الخنفساء من الطرف الأيمن من العمود نفسه وزحف $\frac{3}{4}$ من طوله. ما الكسر الذي يمثل المسافة التي يفصل بين آدم وبني الآن عن طول العمود؟,26.11
1642,"Ellie wants to write a number in each box of the diagram shown. She has already written in two of the numbers. She wants the sum of all the numbers to be 35, the sum of the numbers in the first three boxes to be 22, and the sum of the numbers in the last three boxes to be 25. <image1> What is the product of the numbers she writes in the shaded boxes?","ترغب إيلي في كتابة رقم في كل مربع من الشكل الموضح. لقد كتبت بالفعل رقمين. تريد أن يكون مجموع جميع الأرقام 35، ومجموع الأرقام في المربعات الثلاثة الأولى 22، ومجموع الأرقام في المربعات الثلاثة الأخيرة 25. ما هو حاصل ضرب الأرقام التي ستكتبها في المربعات المظللة؟",28.99
1643,"Two segments, each $1 \mathrm{~cm}$ long, are marked on opposite sides of a square of side $8 \mathrm{~cm}$. The ends of the segments are joined as shown in the diagram. What is the total shaded area? <image1>","تُعلَّم قطعتان، طول كل منهما $1 \mathrm{~سم}$، على جانبين متقابلين لمربع طول ضلعه $8 \mathrm{~سم}$. تُوصَل نهايات القطعتين كما هو موضح في الشكل. ما هي المساحة المظللة الكلية؟",20.87
1644,"Ella wants to write a number into each cell of a $3 \times 3$ grid so that the sum of the numbers in any two cells that share an edge is the same. She has already written two numbers, as shown in the diagram.
When Ella has completed the grid, what will be the sum of all the
<image1>
numbers in the grid?","تريد إيلا كتابة رقم في كل خلية من شبكة بحجم $3 \times 3$ بحيث يكون مجموع الأرقام في أي خليتين تتشاركان في حافة متساوياً. لقد كتبت بالفعل رقمين، كما هو موضح في الشكل. عندما تكمل إيلا الشبكة، ما سيكون مجموع جميع الأرقام في الشبكة؟",24.11
1645,"Ten kangaroos stood in a line as shown in the diagram.
<image1>
At a particular moment, two kangaroos standing nose-to-nose exchanged places by jumping past each other. Each of the two kangaroos involved in an exchange continued to face the same way as it did before the exchange. This was repeated until no further exchanges were possible. How many exchanges were made?","وقف عشرة كنغر في صف كما هو موضح في الشكل. في لحظة معينة، تبادل مكان كنغرين يقفان وجهًا لوجه بالقفز مروراً ببعضهما البعض. استمر كل كنغر من الكنغرين المشاركين في التبادل في مواجهة نفس الاتجاه الذي كان عليه قبل التبادل. تكرر هذا حتى لم يعد من الممكن إجراء المزيد من التبادلات. كم عدد التبادلات التي تمت؟",28.51
1646,"Anastasia's tablecloth has a regular pattern, as shown in the diagram. What percentage of her tablecloth is black? <image1>","يحتوي مفرش أنستازيا على نمط منتظم، كما هو موضح في الشكل. ما النسبة المئوية لمفرشها باللون الأسود؟",16.36
1647,"Stan had 125 small cubes. He glued some of them together to form a large cube with nine tunnels, each perpendicular to two opposite faces and passing through the cube, as shown in the diagram.
How many of the small cubes did he not use? <image1>","كان لدى ستان 125 مكعبًا صغيرًا. قام بلصق بعضها معًا لتشكيل مكعب كبير يحتوي على تسعة أنفاق، كل منها عمودي على وجهين متقابلين ويمر عبر المكعب، كما هو موضح في الشكل.
كم عدد المكعبات الصغيرة التي لم يستخدمها؟",4.94
1648,"Ellen wants to colour some of the cells of a $4 \times 4$ grid. She wants to do this so that each coloured cell shares at least one side with an uncoloured cell and each uncoloured cell shares at least one side with a coloured cell.
What is the largest number of cells she can colour?
<image1>","ترغب إيلين في تلوين بعض خلايا شبكة مقاس $4 \times 4$. وتريد أن تفعل ذلك بحيث تشارك كل خلية ملونة على الأقل جانبًا واحدًا مع خلية غير ملونة، وتشارك كل خلية غير ملونة على الأقل جانبًا واحدًا مع خلية ملونة. ما هو أكبر عدد من الخلايا التي يمكنها تلوينها؟",26.75
1649,"The diagram shows a parallelogram $W X Y Z$ with area $S$. The diagonals of the parallelogram meet at the point $O$. The point $M$ is on the edge $Z Y$. The lines $W M$ and $Z X$ meet at $N$. The lines $M X$ and $W Y$ meet at $P$. The sum of the areas of triangles $W N Z$ and $X Y P$ is $\frac{1}{3} S$. What is the area of quadrilateral MNOP ?
<image1>",يوضح الشكل متوازي أضلاع $W X Y Z$ مساحته $S$. تتقاطع أقطار متوازي الأضلاع عند النقطة $O$. تقع النقطة $M$ على الضلع $Z Y$. يتقاطع المستقيمان $W M$ و $Z X$ عند النقطة $N$. يتقاطع المستقيمان $M X$ و $W Y$ عند النقطة $P$. مجموع مساحتي المثلثين $W N Z$ و $X Y P$ هو $\frac{1}{3} S$. ما هي مساحة المضلع الرباعي $MNOP$؟,38.29
1650,"The faces of a cube are painted black, white or grey. Each face is only painted one colour and opposite faces are painted the same colour. Which of the following is a possible net for the cube?
<image1>","تُطلى أوجه المكعب باللون الأسود أو الأبيض أو الرمادي. كل وجه مطلي بلون واحد فقط، والأوجه المتقابلة مطليّة بنفس اللون. أي مما يلي يمثل شبكة ممكنة للمكعب؟",18.81
1651,The large rectangle shown is made up of nine identical rectangles whose longest sides are $10 \mathrm{~cm}$ long. What is the perimeter of the large rectangle? <image1>,يتكون المستطيل الكبير الموضح من تسعة مستطيلات متطابقة يبلغ طول أطول أضلاعها 10 سم. ما هو محيط المستطيل الكبير؟,18.74
1652,"The diagram shows a rectangle of size $7 \mathrm{~cm} \times 11 \mathrm{~cm}$ containing two circles that each touch three of the sides of the rectangle. What is the distance between the centres of the two circles?
<image1>","يوضح الشكل مستطيلاً أبعاده $7 \mathrm{~سم} \times 11 \mathrm{~سم}$ يحتوي على دائرتين، تلامس كل منهما ثلاثة من أضلاع المستطيل. ما هي المسافة بين مركزي الدائرتين؟",19.99
1653,Square $A B C D$ has sides of length $3 \mathrm{~cm}$. The points $M$ and $N$ lie on $A D$ and $A B$ so that $C M$ and $C N$ split the square into three pieces of the same area. What is the length of $D M$ ? <image1>,المربع $A B C D$ أضلاعه طولها $3 \mathrm{~سم}$. تقع النقطتان $M$ و $N$ على $A D$ و $A B$ بحيث تقسم كل من القطعتين $C M$ و $C N$ المربع إلى ثلاث قطع متساوية المساحة. ما هو طول $D M$؟,29.02
1654,"Martha multiplied two 2-digit numbers correctly on a piece of paper. Then she scribbled out three digits as shown.
What is the sum of the three digits she scribbled out?
<image1>",ضربت مارثا عددين مكونين من رقمين بشكل صحيح على ورقة. ثم محت ثلاثة أرقام كما هو موضح. ما هو مجموع الأرقام الثلاثة التي محتها؟,17.2
1655,"Valeriu draws a zig-zag line inside a rectangle, creating angles of $10^{\circ}, 14^{\circ}, 33^{\circ}$ and $26^{\circ}$ as shown. What is the size of the angle marked $\theta$ ? <image1>","يرسم فاليريو خطاً متعرجاً داخل مستطيل، مُشكِّلاً زوايا قياسها $10^{\circ}$ و $14^{\circ}$ و $33^{\circ}$ و $26^{\circ}$ كما هو موضح. ما قياس الزاوية المحددة بالرمز $\theta$؟",18.74
1656,"James wrote a different integer from 1 to 9 in each cell of a table. He then calculated the sum of the integers in each of the rows and in each of the columns of the table. Five of his answers were 12, 13, 15, 16 and 17, in some order. What was his sixth answer? <image1>","كتب جيمس عددًا صحيحًا مختلفًا من 1 إلى 9 في كل خلية من خلايا جدول. ثم حسب مجموع الأعداد الصحيحة في كل صف وفي كل عمود من الجدول. كانت خمسة من إجاباته هي 12 و 13 و 15 و 16 و 17، بترتيب ما. فما هي إجابته السادسة؟",5.34
1657,The diagram shows a net of an unfolded rectangular box. What is the volume of the box (in $\mathrm{cm}^{3}$ )? <image1>,يُظهر الشكل شبكة لصندوق مستطيل مفتوح. ما هو حجم الصندوق (بالسم³)؟,16.8
1658,"Ruth and Sarah decide to have a race. Ruth runs around the perimeter of the pool shown in the diagram while Sarah swims lengths of the pool.
Ruth runs three times as fast as Sarah swims. Sarah swims six lengths of the pool in the same time Ruth runs around the pool five times. How wide is the pool?
<image1>",تقرر روث وسارة إقامة سباق. تجري روث حول محيط المسبح الموضح في الشكل بينما تسبح سارة أطوال المسبح. تجري روث بثلاثة أضعاف سرعة سارة. تسبح سارة 6 أطوال للمسبح في نفس الوقت الذي تجري فيه روث حول المسبح 5 مرات. ما هو عرض المسبح؟,24.34
1659,"Freda's flying club designed a flag of a flying dove on a square grid as shown.
The area of the dove is $192 \mathrm{~cm}^{2}$. All parts of the perimeter of the dove are either quarter-circles or straight lines. What are the dimensions of the flag?
<image1>","صمم نادي فريدا للطيران علمًا لحمامة طائرة على شبكة مربعة كما هو موضح.
مساحة الحمامة هي 192 سم$^2$. جميع أجزاء محيط الحمامة هي إما أرباع دوائر أو خطوط مستقيمة. ما هي أبعاد العلم؟",4.94
1660,"Dominoes are said to be arranged correctly if, for each pair of adjacent dominoes, the numbers of spots on the adjacent ends are equal. Paul laid six dominoes in a line as shown in the diagram.
<image1>
He can make a move either by swapping the position of any two dominoes (without rotating either domino) or by rotating one domino. What is the smallest number of moves he needs to make to arrange all the dominoes correctly?",يُقال إن قطع الدومينو تكون مرتبة بشكل صحيح إذا كانت أرقام النقاط على الأطراف المتجاورة لكل زوج من قطع الدومينو متساوية. رصّ بول ست قطع دومينو في صف كما هو موضح في الشكل. يمكنه القيام بحركة إما عن طريق تبديل موضع أي قطعتي دومينو (دون تدوير أي من القطعتين) أو عن طريق تدوير قطعة دومينو واحدة. ما هو أقل عدد من الحركات التي يحتاج إلى القيام بها لترتيب جميع قطع الدومينو بشكل صحيح؟,28.9
1661,"Wendy wants to write a number in every cell on the border of a table.
In each cell, the number she writes is equal to the sum of the two numbers in the cells with which this cell shares an edge. Two of the numbers are given in the diagram.
What number should she write in the cell marked $x$ ?
<image1>","تريد ويندي كتابة رقم في كل خلية على حدود جدول.
في كل خلية، يساوي الرقم الذي تكتبه مجموع الرقمين في الخليتين اللتين تتشارك هذه الخلية في حافة معهما. مُعطى رقمان في الشكل.
ما هو الرقم الذي يجب أن تكتبه في الخلية المحددة بـ $x$؟",20.23
1662,"In the isosceles triangle $A B C$, points $K$ and $L$ are marked on the equal sides $A B$ and $B C$ respectively so that $A K=K L=L B$ and $K B=A C$.
<image1>
What is the size of angle $A B C$ ?","في المثلث المتساوي الساقين $A B C$، تقع النقطتان $K$ و $L$ على الساقين المتساويين $A B$ و $B C$ على التوالي، بحيث يكون $A K=K L=L B$ و $K B=A C$.
ما قياس الزاوية $A B C$؟",26.29
1663,"Which of the diagrams below cannot be drawn without lifting your pencil off the page and without drawing along the same line twice?
<image1>",أي من المخططات أدناه لا يمكن رسمه دون رفع القلم عن الصفحة ورسم الخط نفسه مرتين؟,3.37
1664,"A large square is divided into smaller squares, as shown. What fraction of the large square is shaded grey? <image1>","مربع كبير مقسم إلى مربعات أصغر، كما هو موضح. ما الكسر الذي يمثل الجزء المظلل باللون الرمادي من المربع الكبير؟",18.91
1665,"A four-digit integer is written on each of three pieces of paper and the pieces of paper are arranged so that three of the digits are covered, as shown. The sum of the three four-digit integers is 10126 . What are the covered digits? <image1>","مكتوب عدد صحيح مكون من أربعة أرقام على كل قطعة من ثلاث قطع ورق، وتم ترتيب قطع الورق بحيث يتم تغطية ثلاثة من الأرقام، كما هو موضح. مجموع الأعداد الصحيحة المكونة من أربعة أرقام الثلاثة هو 10126. ما هي الأرقام المغطاة؟",20.71
1666,"In the diagram, $P Q=P R=Q S$ and $\angle Q P R=20^{\circ}$. What is $\angle R Q S$ ? <image1>","في الشكل، إذا كانت $PQ=PR=QS$ و $\angle QPR=20^{\circ}$، فما هي قيمة $\angle RQS$؟",20.92
1667,"Which of the following $4 \times 4$ tiles cannot be formed by combining the two given pieces?
<image1>
<image2>",أي من البلاطات التالية بأبعاد $4 \times 4$ لا يمكن تشكيله بدمج القطعتين المعطيتين؟,3.71
1668,"Cathie folded a square sheet of paper in half twice and then cut it through the middle twice, as shown in the diagram, before unfolding it all. How many of the pieces that she obtained were squares? <image1>","طوت كاثي ورقة مربعة إلى النصف مرتين، ثم قطعتها من المنتصف مرتين، كما هو موضح في الشكل، قبل أن تفردها بالكامل. فكم عدد القطع التي حصلت عليها كانت مربعات؟",20.8
1669,"Some identical rectangles are drawn on the floor. A triangle of base $10 \mathrm{~cm}$ and height $6 \mathrm{~cm}$ is drawn over them, as shown, and the region inside the rectangles and outside the triangle is shaded. What is the area of the shaded region? <image1>","رُسِمَت بعض المستطيلات المتطابقة على الأرضية. ورُسِمَ فوقها مثلث قاعدته $10 \mathrm{~cm}$ وارتفاعه $6 \mathrm{~cm}$، كما هو موضح، والمناطق الواقعة داخل المستطيلات وخارج المثلث هي المظللة. فما هي مساحة المنطقة المظللة؟",28.39
1670,"Natasha has many sticks of length 1 . Each stick is coloured blue, red, yellow or green. She wants to make a $3 \times 3$ grid, as shown, so that each $1 \times 1$ square in the grid has four sides of different colours. What is the smallest number of green sticks that she could use? <image1>","لدى ناتاشا العديد من العصي طول كل منها 1. كل عصا ملونة باللون الأزرق أو الأحمر أو الأصفر أو الأخضر. تريد أن تصنع شبكة $3 \times 3$، كما هو موضح، بحيث يكون لكل مربع $1 \times 1$ في الشبكة أربعة أضلاع بألوان مختلفة. ما هو أقل عدد من العصي الخضراء التي يمكنها استخدامها؟",25.73
1671,"The integers from 1 to $n$, inclusive, are equally spaced in order round a circle. The diameter through the position of the integer 7 also goes through the position of 23 , as shown. What is the value of $n$ ? <image1>","الأعداد الصحيحة من 1 إلى $n$، شاملة، متباعدة بالتساوي بترتيب حول دائرة. يمر القطر الذي يمر بنقطة العدد 7 أيضًا بنقطة العدد 23، كما هو موضح. ما هي قيمة $n$؟",20.08
1672,"Prab painted each of the eight circles in the diagram red, yellow or blue such that no two circles that are joined directly were painted the same colour. Which two circles must have been painted the same colour? <image1>",قام براب بتلوين كل دائرة من الدوائر الثمانية في المخطط باللون الأحمر أو الأصفر أو الأزرق بحيث لا تكون أي دائرتين متصلتين مباشرة بنفس اللون. ما هما الدائرتان اللتان يجب أن تكونا بنفس اللون؟,24.48
1673,"The diagram shows the square $W X Y Z$. The points $P, Q$ and $R$ are the midpoints of the sides $Z W, X Y$ and $Y Z$ respectively. What fraction of the square $W X Y Z$ is shaded? <image1>","يوضح الشكل المربع $W X Y Z$. النقاط $P, Q$ و $R$ هي نقاط منتصف الأضلاع $Z W, X Y$ و $Y Z$ على التوالي. ما الكسر المظلل من المربع $W X Y Z$؟",22.92
1674,"A large square is divided into smaller squares. In one of the smaller squares a diagonal is also drawn, as shown. What fraction of the large square is shaded? <image1>","يُقسَّم مربع كبير إلى مربعات أصغر. وفي أحد المربعات الأصغر، يُرسم قطر أيضًا، كما هو موضح. ما الكسر الذي يمثل المساحة المظللة من المربع الكبير؟",16.37
1675,The diagram shows a shape made up of 36 identical small equilateral triangles. What is the smallest number of small triangles identical to these that could be added to the shape to turn it into a hexagon? <image1>,يوضح الشكل شكلاً يتكون من 36 مثلثاً صغيراً ومتطابقاً ومتساوي الأضلاع. ما هو أصغر عدد من المثلثات الصغيرة المطابقة لهذه التي يمكن إضافتها إلى الشكل لتحويله إلى سداسي الأضلاع؟,22.42
1676,"Each cell of a $3 \times 3$ square has a number written in it. Unfortunately the numbers are not visible because they are covered in ink. However, the sum of the numbers in each row and the sum of the numbers in two of the columns are all known, as shown by the arrows on the diagram. What is the sum of the numbers in the third column? <image1>","في كل خلية من مربع بحجم $3 \times 3$ رقم مكتوب. لسوء الحظ، هذه الأرقام غير مرئية لأنها مغطاة بالحبر. ومع ذلك، فإن مجموع الأرقام في كل صف ومجموع الأرقام في عمودين من الأعمدة معروفة جميعها، كما هو موضح بالأسهم على الشكل. فما هو مجموع الأرقام في العمود الثالث؟",23.54
1677,The shortest path from Atown to Cetown runs through Betown. The two signposts shown are set up at different places along this path. What distance is written on the broken sign? <image1>,يمر أقصر مسار من مدينة أ إلى مدينة ج عبر مدينة ب. علامتا الطريق المعروضتان موضوعتان في أماكن مختلفة على طول هذا المسار. ما المسافة المكتوبة على اللافتة المكسورة؟,16.84
1678,Sacha's garden has the shape shown. All the sides are either parallel or perpendicular to each other. Some of the dimensions are shown in the diagram. What is the length of the perimeter of Sacha's garden? <image1>,لحديقة ساشا الشكل الموضح. جميع الأضلاع إما متوازية أو عمودية على بعضها البعض. تم عرض بعض الأبعاد في الرسم التخطيطي. ما هو طول محيط حديقة ساشا؟,20.98
1679,The pattern on a large square tile consists of eight congruent right-angled triangles and a small square. The area of the tile is $49 \mathrm{~cm}^{2}$ and the length of the hypotenuse $P Q$ of one of the triangles is $5 \mathrm{~cm}$. What is the area of the small square? <image1>,يتكون النمط على بلاطة مربعة كبيرة من ثمانية مثلثات قائمة متطابقة ومربع صغير. مساحة البلاطة هي $49 \mathrm{~سم}^{2}$ وطول الوتر $P Q$ لأحد المثلثات هو $5 \mathrm{~سم}$. ما هي مساحة المربع الصغير؟,4.87
1680,"Aisha has a strip of paper with the numbers $1,2,3,4$ and 5 written in five cells as shown. She folds the strip so that the cells overlap, forming 5 layers. Which of the following configurations, from top layer to bottom layer, is it not possible to obtain? <image1>","لدى عائشة شريط من الورق مكتوب عليه الأرقام 1 و 2 و 3 و 4 و 5 في خمس خلايا كما هو موضح. تطوي الشريط بحيث تتداخل الخلايا، مشكلة 5 طبقات. أي من التكوينات التالية، من الطبقة العلوية إلى الطبقة السفلية، من المستحيل الحصول عليها؟",22.27
1681,"Bella took a square piece of paper and folded two of its sides to lie along the diagonal, as shown, to obtain a quadrilateral. What is the largest size of an angle in that quadrilateral? <image1>","أخذت بيلا قطعة ورق مربعة وطوت جانبين منها ليقعا على طول القطر، كما هو موضح، للحصول على شكل رباعي. ما هو أكبر قياس للزاوية في هذا الشكل الرباعي؟",4.27
1682,"In the final of a dancing competition, each of the three members of the jury gives each of the five competitors 0 points, 1 point, 2 points, 3 points or 4 points. No two competitors get the same mark from any individual judge. Adam knows all the sums of the marks and a few single marks, as shown. How many points does Adam get from judge III? <image1>","في نهائي مسابقة للرقص، يعطي كل عضو من أعضاء لجنة التحكيم الثلاثة كل متسابق من الخمسة إحدى الدرجات التالية: 0 نقطة، أو 1 نقطة، أو 2 نقطة، أو 3 نقاط، أو 4 نقاط. لا يحصل أي متسابقين على نفس الدرجة من أي حكم فردي. يعرف آدم جميع مجموع الدرجات وبعض الدرجات الفردية، كما هو موضح. كم عدد النقاط التي حصل عليها آدم من الحكم الثالث؟",27.84
1683,"Cleo builds a pyramid with identical metal spheres. Its square base is a $4 \times 4$ array of spheres, as shown in the diagram. The upper layers are a $3 \times 3$ array of spheres, a $2 \times 2$ array of spheres and a single sphere at the top. At each point of contact between two spheres, a blob of glue is placed. How many blobs of glue will Cleo place?
<image1>","تبني كليو هرمًا من كرات معدنية متطابقة. تبلغ قاعدته المربعة مصفوفة من الكرات بأبعاد $4 \times 4$، كما هو موضح في الشكل. تتكون الطبقات العلوية من مصفوفة من الكرات بأبعاد $3 \times 3$، ومصفوفة بأبعاد $2 \times 2$، وكرة واحدة في القمة. توضع كتلة غراء عند كل نقطة تلامس بين كرتين. فكم عدد كتل الغراء التي ستضعها كليو؟",39.15
1684,"The statements on the right give clues to the identity of a four-digit number.
<image1>
What is the last digit of the four-digit number?",تقدم العبارات الموجودة على اليمين أدلة على هوية عدد مكون من أربعة أرقام. ما هو الرقم الأخير للعدد المكون من أربعة أرقام؟,22.69
1685,"When the five pieces shown are fitted together correctly, the result is a rectangle with a calculation written on it. What is the answer to this calculation? <image1>","عند تجميع القطع الخمسة الموضحة بشكل صحيح، ينتج مستطيل مكتوب عليه عملية حسابية. ما هي إجابة هذه العملية الحسابية؟",3.9
1686,"A student correctly added the two two-digit numbers on the left of the board and got the answer 137. What answer will she obtain if she adds the two four-digit numbers on the right of the board?
<image1>",جمعت طالبة العددين المكونين من رقمين على يسار السبورة بشكل صحيح وحصلت على الإجابة 137. فما هي الإجابة التي ستحصل عليها إذا جمعت العددين المكونين من أربعة أرقام على يمين السبورة؟,23.05
1687,"In the diagram, the area of the large square is $16 \mathrm{~cm}^{2}$ and the area of each small corner square is $1 \mathrm{~cm}^{2}$. What is the shaded area? <image1>","في الشكل، مساحة المربع الكبير هي $16 \mathrm{~سم}^{2}$ ومساحة كل مربع زاوية صغير هي $1 \mathrm{~سم}^{2}$. فما هي المساحة المظللة؟",22.85
1688,"Costa is building a new fence in his garden. He uses 25 planks of wood, each of which is $30 \mathrm{~cm}$ long. He arranges these planks so that there is the same slight overlap between any two adjacent planks, as shown in the diagram. The total length of Costa's new fence is 6.9 metres. What is the length in centimetres of the overlap between any pair of adjacent planks? <image1>","يُنشئ كوستا سياجًا جديدًا في حديقته. يستخدم 25 لوحًا خشبيًا، يبلغ طول كل منها 30 سم. يرتب هذه الألواح بحيث يكون هناك تداخل طفيف ومتساوٍ بين أي لوحين متجاورين، كما هو موضح في الشكل. يبلغ الطول الكلي لسياج كوستا الجديد 6.9 متر. ما هو طول التداخل بالسنتيمتر بين أي زوج من الألواح المتجاورة؟",28.34
1689,A rectangular strip of paper of dimensions $4 \times 13$ is folded as shown in the diagram. Two rectangle s are formed with areas $P$ and $Q$ where $P=2 Q$. What is the value of $x$ ? <image1>,يُطوى شريط ورقي مستطيل بأبعاد $4 \times 13$ كما هو موضح في الشكل. يتشكل مستطيلان بمساحتين $P$ و $Q$ حيث $P=2 Q$. ما هي قيمة $x$؟,19.45
1690,"Three villages are connected by paths as shown. From Downend to Uphill, the detour via Middleton is $1 \mathrm{~km}$ longer than the direct path. From Downend to Middleton, the detour via Uphill is $5 \mathrm{~km}$ longer than the direct path. From Uphill to Middleton, the detour via Downend is $7 \mathrm{~km}$ longer than the direct path. What is the length of the shortest of the three direct paths between the villages?
<image1>","تتصل ثلاث قرى بممرات كما هو موضح. من داونيند إلى أب هيل، المسار المنحرف عبر ميدلتون أطول بـ 1 كم من المسار المباشر. من داونيند إلى ميدلتون، المسار المنحرف عبر أب هيل أطول بـ 5 كم من المسار المباشر. من أب هيل إلى ميدلتون، المسار المنحرف عبر داونيند أطول بـ 7 كم من المسار المباشر. ما هو طول أقصر مسار مباشر بين القرى الثلاث؟",37.67
1691,"A triangular pyramid is built with 20 cannonballs, as shown. Each cannonball is labelled with one of A, B, C, D or E. There are four cannonballs with each type of label.
<image1>
The diagrams show the labels on the cannonballs on three of the faces of the pyramid. What is the label on the hidden cannonball in the middle of the fourth face?","تم بناء هرم ثلاثي الأوجه بـ 20 كرة مدفع، كما هو موضح. كل كرة مدفع مُعلَّمة بأحد الحروف A أو B أو C أو D أو E. يوجد أربع كرات لكل نوع من العلامات. تُظهر الرسوم التخطيطية العلامات الموجودة على كرات المدافع في ثلاثة أوجه من أوجه الهرم. ما هي العلامة الموجودة على الكرة المخفية في منتصف الوجه الرابع؟",26.57
1692,"A ball is made of white hexagons and black pentagons, as seen in the picture. There are 12 pentagons in total. How many hexagons are there? <image1>","تتكون كرة من سداسيات بيضاء وخماسيات سوداء، كما يظهر في الصورة. يوجد 12 خماسيًا إجمالاً. فكم عدد السداسيات؟",19.42
1693,The diagram shows a $3 \times 4 \times 5$ cuboid consisting of 60 identical small cubes. A termite eats its way along the diagonal from $P$ to $Q$. This diagonal does not intersect the edges of any small cube inside the cuboid. How many of the small cubes does it pass through on its journey? <image1>,يوضح الشكل متوازي مستطيلات بأبعاد $3 \times 4 \times 5$ يتكون من 60 مكعبًا صغيرًا متطابقًا. تقطع نملة خشب طريقها على طول القطر من النقطة $P$ إلى النقطة $Q$. لا يتقاطع هذا القطر مع حواف أي مكعب صغير داخل متوازي المستطيلات. كم عدد المكعبات الصغيرة التي يمر بها في رحلته؟,31.63
1694,"In a tournament each of the six teams plays one match against every other team. In each round of matches, three take place simultaneously. A TV station has already decided which match it will broadcast for each round, as shown in the diagram. In which round will team $\mathrm{S}$ play against team U?
<image1>","في بطولة، يلعب كل فريق من الفرق الستة مباراة واحدة ضد كل فريق آخر. وفي كل جولة من المباريات، تقام ثلاث مباريات في وقت واحد. وقد قررت محطة تلفزيونية بالفعل أي مباراة ستبث لكل جولة، كما هو موضح في الشكل. في أي جولة سيلعب الفريق S ضد الفريق U؟",24.92
1695,"Kanga likes jumping on the number line. She always makes two large jumps of length 3 , followed by three small jumps of length 1 , as shown, and then repeats this over and over again. She starts jumping at 0 .
<image1>
Which of these numbers will Kanga land on?","تحب كانغا القفز على خط الأعداد. إنها دائمًا تقوم بقفزتين كبيرتين طول كل منهما 3، تليها ثلاث قفزات صغيرة طول كل منها 1، كما هو موضح، ثم تكرر هذا باستمرار. تبدأ القفز من 0.
أي من هذه الأرقام ستهبط عليه كانغا؟",24.43
1696,There are five big trees and three paths in a park. It has been decided to plant a sixth tree so that there are the same number of trees on either side of each path. In which region of the park should the sixth tree be planted? <image1>,يوجد خمس أشجار كبيرة وثلاثة مسارات في حديقة. تقرر زراعة شجرة سادسة بحيث يكون عدد الأشجار متساوياً على جانبي كل مسار. في أي منطقة من الحديقة يجب زراعة الشجرة السادسة؟,20.31
1697,"On a standard dice, the sum of the numbers of pips on opposite faces is always 7. Four standard dice are glued together as shown. What is the minimum number of pips that could lie on the whole surface? <image1>","على الزهر القياسي، مجموع أرقام النقاط على الأوجه المتقابلة يساوي دائمًا 7. تم لصق أربعة زهرات قياسية معًا كما هو موضح. ما هو أقل عدد من النقاط التي يمكن أن تقع على السطح الكلي؟",21.66
