id,question,arabic_question,translation_time_sec
1727,"It takes 9 litres of paint to cover the surface of the cube on the left.
<image1>
How much paint would it take to cover the surface of the shape on the right?",يتطلب تغطية سطح الشكل على اليمين 9 لترات من الطلاء أيضًا.,3.31
1728,"Which of the following nets can be used to build the partial cube shown in the diagram?
<image1>
<image2>",أي من الشبكات التالية يمكن استخدامها لبناء المكعب الجزئي الموضح في الرسم البياني؟,3.22
1729,"A piece of paper in the shape of a regular hexagon, as shown, is folded so that the three marked vertices meet at the centre $O$ of the hexagon. What is the shape of the figure that is formed? <image1>",شكل الزاوية الناتج هو مثلث منتظم.,2.89
1730,"Four circles of radius $5 \mathrm{~cm}$ touch the sides of a square and each other, as shown in the diagram. On each side of the square, an equilateral triangle is drawn to form a four-pointed star.
<image1>
What is the perimeter of the star?",ما هو محيط النجمة؟,2.76
1731,"The diagram shows a rectangle $A B C D$ in which $A B=1$ metre and $A D=4$ metres. The points $E$ and $G$ are the midpoints of $A D$ and $A B$ and the points $F$ and $H$ are the midpoints of $A E$ and $A G$.
<image1>
What is the area of the shaded rectangle?",ما هو مساحة المربع الظليل؟,2.72
1732,"The diameter of the circle shown is $10 \mathrm{~cm}$. The circle passes through the vertices of a large rectangle which is divided into 16 identical smaller rectangles.
<image1>
What is the perimeter of the shape drawn with a dark line?",ما هو محيط الشكل المرسوم بالخط الداكن؟,2.92
1733,"The diagram shows part of a river which has two islands in it. There are six bridges linking the islands and the two banks as shown. Leonhard goes for a walk every day in which he walks over each bridge exactly once. He always starts at point $A$, goes first over bridge 1 and always finishes at point $B$. What is the
<image1>
maximum number of days that he can walk without repeating the order in which he crosses the bridges?",ما هو أكبر عدد من الأيام التي يمكن أن يمشي فيها دون تكرار ترتيب عبور الجسور؟,3.26
1734,The square $A B C D$ consists of four congruent rectangles arranged around a central square. The perimeter of each of the rectangles is $40 \mathrm{~cm}$. What is the area of the square $A B C D$ ? <image1>,"ما هو مساحة المربع $A B C D$؟

(ملاحظة: لا يمكنني عرض الصور أو الرموز التعبيرية، لذا تم إغفال الإشارة إلى الصورة المقدمة.)",4.29
1735,The diagram shows five congruent right-angled isosceles triangles. What is the total area of the triangles? <image1>,ما هو إجمالي مساحة المثلثات؟,2.78
1736,"In the addition sum below, $a, b$ and $c$ stand for different digits.
<image1>
What is the value of $a+b+c$ ?",ما قيمة \( a + b + c \)؟,2.89
1737,"Sophie wants to complete the grid shown so that each row and each column of the grid contains the digits 1, 2 and 3 exactly once. What is the sum of the digits she will write in the shaded cells? <image1>",تريد سوفي إكمال الشبكة الموضحة بحيث تحتوي كل صف وعمود في الشبكة على الأرقام 1 و2 و3 بالتساوي مرة واحدة. ما هو مجموع الأرقام التي ستكتبها في الخلايا المظللة؟,4.86
1738,"Beattie wants to walk from $P$ to $Q$ along the paths shown, always moving in the direction from $P$ to $Q$.
<image1>
She will add the numbers on the paths she walks along. How many different totals could she obtain?",كم عدد المجاميع المختلفة التي يمكن أن تحصل عليها بيتي أثناء سيرها من النقطة $P$ إلى النقطة $Q$، مع إضافة الأرقام على المسارات التي تسير عليها؟,4.01
1739,"A cube has diagonals drawn on three adjacent faces as shown in the diagram. Which of the following nets could Usman use to make the cube shown?
<image1>
<image2>",يمكن لعثمان استخدام الشبكة الثانية (الصورة 2) لصنع المكعب المعروض.,3.2
1740,"Maddie has a paper ribbon of length $36 \mathrm{~cm}$. She divides it into four rectangles of different lengths. She draws two lines joining the centres of two adjacent rectangles as shown.
<image1>
What is the sum of the lengths of the lines that she draws?",ما هو مجموع أطوال الخطوط التي رسمتها؟,2.72
1741,"In trapezium $P Q R S, \angle R S P=2 \times \angle S P Q$ and $\angle S P Q=2 \times \angle P Q R$. Also $\angle Q R S=k \times \angle P Q R$. What is the value of $k$ ? <image1>",في المثلث الرباعي الأضلاع $P Q R S، \angle R S P = 2 \times \angle S P Q$ و $\angle S P Q = 2 \times \angle P Q R$. أيضاً $\angle Q R S = k \times \angle P Q R$. ما قيمة $k$؟,5.13
1742,"In the diagram, $P R S V$ is a rectangle with $P R=20 \mathrm{~cm}$ and $P V=12 \mathrm{~cm}$. Jeffrey marks points $U$ and $T$ on $V S$ and $Q$ on $P R$ as shown. What is the shaded area? <image1>",المساحة المظللة هي 480 سم².,2.97
1743,"The line $P Q$ is divided into six parts by the points $V, W, X, Y$ and $Z$. Squares are drawn on $P V, V W, W X, X Y, Y Z$ and $Z Q$ as shown in the diagram. The length of line $P Q$ is $24 \mathrm{~cm}$. What is the length of the path from $P$ to $Q$ indicated by the arrows?
<image1>","ما طول المسار من النقطة ""P"" إلى النقطة ""Q"" الموضح بالأسهم؟",3.23
1744,"Henna has four hair ribbons of width $10 \mathrm{~cm}$. When she measures them, she finds that each ribbon is $25 \mathrm{~cm}$ longer than the next smallest ribbon. She then arranges the ribbons to form two different shapes as shown in the diagram. How much longer is the perimeter of the second shape than the perimeter of the first shape? <image1>",كم هو أطول محيط الشكل الثاني مقارنة بالشكل الأول؟,2.76
1745,"In the diagram, $P Q R S$ is a square of side $10 \mathrm{~cm} . T$ is a point inside the square so that $\angle S P T=75^{\circ}$ and $\angle T S P=30^{\circ}$. What is the length of $T R$ ? <image1>",ما طول $TR$؟,2.58
1746,"In the diagram, $P Q R S$ and $W X Y Z$ are congruent squares. The sides $P S$ and $W Z$ are parallel. The shaded area is equal to $1 \mathrm{~cm}^{2}$. What is the area of square $P Q R S$ ? <image1>",ما هو مساحة المربع $P Q R S$؟,2.87
1747,"Rory uses four identical standard dice to build the solid shown in the diagram.
Whenever two dice touch, the numbers on the touching faces are the same. The numbers on some of the faces of the solid are shown. What number is written on the face marked with question mark?
(On a standard die, the numbers on opposite faces add to 7.)
<image1>","ما الرقم المكتوب على الوجه الذي يشير إليه علامة الاستفهام؟

(في النرد القياسي، تُضاف الأرقام الموجودة على الوجوه المقابلة لبعضها البعض لتساوي 7).",4.17
1748,"Three congruent isosceles trapeziums are assembled to form an equilateral triangle with a hole in the middle, as shown in the diagram.
<image1>
What is the perimeter of the hole?",ما هو محيط الثقب؟,2.6
1749,"Each of the designs shown is initially divided into squares. For how many of the designs is the total area of the shaded region equal to three-fifths of the area of the whole design?
<image1>",لأي عدد من التصاميم يكون إجمالي مساحة المنطقة الظلّية مساويًا لثلثين مساحة التصميم بأكمله؟,3.5
1750,"Emily has two identical cards in the shape of equilateral triangles. She places them both onto a sheet of paper so that they touch or overlap and draws around the shape she creates. Which one of the following is it impossible for her to draw?
<image1>",من المستحيل أن ترسم إيميلي الشكل الذي يتكون من تداخل أو لمس البطاقاتين المتطابقتين على شكل مثلثات متساوية الأضلاع دون وجود فراغ بينهما.,4.15
1751,"In the triangle $P Q R$, the lengths of sides $P Q$ and $P R$ are the same. The point $S$ lies on $Q R$ so that $Q S=P S$ and $\angle R P S=75^{\circ}$. What is the size of $\angle Q R P$ ? <image1>",في المثلث $P Q R$، تكون طولي الضلعين $P Q$ و $P R$ متساويين. تقع النقطة $S$ على $Q R$ بحيث أن $Q S = P S$ و $\angle R P S = 75^\circ$. ما هي درجة $\angle Q R P$؟,5.34
1752,"William has four cards with different integers written on them. Three of these integers are 2, 3 and 4 . He puts one card in each cell of the $2 \times 2$ grid shown. The sum of the two integers in the second row is 6 . The sum of the two integers in the second column is 10 . Which number is on the card he places in the top left cell?
<image1>",ما الرقم الموجود على البطاقة التي وضعها في الخلية العلوية اليسرى؟,3.07
1753,"Tom throws two darts at the target shown in the diagram. Both his darts hit the target. For each dart, he scores the number of points shown in the region he hits. How many different totals could he score?
<image1>",كم عدد النقاط المختلفة التي يمكن أن يحققها توم؟,2.82
1754,"The diagram below shows five rectangles, each containing some of the letters $\mathrm{P}, \mathrm{R}, \mathrm{I}, \mathrm{S}$ and $\mathrm{M}$.
<image1>
Harry wants to cross out letters so that each rectangle contains only one letter and each rectangle contains a different letter. Which letter does he not cross out in rectangle 2?",يريد هاري شطب الحروف بحيث يحتوي كل مستطيل على حرف واحد فقط، ويكون كل مستطيل يحتوي على حرف مختلف. أي حرف لا يشطبه هاري في المستطيل الثاني؟,4.01
1755,"The two diagrams show a side view and a plan view of a tower made with light and dark coloured blocks. In the tower, only dark coloured blocks are placed on top of dark coloured blocks and only light coloured blocks are placed on top of light
<image1>
coloured blocks. How many blocks in the tower are light coloured?",كم عدد الكتل الفاتحة اللون في البرج؟,2.84
1756,"The diagram shows a triangle joined to a square to form an irregular pentagon. The triangle has the same perimeter as the square.
<image1>
What is the ratio of the perimeter of the pentagon to the perimeter of the square?",ما هي نسبة محيط المثلث الخماسي غير المنتظم إلى محيط المربع؟,3.07
1757,"My TV screen has sides in the ratio $16: 9$. My mother's TV screen has sides in the ratio $4: 3$. A picture which exactly fills the screen of my TV only fills the width of the screen of my mother's TV.
What fraction of the screen on my mother's TV is not covered?
<image1>",ما النسبة الفرعية للجزء غير المغطى من شاشة تلفزيون أمي؟,3.15
1758,"In triangle $P Q R$, the point $S$ is on $P Q$ so that the ratio of the length of $P S$ to the length of $S Q$ is $2: 3$. The point $T$ lies on $S R$ so that the area of triangle $P T R$ is 20 and the area of triangle $S Q T$ is 18 , as shown in the diagram.
<image1>
What is the area of triangle $P Q R$ ?",ما هو مساحة المثلث $PQR$؟,3.09
1759,"The diagram shows a plan of a town with various bus stops. There are four bus routes in the town.
Route 1 goes $\mathrm{C}-\mathrm{D}-\mathrm{E}-\mathrm{F}-\mathrm{G}-\mathrm{H}-\mathrm{C}$ and is $17 \mathrm{~km}$ long.
Route 2 goes $\mathrm{A}-\mathrm{B}-\mathrm{C}-\mathrm{F}-\mathrm{G}-\mathrm{H}-\mathrm{A}$ and is $12 \mathrm{~km}$ long.
Route 3 goes $\mathrm{A}-\mathrm{B}-\mathrm{C}-\mathrm{D}-\mathrm{E}-\mathrm{F}-\mathrm{G}-\mathrm{H}-\mathrm{A}$ and is $20 \mathrm{~km}$ long.
Route 4 goes $\mathrm{C}-\mathrm{F}-\mathrm{G}-\mathrm{H}-\mathrm{C}$.
<image1>
How long is route 4 ?",يبلغ طول المسار 4 حوالي $7 \mathrm{~km}$.,3.42
1760,"In the sum each letter stands for a different digit.
What is the answer to the subtraction $ RN - KG $ ? <image1>",ما هو الجواب للطرح $RN - KG$؟,2.99
1761,The diagram shows squares of three different sizes arranged into a rectangle. The length of each side of the smallest squares is $20 \mathrm{~cm}$. Adam Ant walks along the path marked from $P$ to $Q$. How far does Adam walk? <image1>,"يُظهر الرسم تخطيطًا لمربعات من ثلاثة أحجام مختلفة مرتبة في مستطيل. يبلغ طول كل جانب من أصغر المربعات 20 سم. يسير آدم أنت على المسار الموضح من نقطة ""P"" إلى نقطة ""Q"". ما هي المسافة التي يسيرها آدم؟",5.84
1762,Two rectangles of dimensions $8 \mathrm{~cm}$ by $10 \mathrm{~cm}$ and $9 \mathrm{~cm}$ by $12 \mathrm{~cm}$ overlap as shown in the diagram. The area of the black region is $37 \mathrm{~cm}^{2}$. What is the area of the grey region? <image1>,ما هو مساحة المنطقة الرمادية؟,2.82
1763,"In the quadrilateral $P Q R S$, the length of $P Q$ is $11 \mathrm{~cm}$, the length of $Q R$ is $7 \mathrm{~cm}$, the length of $R S$ is $9 \mathrm{~cm}$ and the length of $S P$ is $3 \mathrm{~cm}$. Both $\angle Q R S$ and $\angle S P Q$ are $90^{\circ}$. What is the area of the quadrilateral $P Q R S$ ? <image1>","مساحة المثلث الرباعي $PQRS$ هي $\boxed{63 \, \text{سم}^2}$.",3.84
1764,"Two of the following four facts about a positive integer $N$ are true and two are false. <image1>
What is the value of $N$ ?","ما قيمة ""ن""؟",2.83
1765,"The shape in the diagram is made up of a rectangle, a square and an equilateral triangle, all of which have the same perimeter. The length of the side of the square is $9 \mathrm{~cm}$. What is the length of the shorter sides of the rectangle? <image1>",ما هي طول الأضلاع الأقصر للمربع؟,2.94
1766,"The diagram shows a square, an equilateral triangle and a regular pentagon. What is the size of $\angle W U V$ ? <image1>",ما هي درجة قياس الزاوية $\angle W U V$؟,3.08
1767,"In the diagram, each symbol represent a positive integer. The sums of the numbers in each row and in each column are as shown.
<image1>
What is the value of <image2>?",ما قيمة <image2>؟,2.74
1768,"In the diagram, $P Q R S$ is a square of side $10 \mathrm{~cm}$. The distance $M N$ is $6 \mathrm{~cm}$. The square is divided into four congruent isosceles triangles, four congruent squares and the shaded region.
<image1>
What is the area of the shaded region?",ما هو مساحة المنطقة الظلّية؟,2.85
1769,"The diagram shows a $2 \times 4$ table in which the numbers in each column except the first column are the sum and the difference of the numbers in the previous column.
<image1>
Carl completes a $2 \times 7$ table in the same way and obtains the numbers 96 and 64 in the final column. What is the sum of the numbers in the first column of Carl's table?","يُظهر الرسم تخطيطًا لجدول $2 \times 4$ حيث تكون الأرقام في كل عمود (باستثناء العمود الأول) هي مجموع وفرق الأرقام في العمود السابق.

يكمل كارل جدولًا $2 \times 7$ بنفس الطريقة ويحصل على الرقمين 96 و64 في العمود الأخير. ما هو مجموع الأرقام في العمود الأول لجدول كارل؟",6.84
1770,"Ellis's Eel Emporium contains a large tank holding three different types of eel: electric eels, moray eels and freshwater eels. A notice on the tank reads as follows:
<image1>
How many eels are in the tank?",كم عدد الثعابين الموجودة في الخزان؟,2.88
1771,"Sid is colouring the cells in the grid using the four colours red, blue, yellow and green in such a way that any two cells that share a vertex are coloured differently. He has already coloured some of the cells as shown.
What colour will he use for the cell marked $X$ ?
<image1>","ما اللون الذي سيستخدمه سيد للخلية المُعلّمة بـ ""X""؟",3.2
1772,"Lily pours 296 litres of water into the top of the pipework shown in the diagram. Each time a pipe forks, half the water flows to one side and half to the other. How many litres of water will reach container $\mathrm{Y}$ ? <image1>",تُصب ليلي 296 لترًا من الماء في أعلى نظام الأنابيب الموضح في الرسم البياني. كلما انقسمت أنبوب إلى فرعين، يتدفق نصف الماء إلى جانب واحد والنصف الآخر إلى الجانب الآخر. كم لترًا من الماء سيصل إلى الحاوية Y؟,5.22
1773,"Andrew wants to write the letters of the word KANGAROO in the cells of a $2 \times 4$ grid such that each cell contains exactly one letter. He can write the first letter in any cell he chooses but each subsequent letter can only be written in a cell with at least one common vertex with the cell in which the previous letter was written. Which of the following arrangements of letters could he not produce in this way?
<image1>","لا يمكن لأندرو إنتاج الترتيب التالي للحروف في كلمة KANGAROO في شبكة 2 × 4:

<صورة1>",3.75
1774,"The diagram shows four congruent right-angled triangles inside a rectangle. What is the total area, in $\mathrm{cm}^{2}$, of the four triangles? <image1>",ما هو إجمالي مساحة المثلثات الأربعة، بالسنتمترات المربعة؟,3.27
1775,"The diagram shows three triangles which are formed by the five line segments $A C D F, B C G, G D E, A B$ and $E F$ so that $A C=B C=C D=G D=D F=E F$. Also $\angle C A B=\angle E F D$. What is the size, in degrees, of $\angle C A B$ ? <image1>",ما هي درجة قياس الزاوية $\angle CAB$؟,2.87
1776,"Each square in the grid shown is $1 \mathrm{~cm}$ by $1 \mathrm{~cm}$. What is the area of the shaded figure, in $\mathrm{cm}^{2}$ ? <image1>",ما هو مساحة الشكل الظليل، بالسنتمترات المربعة؟,2.93
1777,"The diagram shows the eight vertices of an octagon connected by line segments. Jodhvir wants to write one of the integers 1,2,3 or 4 at each of the vertices so that the two integers at the ends of every line segment are different. He has already written three integers as shown.
<image1>
How many times will the integer 4 appear in his completed diagram?",كم مرة ستظهر الرقم 4 في مخططه المكتمل؟,3.18
1778,"In the diagram $P Q R S$ is a rhombus. Point $T$ is the mid-point of $P S$ and point $W$ is the mid-point of $S R$.
<image1>
What is the ratio of the unshaded area to the shaded area?",ما هي نسبة المنطقة غير الظليلة إلى المنطقة الظليلة؟,3.06
1779,"Using only pieces like the one shown in the diagram, Zara wants to make a complete square without gaps or overlaps.
<image1>
What is the smallest number of pieces she can use?",ما هو أصغر عدد من القطع التي يمكن لزارا استخدامها لتشكيل مربع كامل دون أي فجوات أو تداخلات؟,3.9
1780,"Claudette has eight dice, each with one of the letters $P, Q, R$ and $S$ written on all six faces. She builds the block shown in the diagram so that dice with faces which touch have different letters written on them.
What letter is written on the faces of the one dice which is not shown on the picture? <image1>",ما هو الحرف المكتوب على وجه النرد غير الظاهر في الصورة؟,3.34
1781,"A map of Wonderland shows five cities. Each city is joined to every other city by a road. Alice's map, as shown, is incomplete. How many roads are missing? <image1>",كم عدد الطرق المفقودة؟,2.8
1782,"Both of the shapes shown in the diagram are formed from the same five pieces, a $5 \mathrm{~cm}$ by $10 \mathrm{~cm}$ rectangle, two large quarter circles and two small quarter circles. What is the difference in $\mathrm{cm}$ between their perimeters? <image1>",ما هو الفرق في السنتيمترات بين محيطي الشكلين الظاهرين في الرسم البياني، واللذين يشكل كل منهما من قطع خمس، وهي مستطيل أبعاده 5 سم × 10 سم، ودائرتين كبيرتين نصف دائريتين وصغيرتين نصف دائريتين؟,5.48
1783,"In the diagram, lines $Q T$ and $R S$ are parallel and $P Q$ and $Q T$ are equal. Angle $S T Q$ is $154^{\circ}$. What is the size of angle $S R Q$ ? <image1>","في الرسم البياني، الخطوط $QT$ و $RS$ متوازية والخطوط $PQ$ و $QT$ متساوية. زاوية $STQ$ هي $154^\circ$. ما حجم زاوية $SRQ$؟

<صورة1>",5.07
1784,"A regular octagon is folded exactly in half three times until a triangle is obtained. The bottom corner of the triangle is then cut off with a cut perpendicular to one side of the triangle as shown.
<image1>
Which of the following will be seen when the triangle is unfolded?
<image2>",ما الذي سيُرى عند فتح مثلث بعد طيه ثلاث مرات على شكل ثماني منتظم وقطع الزاوية السفلية منه بقطع عمودي على أحد أضلاعه كما هو موضح؟,4.38
1785,"Rectangle $W X Y Z$ is cut into four smaller rectangles as shown. The lengths of the perimeters of three of the smaller rectangles are 11, 16 and 19 . The length of the perimeter of the fourth smaller rectangle lies between 11 and 19. What is the length of the perimeter of $W X Y Z$ ? <image1>","ما هو محيط المستطيل $W X Y Z$؟

(ملاحظة: لم يتم تضمين الصورة المرفقة في طلبك، لذا لا يمكنني تقديم ترجمة مرئية. يرجى توفير وصف تفصيلي أو بيانات إضافية إذا لزم الأمر.)",5.22
1786,Joseph writes the numbers 1 to 12 in the circles so that the numbers in adjacent circles differ by either 1 or 2 . Which pair of numbers does he write in adjacent circles? <image1>,يضع جوزيف الأرقام من 1 إلى 12 في الدوائر بحيث تختلف الأرقام المجاورة إما بمقدار 1 أو 2. أي زوج من الأرقام يكتبه في دوائر متجاورة؟,4.82
1787,"Patricia painted some of the cells of a $4 \times 4$ grid. Carl counted how many red cells there were in each row and in each column and created a table to show his answers.
Which of the following tables could Carl have created?
<image1>","يمكن لكارل أن يكون قد أنشأ الجدول التالي:

| الصف | عدد الخلايا الحمراء |
|---|---|
| 1 | 3 |
| 2 | 2 |
| 3 | 1 |
| 4 | 0 |

أو

| العمود | عدد الخلايا الحمراء |
|---|---|
| 1 | 2 |
| 2 | 3 |
| 3 | 1 |
| 4 | 0 |",6.99
1788,"Andrew wants to write the numbers $1,2,3,4,5,6$ and 7 in the circles in the diagram so that the sum of the three numbers joined by each straight line is the same. Which number should he write in the top circle? <image1>",يجب على أندرو كتابة الرقم **1** في الدائرة العلوية.,3.3
1789,"A square piece of paper of area $64 \mathrm{~cm}^{2}$ is folded twice, as shown in the diagram. What is the sum of the areas of the two shaded rectangles?
<image1>",ما هو مجموع مساحتي المستطيلين المحاطين باللون؟,3.15
1790,Which single digit should be placed in all three of the boxes shown to give a correct calculation? <image1>,"يجب وضع الرقم ""7"" في جميع الصناديق الثلاثة للحصول على حساب صحيح.",3.47
1791,"Nico is learning to drive. He knows how to turn right but has not yet learned how to turn left. What is the smallest number of right turns he could make to travel from $\mathrm{P}$ to $\mathrm{Q}$, moving first in the direction shown? <image1>","يعرف نيكو كيفية القيام بالانعطاف إلى اليمين لكنه لم يتعلم بعد الانعطاف إلى اليسار. ما هو أصغر عدد من الانعطافات إلى اليمين التي يمكنه القيام بها للسفر من $\mathrm{P}$ إلى $\mathrm{Q}$, مع التحرك أولاً في الاتجاه المُظهَر؟",6.08
1792,"When she drew two intersecting circles, as shown, Tatiana divided the space inside the circles into three regions. When drawing two intersecting squares, what is the largest number of regions inside one or both of the squares that Tatiana could create? <image1>",عندما رسمت تاتيانا دائرتين متعامدتين، كما هو موضح، قسّمت المساحة داخل الدائرتين إلى ثلاث مناطق. عند رسم مربعين متعامدين، ما هو أكبر عدد من المناطق التي يمكن لتاتيانا إنشاؤها داخل أحد المربعين أو كليهما؟,5.39
1793,"What is the largest number of "" $\mathrm{T}$ "" shaped pieces, as shown, that can be placed on the $4 \times 5$ grid in the diagram, without any overlap of the pieces? <image1>","ما هو أكبر عدد من القطع على شكل ""ت"" ، كما هو موضح، التي يمكن وضعها على شبكة 4 × 5 في الرسم دون أي تداخل للقطع؟",4.23
1794,"Maria has drawn some shapes on identical square pieces of paper, as shown. Each line she has drawn is parallel to an edge of her paper. How many of her shapes have the same perimeter as the sheet of paper itself? <image1>",كم من أشكال ماريا لها نفس محيط ورقة الورق نفسها؟,3.14
1795,"Christopher has made a building out of blocks. The grid on the right shows the number of blocks in each part of the building, when viewed from above. Which of the following gives the view you see when you look at Christopher's building from the front?
\begin{tabular}{|l|l|l|l|}
\hline 4 & 2 & 3 & 2 \\
\hline 3 & 3 & 1 & 2 \\
\hline 2 & 1 & 3 & 1 \\
\hline 1 & 2 & 1 & 2 \\
\hline \multicolumn{4}{|c|}{ front }
\end{tabular}
<image1>","الرؤية التي ترى من الأمام عند النظر إلى مبنى كريستوفر هي:

4 و 2 و 3 و 2.",3.83
1796,The diagram shows a wooden cube of side $3 \mathrm{~cm}$ with a smaller cube of side $1 \mathrm{~cm}$ cut out at one corner. A second cube of side $3 \mathrm{~cm}$ has a cube of side $1 \mathrm{~cm}$ cut out at each corner. How many faces does the shape formed from the second cube have? <image1>,يُظهر الرسم تخطيطًا لكوب خشبي أبعاده 3 سم لكل جانب، مع وجود مكعب أصغر أبعاده 1 سم في إحدى زواياه. هناك مكعب ثانٍ بأبعاد 3 سم لكل جانب، يحتوي على مكعب صغير أبعاده 1 سم في كل زاوية. كم عدد الوجوه التي يتكون منها الشكل الناتج عن المكعب الثاني؟,6.25
1797,"Alisha wrote an integer in each square of a $4 \times 4$ grid. Integers in squares with a common edge differed by 1 . She wrote a 3 in the top left corner, as shown. She also wrote a 9 somewhere in the grid. How many different integers did she write? <image1>",كم عدد الأعداد الصحيحة المختلفة التي كتبتها أليشا؟,3.07
1798,"The diagram shows a square $P Q R S$ with area $120 \mathrm{~cm}^{2}$. Point $T$ is the mid-point of $P Q$. The ratio $Q U: U R=2: 1$, the ratio $R V: V S=3: 1$ and the ratio $S W: W P=4: 1$. What is the area, in $\mathrm{cm}^{2}$, of quadrilateral $T U V W$? <image1>","يُظهر الرسم تخطيطًا لمربع $P Q R S$ بمساحة $120 \mathrm{~cm}^2$. نقطة $T$ هي نقطة المنتصف لـ $PQ$. النسبة $QU:UR=2:1$, والنسبة $RV:VS=3:1$, والنسبة $SW:WP=4:1$. ما هي مساحة الرباعي $TUVW$؟",6.31
1799,Emily makes four identical numbered cubes using the net shown. She then glues them together so that only faces with the same number on are glued together to form the $2 \times 2 \times 1$ block shown. What is the largest possible total of all the numbers on the faces of the block that Emily could achieve? <image1>,ما هو أكبر مجموع ممكن لجميع الأرقام على وجوه الكتلة التي يمكن أن تحققه إيميلي؟,3.58
1800,One slice of a circular cake is $15 \%$ of the whole cake. What is the size of the angle marked with the question mark? <image1>,ما هو حجم الزاوية المُحددة بالعلامة الاستفهامية؟,3.12
1801,"In the picture, the three strips labelled 1,2,3 have the same horizontal width $a$. These three strips connect two parallel lines. Which of these statements is true? <image1>",في الصورة، تملك الشرائط الثلاثة المُسماة 1، 2، 3 نفس العرض الأفقي $a$. هذه الشرائط تربط خطين متوازيين. أي من هذه العبارات صحيحة؟,4.78
1802,"In figure 1, alongside, the area of the square equals $a$. The area of each circle in both figures equals $b$. Three circles are lined up as shown in figure 2. An elastic band is placed around these three circles without moving them. What is the area inside the elastic band?

<image1>","في الشكل 1، بجانب كل مربع يساوي مساحة المربع ""أ"". تساوي مساحة كل دائرة في كلا الشكلين ""ب"". تم ترتيب ثلاث دوائر كما هو موضح في الشكل 2. يتم وضع شريط مطاطي حول هذه الدوائر الثلاث دون تحريكها. ما هي مساحة المنطقة داخل الشريط المطاطي؟

<image1>",5.94
1803,"The cuboid shown has been built using four shapes, each made from four small cubes. Three of the shapes can be completely seen, but the dark one is only partly visible. Which of the following shapes could be the dark one? <image1>
<image2>","الشكل المظلم قد يكون أيًا من الأشكال التالية:

- الشكل الأول (أ).
- الشكل الثاني (ب).
- الشكل الثالث (ج).",4.06
1804,"In the sum on the right, each of the letters $X, Y$ and $Z$ represents a different $X X$ non-zero digit. What does $X$ represent? <image1>",يمثل X الرقم 3.,2.77
1805,What is the ratio of the areas of the triangles $A D E$ and $A B C$ in the picture? <image1>,ما هي نسبة مساحتي المثلثين $ADE$ و $ABC$ في الصورة؟,3.36
1806,A rectangular sheet of paper which measures $6 \mathrm{~cm} \times 12 \mathrm{~cm}$ is folded along its diagonal (Diagram A). The shaded areas in Diagram B are then cut off and the paper is unfolded leaving the rhombus shown in Diagram C. What is the length of the side of the rhombus? <image1>,ما طول ضلع المربع المنتظم الناتج بعد طي الورقة المستطيلة التي تقاس بـ $6 \mathrm{~cm} \times 12 \mathrm{~cm}$ على طول قطرها، ثم قطع المناطق الظليلة في الرسم البياني باء، وأخيراً فتح الورقة لتشكيل المربع المنتظم المرسوم في الرسم البياني ج؟,6.12
1807,"In the diagram, $Q R=P S$. What is the size of $\angle P S R$ ? <image1>",ما حجم الزاوية $P S R$؟,2.85
1808,"Roo has a very unusual chessboard of side 7, in which only the squares which lie on the diagonals are shaded. Kanga then asks the question ""What would be the total white area of your chessboard if each side was 2003 squares long?"" What is the correct answer? <image1>",ما هو المساحة الإجمالية للمنطقة البيضاء في لوح الشطرنج الخاص بك إذا كان كل جانب بطول 2003 مربع؟,3.71
1809,"The target shown consists of an inner black circle with two rings, one black and one white, around it. The width of each ring is equal to the radius of the black circle. What is the ratio of the area of the black ring to the area of the inner black circle? <image1>",ما هي نسبة مساحة الحلقة السوداء إلى مساحة الدائرة السوداء الداخلية؟,3.3
1810,"A chain is made from circular links with external radius $3 \mathrm{~cm}$ and internal radius $2 \mathrm{~cm}$. When the rings are linked together as shown in the diagram, the length of the chain is $1.7 \mathrm{~m}$. How many rings are used? <image1>",كم عدد الحلقات المستخدمة في تصنيع السلسلة؟,3.09
1811,"Sol is having fun playing with water in two tanks. Tank $X$ has a base of area of $200 \mathrm{~cm}^{2}$.
Tank $Y$ has a base of area $100 \mathrm{~cm}^{2}$ and height $7 \mathrm{~cm}$. Sol has partly filled Tank X to a depth of $5 \mathrm{~cm}$. He then places Tank Y, which is empty, on the bottom of Tank X. The water in Tank X rises, of course, and spills over into in Tank Y. What level does the water reach in Tank Y ? <image1>",تصل مستوى الماء في الخزان Y إلى 5 سم.,3.05
1812,"Zoli wants to make a bench for his garden from some tree trunks sawn in half, as shown in the picture. The diameters of the two bottom trunks are 20 centimetres, and the diameter of the top trunk is 40 centimetres. What is the height of the bench in centimetres? <image1>",ما ارتفاع المقعد بالسمات؟,2.75
1813,"Barney has 16 cards: 4 blue $(B), 4$ red $(R), 4$ green $(G)$ and 4 yellow (Y). He wants to place them in the square shown so that every row and every column has exactly one of each card. The diagram shows how he started. How many different ways can he finish?
<image1>",كم عدد الطرق المختلفة التي يمكن لبارني من خلالها إكمال الترتيب بحيث يحتوي كل صف وعمود على بطاقة واحدة فقط من كل نوع؟,3.93
