id,dialect,description,description_dialect,question1,question2,question3,question4,question5,answer1,answer2,answer3,answer4,answer5,no_answer1,no_answer2,no_answer3,no_answer4,no_answer5
bace0126a76fb9fb4b3b2b81a5ca823f,Moroccan,هذه الصورة تبدو قريبة جدا لظهر رجل وهو يمتطي حصانه، في يده بارود باللون الأبيض و الأحمر، يرتدي عمامة بيضاء وفي ظهره قبعة مزينة بالألوان. حصانه أسود وعليه سرج مزين بالأحمر والذهبي. بجانبه نرى يد رجل يمسك بحزام حصانه الأبيض وفي يده بارود أسود وأبيض و يرتدي لباس أبيض.,تصويرة كتبان قريبة بزاف لضهر ديال راجل راكب فوق العود ديالو فيدو البارود بالبيض والحمر ولابس عمامة بيضا و فضهرو طربوش مزوق بالألوان. العود ديالو كحل وعليه بردع مزوق بالحمر و الذهبي. حداه كيبان يد ديال راجل شاد فحزام ديال العود ديالو البيض وفيديه بارود بالكحل والبيض ولابس شي لباس بيض.,واش هاد الراجل كايبان فوجهو؟,اش لابس الراجل اللي فوق العود؟ ,واش كيبانو عودان اخرين من غير هاد الجوج؟,فين كايتواجدو هاد العودان؟ ,الطربوش اللي فضهرو واش الطربوش الحمر المعروف ولا طربوش جبلي ولا شي شكل آخر؟,لا الراجل مصور من اللور ,كيبا لابس سلهام كحل وعمامة في البيض,لا كيبانوا فقط هاد الجوج, غير واضح فين كاينيين ربما فشي موسم,الطربوش فشي شكل اخر ممعروفش,False,False,False,True,False
a291de868e9c737b64fdb829f78d28af,Moroccan,في الصورة يوجد صالون مغربي تقليدي، يحتوي على أرائك مغطاة بأقمشة بيضاء مخططة بالأزرق ووسائد ملونة بالأبيض مع نقاط زرقاء وخضراء. أمام السدادر توجد طاولة صغيرة خشبية منقوشة، عليها أطباق صغيرة تحتوي على الفواكه و طواجن صغيرة. على الجدار خلف السدادر توجد بعض الزخارف، ومرايا صغيرة مزخرفة، بالإضافة إلى نبات أخضر. الجو يبدو هادئاً ومريحاً.,فالصورة كاين صالون مغربي تقليدي، فيه سدادر ملمطين بطلامط بيضين و مخططين بالزرق و مخاد ملونة بالأبيض مع نقط زرقاء وخضراء. قدام السدادر كاينة طبلة طبلة ديال العود صغيرة و منقوشة، وعليها شي طبيسلات صغار فيهم الفاكية و طويجنات صغار. فالحيط ورا السدادر كاينين بعض الزخارف، مرايا صغيرة مزوّقة، وواحد النبتة خضرة. الجو كيبان هادي ومرتاح.,كيدايرا الطبلة واش صغيرة ولا كبيرة ؟,واش دوك الطواجن الصغار فيهم الماكلة ولا غير للديكور ؟,شنو النوع ديال ديك النبتة الخضرة ؟,واش كاين شي أتاي ولا قهوة فوق الطبلة ؟,واش كاينين شي ناس جالسين فالصالون ؟,الطبلة كتبا من الحجم المتوسط, مباينينش مزيان شنو فيهم ربما ديكور, معنديش فكرة على الاسم ديالها,لا مكاين والوا فقط دوك الطواجن,لا الصالون كيبان خاوي مكاين حد,False,True,True,False,False
8c4feaf46e0f5dfd92438779119eba76,Moroccan,الصورة تُظهر ممرًّا صغيرًا وسط حديقة مليئة بالنباتات وأشجار النخيل والورود الوردية. يظهر في الأمام سور لبناء قديم بالطراز المغربي التقليدي ومغطى بالقرميد الأخضر، مع بعض أشجار النخيل التي تظهر في الخلفية. الممر مزين بسور حديدي على الجانبين، والجو يبدو جميلًا وصافيًا. المنطقة كلها خضراء ومزينة، مما يعطي إحساسًا بالراحة والسكينة.,"الصورة كتعرض باساج صغير وسط جردة عامرة بالنباتات والنخل و الورد الغوز، كيبان فالقدام سور ديال بناية قديمة بالطراز المغربي التقليدي و فوقها القرموض الأخضر ، وشي نخيلات واقفين فالبعد. الممر مزين بسور ديال الحديد على الجوانب، والجو باين زوين وصافي. المنطقة كلها خضرة ومزيّنة، وكتعطي إحساس بالراحة والسكينة. 
",واش كيبانو شي ناس غاديين فالباساج ؟,واش البناية القديمة باين عليها شي نقوش ولا زواق لي كيبين الطابع التقليدي ديالها ؟,واش القرمود الخضر لي فوق البناية كيبان قديم ولا جديد ؟,واش كاينين شي ديور فجنب البناية القديمة ؟,واش ديك الجردة فيها كراسا فين كيجلسو الناس ؟,لا المكان كيبان خاوي مكاين حد,نعم هاد البنايات أثرية قديمة,القرمود غادي يكون قديم اكيد, الصورة تخدات من الداخل مابينينش البنايات, في الصورة ماوضحش واش كاينين الكراسى,False,False,False,True,True
e9e769cc73efdf6b8643f2e1be384b67,Moroccan,في هذه الصورة تظهر لنا صحراء فيها كتل رملية وجملان يتجولان في الصحراء يمتطيهما فتاة ترتدي قميصا أبيضا مخططا بالأسود وسروال جينز أزرق، وولد يرتدي قميصا أبيضا وحقيبة سوداء وسروالا أبيضا فيه القليل من اللون البني. وهناك أيضا رجل يرشد الجملين يرتدي اللباس الصحراوي التقليدي باللون الأزرق الفاتح وعقدة رأس بيضاء.,فهاد التصويرة كتبالنا الصحرا فيها كتل ديال الرمل و جوج ديال الجمولة ماشين وراكبينهم بنت لابسة تريكو بيض مشرط بالكحل وسروال جينز زرق، وولد لابس قميجة بيضة وصاك كحل وسروال بيض فيه شوية ديال القهوي،  وواحد الراجل كيرشد دوك الجمولة لابس لباس صحراوي فالزرق فاتح ورزة فراسو بيضا.,واش الصورة تخاذت في وقت قريب، وعلاش؟,واش كيبان بلي الناس لي راكبين على الجمال فرحانين؟,واش اللباس والألوان ديال الحوايج لي لابسين لي راكبين كيوحيو بشي حاجة معينة؟,واش السيد لي كيرشد السياح كيبان متحمس للعمل ديالو، أو مكيبان عليه حتى علامة؟,واش ممكن  هاد الصورة  تصلح تدار في شي موقع إشهاري خاص بالسياحة؟, مفهمتش السوؤال غير واضح ., الناس مصورين من اللور مابينش الوجه ديالهم,لا حوايج عادية مكاين حتى حاجة مثيرة للانتباه, غير واضح لان الصورة تخدات من اللور,نعم الصورة زوينة وجات في منطقة سياحية,True,True,False,True,False
27ac373a8868d3839436c24817addbde,Moroccan,في الصورة يظهر رجل يرتدي جلابية تقليدية بيضاء وله لحية طويلة ومبتسم. هذا الشخص في مكان مظلم للغاية ويمسك فانوسًا بيديه، مما يوفر له بعض الضوء وسط الظلام. الفانوس يضيء وجهه بقليل من الضوء، وفي يده الأخرى كتاب مفتوح، ويبدو عليه التركيز فيه.,فالصورة كيبان واحد الراجل لابس جلابة تقليدية بيضة وعندو لحية طويلة و مبتاسم. هاد السيد كاين فشي بلاصة مظلمة بزاف و شاد فانوس بيديه اللي كيعطي للضو وسط الظلام. الفانوس مضوي ليه على وجهو بشوية ديال الضو، و بيدو الأخرى كتاب كتاب مفتوح، وباين عليه مركز فيه. ,شنو كيبان فهاد البلاصة لي مضلمة من غير الراجل؟,ديالاش هاد الكتاب لي فيديه؟,شنو هو اللون ديال الفانوس لي فيدو؟,واش ممكن تكون الابتسامة ديال الراجل السبب ديالها هو الكتاب؟,واش التصويرة تخادت فالليل ولا كاين سبب اخر لي يخلي البلاصة مضلمة؟,ماكيبان والو فقط داك الراجل , معنديش فكرة وحتى الكتاب ماكيبانش,اللون ديال الضو كيبان صفر,لا أضن الرجل يبتسم فقط باش ياخد صورة,لا داك الضلام داخل في ايطار ديكور ديال الصورة,False,True,False,False,False
d8592e85adbbb5e2b1fab70b419b552b,Moroccan,هذه الصورة تظهر صاحب المحل واقفًا ويبيع الفواكه الجافة مثل التمر والمشمش المجفف والزبيب والعديد من أنواع الفواكه الجافة الأخرى مرتبة بطريقة جميلة وألوانها زاهية. صاحب المحل يرتدي مئزرًا أبيض ويشرح شيئًا لأحد الزبائن. على الجنب توجد صورة للملك محمد السادس معلقة، وهناك صورة أخرى مشابهة لها في الخلف. يبدو أن المحل موجود في سوق شعبي مغربي.,هاد الصورة فيها واحد مول المحل واقف وكيبيع الفاكية بحال التمر، المشماش يابس ، والزبيب و بزاف ديال الأنواع ديال الفواكه الحافة مستفين بطريقة زوينة و الالوان مبهجة . مول الحانوت لابس طابلية بيضة وكيشرح لشي كليان شي حاجة. فالجناب كاينة واحد تصويرة ديال الملك محمد السادس معلقةهاد الصورة فيها واحد مول المحل واقف وكيبيع الفاكية بحال التمر، المشماش يابس ، والزبيب و بزاف ديال الأنواع ديال الفواكه الحافة مستفين بطريقة زوينة و الالوان مبهجة . مول الحانوت لابس طابلية بيضة وكيشرح لشي كليان شي حاجة. فالجناب كاينة واحد تصويرة ديال الملك محمد السادس معلقة و كاينة وحدة اخرى بحالها اللور تاهي . باين انه محل فشي سوق شعبي مغربي. و كاينة وحدة اخرى بحالها اللور تاهي . باين انه محل فشي سوق شعبي مغربي.,واش هاد المحل عليه اقبال من الكليان؟,شنو لابس الكليان لي كيشرح ليه السيد؟,واش كيبانو شي محلات اخرين فالتصويرة؟,المحل واش مغطي ولا من النوع اللي ما عندوش السقف؟,شحال الفئة العمرية ديال مول المحل؟,في الصورة ماكيبانوش الناس امام المحل, ماكيبانش الكلييان في الصورة فقط مول المحل,لا ماكيبانوش فقط هاد المحل ,طبعا مغطي بالسقف كامل .,كبير في السن تقريبا فوق 60 ,False,True,False,False,False
cf80a95380becde4f226173d7d4a93ba,Moroccan,"في هذه الصورة نرى ظهر بنت أول ولد صغير واقف, من المترقب أن يكون عمره 3 سنوات, يرتدي سروال قصير من الجينز, قميص أصفر, حذاء رمادية وجوارب وردية, شعره أشقر ومجعد. في جانبه نرى دمية كبيرة من البالون ممتدة على الأرض. في الخلفية نرى عدة أعلام لشيئ ما معلقة كزينة للمكان الذي يبدو على أنه ساحة أو موسم ألعاب.","فهاد التصويرة كنشوفو واحد البنت ولا ولد غير يكون فعمرو 3سنين عاطي بالضهر للتصويرة لابس شورط جينز وتيشرت صفر وصباط فالرمادي وتقاشر فالغوز, شعرو زعر وكيرلي. حداه كتبان واحد المونيكة ديال البالون طايحة فالأرض وفالخلفية كنشوفو بزاف ديال درابويات ديال شي حاجة معلقين مزوقين فيهم البلاصة لي كتبان بحال شي ساحة ولا موسم ديال الألعاب.",واش هاد المنطقة في شي مدينة أو قرية؟,واش نقدرو نعرفو نوع المناسبة لي كاين في الصورة؟,واش كيبان بلي الطفل فرحان في الصورة؟,واش مكينش شي حاجة  في المكان لي تقدر تكون فيها خطورة على الأطفال في هاد السن؟,واش الألعاب كلها من نفس النوع؟ , مابيناش واش قرية و لا مدينة من الصورة. ,مابابناش من الصورة نوع المناسبة. ,الطفل عاطي بالظهر ما كايبانوش ملامحه فالصورة. ,لا ماكاتبانش شي حاجة فالصورة اللي عليها خطورة على الاطفال. ,كاتبان أصلن غير لعبة وحدة اللي هي المونيكة ديال البالون اللي طابحة فالارض. ,True,False,False,False,False
00532ed751f08f114127c43ba89256fc,Moroccan,تُظهر الصورة جدارين متجاورين، أحدهما بني اللون والآخر نصفه الأعلى أبيض ونصفه الأسفل أزرق. يكسو الزاوية المشتركة بين الجدارين نبات متسلق يزدان بأزهار بنفسجية، مما يضفي على المشهد جماليةً لافتة. وتظهر في الصورة نباتات صغيرة أخرى. هذه الصورة تعكس طابعًا تراثيًا مغربيًا رائعاً.,"الصورة كاينين فيها جوح حيوط متجاورين, واحد قهوي و واحد أبيض من الفوق وزرق من التحت. في الزاوية ديال هاد جوج حيوط كاينة واحد النبتة سارحة حتى الفوق, و فيها ورد لونو بنفسجي, كتعطي واحد المنظر زوين. كاينين شوية ديال النباتات صغار. هاد الصورة كتعبر على واحد الديكور مغربي قديم و جميل.",واش كيبانو شي ناس فهاد التصويرة؟,كيفاش داير الجو فالسما فالتصويرة؟,واش كاين شي محلات تجارية فالصورة؟,شنو هو النوع ديال هاد النبتة لي سارحة؟,شنو لي كيدل على ان التصويرة مغربية؟,لا، التصويرة ماكيبان فيها حتا شي واحد, حيتاش السما ماكاتبانش لينا فهاد التصويرة ,لا، ماكاين حتا شي محل تجاري فالتصويرة,النبتة لي سارحة هي اللوايا,النوع ديال البني و الألوان المستعملة فالتصويرة و حتا النبتة,False,True,False,False,False
2246e216eafea547dece9d23865fa656,Moroccan,"في هذه الصورة، تظهر زقاق ضيق في مدينة مطلية بالكامل باللون الأزرق، على غرار تصميم مدينة شفشاون. الزقاق يحتوي على منازل مغطاة بالقرميد الأحمر، وتوجد أشجار هنا وهناك، كما يوجد محل يُدعى ""سناك زايد"". يظهر في الصورة رجل وحيد يسير صاعداً في هذا الزقاق وهو يرتدي ملابس سوداء.",هذه الصورة كاتبين لنا واحد الزنقة صغيرة في شي مدينة كلها مصبوغه بالازرق بحال الشكل ديال مدينة شفشاون هاد الزنقة هذي فيها ديور مغطين بالقرمود الاحمر وكاين شي شجر تما وكاين واحد المحل سميته سناك زايد وكيبان واحد الرجل طالع من هذيك الزنقه بوحدو لابس الكحل. ,إذا مكنتش شفشاون شمن مدينة مغربية تقدر تكون؟,شنو من غير اللون الأزرق لي يقدر يبين بلي الصورة في شفشاون وماشي مدينة أخرى؟,واش كاينة شي إقبال على مول السناك، وشمن نوع ديال الماكلة كيقدّم؟,واش الشجرة لي في الصورة مثمرة؟,واش كيبانو شي ناس في الصورة أو لا؟, ماكاينش فالصورة دلالة على اينا مدينة مغربية من غير شفشاون. ,ماكايناش دلالة على أخرى من غير اللون الازرق. ,لا فالصورة ماكايبانوش كليان عند دك السناك. ,لا الشجرة اللي فالصورة مافيها حتى ثمار. ,كاين غير دك الراجل اللي طالع من الزنقة. ,True,False,False,False,False
f135785de562c0f4042034dd519b3d16,Moroccan,"على الصورة يثير انتباهنا أولا شيئان اثنان، أولهما هاتف ثابت عمومي، يظهر على أنه غير شغال لكون شاشته الصغيرة لا تظهر شيءا بالإضافة إلى كونه قديم، والثاني على يمين الصورة يظهر لنا متجر، به عدة أكياس غالبا تملئها قطنيات و بهارات، و يمكننا رؤية منتجات أخرى كالمربى و المناديل الورقية في الوراء. على يسار الصورة يمكننا رؤية قفل باب بني اللون و بجانبه زقاق لا يظهر جيدا. الهاتف العمومي معلق على باب المتجر لأن القفل على الباب البني هو قفل المتجر,",فالتصويرة كانشوفو جوج حوايج لي باينين مزيان، أول حاجة هو الفيكس ديال الزنقة، لي كيبان لينا ماخدامش حيت ليكرون ديالو مافيها تاحاجة مكتوبة و كيبان بلي قديم أصلا، و الثانية على ليمن ديال اتصويرة كاين حانوت، كيبان لينا فالحانوت بزاف دالخناشي غالبا فيهم العطرية و القطنيات و داكشي، و كيبانو لينا حتا برودويات خرين بحال الكوفيتير و المشاور فاللور.، على ليسر ديال التصويرة كيبان لينا واحد الزكروم ديال باب قهوي حدا الفيكس و شي زنقة كيبان منها غير شوية. الفيكس لاصق فاالباب ديال الحانوت حيت داك الزكروم ديال الباب ديال الحانوت.,اشمن لون هاداك التيليبوتيك ديال الزنقة ؟,واش تلمكل ديال العطرية كايبان فيه مولاه؟ ,واش كاين الرواج على هاد المحالات ؟,واش كيبانو ناس فالصورة ؟,كيدايرة حالة الطقس فالصورة ؟,لون الأبيض و الرمادي والازرق,لا ماكيبانش فقط العطرية وشي مواد غدائية, غير واضح من الصورة .,لا ماكيبانوش نهائيا في الصورة, غير واضح حالة الطقس في الصورة,False,False,True,False,True
d395eae8e97e1665d634682541fad26d,Moroccan,"في الصورة يظهر طبق من الرفيسة بالدجاج أو ما يسمى بالتريد، الطبق موضوع على طاولة ويحتوي على دجاجتين، مزين باللوز والمشمش والبرقوق، ويوجد التمر في الوسط محاط بالجوز، وهناك أيضًا العدس.






","في الصورة كيبان لينا طبق ديال الرفيسة بالدجاج أو ما يسمى بالتريد ,الطبق محطوط فوق شي طبلة متكون من جوج دجاجات  ومزين باللوز والمشماش والبرقوق وكاين التمر في وسطو دايرين الكركاع , وكاين حتى العدس.",واش كاينين ناس دايرين بالطبق؟,واش الرفيسة بالمسمن ولا بالخبز؟,واش الطبق قصرية ولا طبسيل؟,شنو اللون ديال الطبلة لي فوق منها الطبق؟,واش الطبق كبير ولا متوسط ولا صغير؟,لا من خلال الصورة غير واضح واش كاينين شي ناس,كتبان الرفيسة بالمسمن طبعا .,الطبق في طبسيل كبير ., من خلال هاديك طبلة من الزاج ,في الصورة طبق كيبان كبير ,False,False,False,True,False
dc5791a8a2df9006222bbb8e5a434631,Moroccan,في الصورة يظهر رجل كبير في السن قليلاً، ذو لحية بيضاء، ويرتدي نظارات للرؤية، وعلى رأسه قبعة سوداء اللون. يرتدي مئزرًا أبيض فوق ملابسه. الرجل جالس على كرسي وأمامه طاولة عليها بعض الأكواب الفخارية التي يبدو أنه صنعها بيديه، كما توجد قصعة مملوءة بالماء. ويبدو أن الرجل مشغول بتجهيز شيء آخر من الفخار يشبه طاجينًا.,الصورة كيبان فيها واحد الراجل كبير شوية فالعمر، عندو لحية بيضا، داير نظاظر ديال الشوف، وفراسو طربوش كحل، لابس طابلية بيضا فوق حوايجو. الراجل جالس فكرسي وقدامو طبلة فيها شي كيسان ديال الفخار باينة صاوبهوم بيدو، وكاينة واحد القصعة عامرة بالما، والراجل كيبان خدام كيقاد شي حاجة أخرى بالفخار لي كتشبه لشي طاجين.,واش كاينين شي اواني اخرين حدا داك الراجل ؟ ,واش الراجل كيبان عليه مركز فدكشي اللي كايدير ؟,اشمن لون كايخدم بيه الفخار ديالو؟ ,واش كاينين عمال اخرين حدا دك الراجل ؟,واش المحل عليه الاقبال من طرف الزبناء؟ ,لا ماكين حتا شي أواني خرين,نعم، الراجل كيبان مركز وخدام مزيان على داكشي لي كيدير,الفخار كيبان لينا فواحد اللون بحال الرمادي,لا، ماكينين حتا شي عمال خرين حدا الراجل , حيتاش التصويرة شادا غير البلاصة فين خدام الراجل، ماشي البلاصة ديال البيع ,False,False,False,False,True
ad9a94e3d324ab9fd2189b32d239d7c4,Moroccan,في هذه الصورة نرى 3 فتيات صغيرات في قسم دراسي يرتدين لباس أمازيغي مغربي ربما بمناسبة السنة الأمازيغية الجديدة. القسم يوجد به طاولات بيضاء مخططة بقلم حبر أزرق وأيضا كراسي باللون الأصفر.,هاد  التصويرة كنشوفو فيها 3 بنات صغارين فقسم دراسي لابسين لباس ديال الأمازيغ يمكن بمناسبة السنة الأمازيغية الجديدة. القسم فيه طابلات بويض مشرطين شوية بستيلو زرق وكيبانو حتى كراسا صوفر.,واش القسم فيه غير البنيتات الثلاثة؟,شنو من غير اللباس كيبين النوع ديال المناسبة؟,واش كيبان شنو مكتوب على الطوابل؟,شن مستوى دراسي يقد يكزن عند البنيتات؟,واش كيبانو البنيتات فرحانين بالمناسبة؟,لا، القسم كيبانو لينا فيه بنيتات خرين لابسين لبس مختلف , ماكينا حتا شي علامة اخرا كتبين هدشي,لا، ماكيبانش لينا شنو مكتوب فالطوايل,البنات غالبا غايكونو فالثاني ولا الثالث ابتدائي,لا، البنيتات كيبانو حشمانين من الكاميرا,False,True,False,False,False
e83dfe7c691bab9214b4055cbc5bc921,Moroccan,في هذه الصورة نرى امرأة مسنة جالسة على كرسي صغير، وتبدو وكأنها تبيع شيئًا، حيث يوجد أمامها كيس مفتوح يحتوي على فاكهة أو خضار باللون الأصفر. وبجانب الكيس توجد عشبة خضراء، وهناك أيضًا أكياس مغلقة بجانب المرأة تحتوي على أشياء أخرى.,هاد الصورة كنشوفو فيها واحد المرا كبيرة فالعمر جالسة على كرسي صغير، وباينة كتبيع شي حاجة حيت قدامها كاين واحد الصاك محلول فيه شي فاكهة أو لا خضرة فاللون الصفر، وحدا الصاك كاينة واحد العشبة خضرة، وكاينين فجنب المرا شي ميكات مسدودين فيهم شي حاجة أخرى.,شحال يكون في عمر السيدة؟,واش البلاصة لي كتبيع فيها كاين في السوق؟ أو فقط في الشارع؟,واش كاين شي إقبال على شي لي كتبيع السيدة؟,واش السيدة كتبيع نوع واحد ديال السلعة؟,شنو ممكن يكون في الميكات الكوحل؟,السيدة لي فالصورة كتبان فالسبعينات ,البلاصة كتبان لينا غير شارع,ماكيبانو لينا حتا شي كليان حداها، يعني ماكينش اقبال,لا، السيدة عندها بزاف دالأنواع ديال السلعة, الميكات ماشي كوحل، ومنقدروش نعرفو,False,False,False,False,True
1cf16db09dce5b46fd4fd852774edaf6,Moroccan,"في هذه الصورة نرى قطارا مارا من سكة حديدية في نفق فوق الطريق. في جهة اليمين نرى طريقا وطنية يتواجد بها العديد من السيارات. هذا الشارع يبدو عصريا وحديثا جدا حيث تتواجد به بنايات شاهقة طويلة من المحتمل أن تكون بنايات سكنية أو شركات مهنية لأننا نرى لوحة إشهارية معلقة في حائط أحد البنايات مكتوبة باللون الأحمر لكن الكتابة غير واضحة.
","فهاد التصويرة كيبالنا واحد تران دايز فواحد السكة لي جا فتونيل فوق الطريق وفليمين كاينة طريق كتبان فحال طريق وطنية فيها بزاف ديال الطوموبيلات. هاد الشارع كيبان عصري بزاف وحديث فيه حتى بنايات طويلة بزاف يقدرو يكونو سكنية أولا شركات حيت واحد الحيط كيبان فيه واحد اشهار مكتوب بالحمر ولكن الكتابة ما واضحاش.
","واش داك التران ديال المسافرين ولا السلعة؟
",واش حركة السير كثيرة فديك الطريق الوطنية؟,واش كاينة شي صورة فداك الإشهار لي باللون الحمر ولا غير الكتابة؟,بشمن لون مصبوغ هاد التران؟,شحال من طوموبيل كتبان فالطريق؟,التران كيبان لينا ديال المسافرين,نعم، كيبانو لينا بزاف ديال السيارات غاديين جايين,لا، كاتبان لينا غير الكتابة صافي,التران لي فالصورة مصبوغ باللون الزرق, مانقدروش نحسبو كاع داك العدد حيت تقدر تفلت شي وحدة,False,False,False,False,True
67546d91d9415f7806e93d6a5094c165,Moroccan,"في الصورة يظهر رجل يركب الكوتشي ويقودها في وسط ساحة، من المحتمل أن تكون ساحة جامع الفنا في مراكش. في الجهة الأخرى، يوجد بعض الأشخاص واقفين وآخر جالس في مقهى.






","في الصورة كيبان واحد السيد راكب في الكوتشي وغادي سايقها في وسط شي ساحة غالبا غادي تكون ساحة جامع الفنا في مراكش , في الجهة الأخرى كاينين شي ناس واقفين و واحد اخر جالس فشي قهوة .",شنو كيبين لينا فالتصويرة بلي راه جامع الفنا؟,واش الناس مغاربة ولا توريست؟,شنو لابسين هاد الناس لي فالتصويرة؟,شحال العمر ديال السيد لي فوق الكوتشي؟,واش كنشوفو شي محلات خرين فالتصويرة؟ ديالاش هاد المحلات؟, معرفتش شنو لي كيميز جامع الفنا فهاد التصويرة عمرني مشيت ليها.,مواضحش الوجه ديال الناس ولكن من لباسهم كيبانو بلي مغاربة.,الاغلبية لابسين سروال جينز وتجاكيط من الفوق.,مكيبانش وجهو واضح ولكن من خلال الهيئة ديالو يقدر يكون فالتلاتينات ديالو.,كتبان غير واحد القهوة فالخلفية وناس جالسين فالكراسة ديالها.,True,False,False,False,False
f85116a581d3251f15f002cdbbaaec8e,Moroccan,"يظهر لنا من خلال الصورة بحر أو بحيرة أو نهر كبير في وقت الغروب حيث أن أشعة الشمس تنعكس على سطح المياه، و عبارة تحمل الناس مصبوغة باللونين الأبيض و الأحمر. في خلفية الصورة نرى خطا من الأشجار و الشمس تغرب من فوقه.
","كيبان لينا فالتصويرة واحد البحر ولا بحيرة ولا واد كبير، فوقت الغروب ضاربة الشمس فالما، واحد الباطو كبير كيهز الناس، مصبوغ بالحمر و البيض، فاللور ديال التصويرة كنشوفو واحد الخط ديال الشجر و الشمس كتغرب فوق منهم.
","شنو هو اللون لي عاطي انعكاس فالما والسما؟
","شحال ديال الناس هاز هاد الباطو؟
","واش هاد الباطو سياحي ولا ديال السفر؟
","واش البلاصة من بعيد كتبان على أنها غابة؟
","الباطو كيداير الحجم ديالو فالما؟
",اللون ليعاطي انعكاس فالما و السما هو اللون البرتقالي المفتوح, منقدروش نعرفو حيت كاين عدد كبير من الناس و ماكيبانوش مزيان باش نحسبوهم,الباطو كيبان لينا بلي ديال السفر ,نعم، البلاصة من بعيد كتبان على أنها شي غابة,الباطو كيبان كبير فوسط الما,False,True,False,False,False
8ddf77cf540da4f862f4e4cb98a5652f,Moroccan,في الصورة توجد زقاق ضيقة مزينة باللون الأزرق الفاتح في الجزء السفلي من الجدران، واللون الأبيض في الجزء العلوي. توجد نخيل وأصص بها زهور ونباتات على الجانبين. في نهاية الزقاق، يوجد باب كبير من الخشب وعليه لوحة مكتوبة. تظهر فتاة ترتدي ملابس سوداء تقف أمام الدرجات المؤدية إلى ذلك الباب، وضوء النهار يضيء الزقاق.,فالصورة كاينة واحد زنيقة مضيقة مزوّقة بالزرق الفاتح فالجزء التحتاني ديال الحيوط  ديالها واللون الأبيض فالجزء الفوقاني. كاينين نخيلات و محابق فيهم الغرس و النباتات فالجناب ، فآخر الزنقة كاين باب كبير من العود و عليه بلاكة مكتوبة. كتبان واحد البنت لابسة الكحل واقفة قدام الدريجات ديال داك الباب والضو ديال النهار مضوي على الزنقة. ,واش هاد زنقة تقدر تقكون فمدينة سياحية؟,واش هاد الغرس والمحابق ديال شي دار فهاد الزنقة؟,شنو مكتوب فهاد البلاكة لي فاخر الزنقة؟,شنو كدير هاد البنت لي لابسة الكحل؟,واش كيبان شي محل تيجاري ولا كاينين غير ديور سكنية؟,نعم، غالبا هاد الزنقة فشي مدينة قديمة لي كتجلب السياح,الغرس كيبان محطوط للتزيين، يعني الناس ديال الزنقة كاملين مشاركين فيه, البلاطة مكتبانش مزيان باش نعرفو ,البنت كتبان بلي واقفة باش تصور,لا، ماكيبان لينا حتا شي محل تجاري فالتصويرة ,False,False,True,False,False
b89819223fdc3b08eb9be54cbf6796ac,Moroccan,"تظهر في هذه الصورة قبة ومئذنة المسجد النبوي في المدينة المنورة، حيث يتجمع العديد من الناس، خاصة وقت الصلاة. الفناء واسع وتحيط به جدران بأقواس، ويوجد أشخاص يتجولون في الساحة التي تعكس أشعة الشمس بشكل جميل.
","هاد الصورة كاتبان فيها القبة و الصومعة ديال المسجد النبوي في المدينة المنورة، كيتجمعو فيها الناس بزاف، خصوصاً وقت الصلاة. الساحة واسعة و دايرين بيها الحيوط بالاقواس، وكاينين ناس كيتساراو وسط الساحة اللي كاتبان ضاربة فيها الشمس بشكل زوين .
","واش الناس لي في الصورة كلهم من المعتمرين؟
",شنو اللون ديال القبة دالمسجد؟,"واش الوقت وقت صلاة أولا لا؟
",شمن لون الحيوط اللي فيهم أقواس؟,"واش القبة والصومعة ديال المسجد مبنيين بنفش الطريقة الشرقية؟
", منقدروش نعرفو حيتاش النوايا مختلفة، يقدر يكون غير انسان جا يصلي وصافي ولا زائر من السكان ديال المدينو,اللون ديال القبة كتبان لينا فالأخضر,لا، ماشي وقت صلاة حيتاش البيبان كيبانو لينا مسدودين,الحيوط كيبانو لينا باللون الترابي المفتوح,نعم، القبة والصومعة مبنيين على الطريقة المشرقية,True,False,False,False,False
