task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time,LLM_Judge_Result,LLM_Judge_Reasoning
pentagon_side=200","t.setheading(0)
for i in range(5):
  t.forward(pentagon_side)
  t.right(72)","pentagon_side=200
for _ in range(5):
    t.forward(pentagon_side)
    t.left(72)",1.32,False,"The first script turns left by 72 degrees while the second script turns right by 72 degrees, resulting in different shapes."
77,q1,../Datasets/TurtleBench/Tasks/77/image/77.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
pentagon_side=200","from math import sqrt, pi, cos
t = turtle.Turtle()
t.speed(0)
t.hideturtle()
t.setheading(36)
for i in range(5):
  t.forward(pentagon_side)
  t.right(72)
t.right(36)
for i in range(5):
  t.forward(2 * pentagon_side * cos(pi / 5))
  t.right(180 - 36)","pentagon_side=200
import math
t.penup()
t.goto(0, -pentagon_side/2)
t.pendown()
t.setheading(0)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.penup()
t.goto(0, pentagon_side/2)
t.pendown()
t.setheading(0)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)
t.forward(pentagon_side)
t.right(144)",7.71,False,"The first script draws multiple overlapping pentagons with different starting positions, while the second script draws a single pentagon and a star-like shape, resulting in different final outputs."
78,q1,../Datasets/TurtleBench/Tasks/78/image/78.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
for i in range(3):
  draw_polygon(3, triangle_side)
  t.left(60)","import math

triangle_side = 200
t.penup()
t.goto(-triangle_side/2, 0)
t.pendown()
t.setheading(0)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
t.left(120)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
t.left(120)",2.11,False,"The first script draws two separate triangles, while the second script draws a single triangle rotated multiple times, resulting in different shapes."
79,q1,../Datasets/TurtleBench/Tasks/79/image/79.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(0)
draw_polygon(3, triangle_side)
t.right(120)
draw_polygon(3, triangle_side)
","import math

triangle_side = 200
t.left(60)
for i in range(2):
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.left(120)
t.forward(triangle_side)",3.72,True,"Both scripts draw two equilateral triangles, resulting in the same final shape."
80,q1,../Datasets/TurtleBench/Tasks/80/image/80.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
semicircle_radius=70","t.setheading(180)
t.circle(semicircle_radius, 180)
t.left(90)
t.forward(2 * semicircle_radius)
","import math
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.setheading(90)
t.circle(semicircle_radius, 180)",1.43,False,"The first script draws a semicircle facing upwards, while the second script draws a semicircle facing left and then moves down, resulting in different final shapes."
81,q1,../Datasets/TurtleBench/Tasks/81/image/81.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
semicircle_radius=70","t.circle(semicircle_radius, -360)
t.right(180)
t.circle(semicircle_radius, 360)
t.left(90)
t.forward(2 * semicircle_radius)
t.forward(-4 * semicircle_radius)
","import math
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.circle(semicircle_radius)
t.penup()
t.goto(0, semicircle_radius)
t.pendown()
t.circle(semicircle_radius)
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.goto(0, semicircle_radius)",2.77,False,"The first script draws two semicircles and a vertical line, while the second script draws two full circles and two forward movements, resulting in different shapes."
82,q1,../Datasets/TurtleBench/Tasks/82/image/82.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
circle_radius=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.circle(circle_radius, 360)
t.left(180)
t.forward(circle_radius)
t.right(90)
draw_polygon(4, 2 * circle_radius)
t.forward(circle_radius)
t.right(90)
t.forward(2 * circle_radius)
t.right(90)
t.forward(circle_radius)
t.right(90)
t.forward(circle_radius)
t.right(90)
t.forward(2 * circle_radius)
","import math
circle_radius = 100
t.penup()
t.goto(-circle_radius, 0)
t.pendown()
t.circle(circle_radius)
t.penup()
t.goto(0, -circle_radius)
t.pendown()
t.goto(0, circle_radius)
t.penup()
t.goto(-circle_radius, 0)
t.pendown()
t.goto(circle_radius, 0)
t.penup()
t.goto(0, -circle_radius)
t.pendown()
t.goto(0, circle_radius)",3.59,False,"The first script draws a circle and two perpendicular lines, while the second script draws a circle and a square, resulting in different shapes."
83,q1,../Datasets/TurtleBench/Tasks/83/image/83.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
large_triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(0)
draw_polygon(3, large_triangle_side)
t.forward(large_triangle_side / 2)
t.right(60)
draw_polygon(3, large_triangle_side/2)
t.forward(large_triangle_side/4)
t.right(60)
draw_polygon(3, large_triangle_side/4)
","import math

large_triangle_side = 200
t.speed(0)
t.penup()
t.goto(-large_triangle_side / 2, 0)
t.pendown()
t.setheading(60)
t.forward(large_triangle_side)
t.left(120)
t.forward(large_triangle_side)
t.left(120)
t.forward(large_triangle_side)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(large_triangle_side / 4)
t.left(120)
t.forward(large_triangle_side / 4)
t.left(120)
t.forward(large_triangle_side / 4)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(large_triangle_side / 8)
t.left(120)
t.forward(large_triangle_side / 8)
t.left(120)
t.forward(large_triangle_side / 8)",2.86,False,"The first script draws a triangle and then smaller triangles at different positions, while the second script uses a function to draw triangles but with a different turning direction, resulting in a different visual output."
84,q1,../Datasets/TurtleBench/Tasks/84/image/84.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
radius=200","for i in range(3):
  t.forward(radius)
  t.right(180)
  t.forward(2 * radius)
  t.right(180)
  t.forward(radius)
  t.right(60)

t.forward(radius)
t.right(270)
t.circle(radius)
","import math
radius=200
t.penup()
t.goto(0, -radius)
t.pendown()
t.circle(radius)
for i in range(6):
    t.penup()
    t.goto(0, 0)
    t.setheading(i * 60)
    t.pendown()
    t.forward(radius)",3.17,False,"The first script draws a circle and six radial lines, while the second script creates a different pattern with a combination of lines and a circle, resulting in distinct shapes."
85,q1,../Datasets/TurtleBench/Tasks/85/image/85.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_sides=[90, 120, 150]","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
n_sides = 3
sides_length = 30
inner_angle = (n_sides - 2) * 180 / n_sides
side_turn = 180 - inner_angle
t.forward(triangle_sides[0])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[0])
t.right(90 + inner_angle)
t.forward(triangle_sides[1])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[1])
t.left(180 - inner_angle)
t.left(180 - atan((0.75)) * 180 / pi)
t.forward(triangle_sides[2])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[2])
","import math

triangle_sides = [90, 120, 150]
t.penup()
t.goto(0, 0)
t.pendown()

# Draw first triangle
t.begin_fill()
t.color(""black"")
for side in triangle_sides:
    t.forward(side)
    t.left(180 - (180 * (side / sum(triangle_sides))))
t.end_fill()

# Draw second triangle sharing one side
t.penup()
t.goto(0, 0)
t.setheading(0)
t.forward(triangle_sides[0])
t.left(90)
t.pendown()
t.begin_fill()
t.color(""black"")
for side in triangle_sides[1:]:
    t.forward(side)
    t.left(180 - (180 * (side / sum(triangle_sides[1:]))))
t.end_fill()

# Draw third triangle sharing one side
t.penup()
t.goto(0, 0)
t.setheading(0)
t.forward(triangle_sides[0])
t.left(90)
t.forward(triangle_sides[1])
t.left(90)
t.pendown()
t.begin_fill()
t.color(""black"")
for side in triangle_sides[2:]:
    t.forward(side)
    t.left(180 - (180 * (side / sum(triangle_sides[2:]))))
t.end_fill()",11.18,False,"The first script draws three triangles with specific angles based on their side lengths, while the second script uses a different approach to calculate angles and turns, resulting in different shapes."
86,q1,../Datasets/TurtleBench/Tasks/86/image/86.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_sides=[90, 120, 150]","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

n_sides = 5
inner_angle = (n_sides - 2) * 180 / n_sides
side_turn = 180 - inner_angle
t.forward(triangle_sides[0])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[0])
t.right(90 + inner_angle)
t.forward(triangle_sides[1])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[1])
t.left(180 - inner_angle)
t.left(180 - atan((0.75)) * 180 / pi)
t.forward(triangle_sides[2])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[2])
","import math

triangle_sides = [90, 120, 150]

def draw_polygon(sides, side_length):
    angle = 360 / sides
    for _ in range(sides):
        t.forward(side_length)
        t.left(angle)

def draw_triangle():
    for side in triangle_sides:
        draw_polygon(3, side)

t.penup()
t.goto(-100, 0)
t.pendown()
draw_triangle()

t.penup()
t.goto(100, 0)
t.pendown()
draw_triangle()

t.penup()
t.goto(0, -100)
t.pendown()
draw_triangle()",5.31,False,"The first script draws three triangles with different side lengths, while the second script draws a series of polygons with a different number of sides and angles, resulting in different shapes."
87,q1,../Datasets/TurtleBench/Tasks/87/image/87.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_sides=[90, 120, 150]","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

n_sides = 6
sides_length = 20
inner_angle = (n_sides - 2) * 180 / n_sides
side_turn = 180 - inner_angle
t.forward(triangle_sides[0])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[0])
t.right(90 + inner_angle)
t.forward(triangle_sides[1])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[1])
t.left(180 - inner_angle)
t.left(180 - atan((0.75)) * 180 / pi)
t.forward(triangle_sides[2])
t.right(side_turn)
draw_polygon(n_sides, triangle_sides[2])
","import math

triangle_sides = [90, 120, 150]

def draw_hexagon(side_length):
    for _ in range(6):
        t.forward(side_length)
        t.left(60)

def draw_triangle(side_lengths):
    for side in side_lengths:
        t.forward(side)
        t.left(120)

t.penup()
t.goto(-150, 0)
t.pendown()
draw_hexagon(triangle_sides[0])

t.penup()
t.goto(0, 0)
t.pendown()
draw_hexagon(triangle_sides[1])

t.penup()
t.goto(-75, -75)
t.pendown()
draw_hexagon(triangle_sides[2])

t.penup()
t.goto(0, 0)
t.pendown()
draw_triangle(triangle_sides)",6.01,False,"The first script draws three hexagons and one triangle, while the second script draws hexagons and uses different angles and turns, resulting in different shapes."
