id,level,subject,image,question,ground_truth,model_answer,evaluation_passed,run_time,ComplexEval
1477,4,combinatorics,images/1477.jpg,ترتدي فيرونيكا خمس خواتم كما هو موضح. فكم عدد الطرق المختلفة التي يمكنها بها خلع الخواتم واحدة تلو الأخرى؟,20,120,True,2.138,False
1478,4,metric geometry - area,images/1478.jpg,يُرسم مربع واحد داخل كل من المثلثين المتطابقين القائمين ومتساويي الساقين. مساحة المربع P هي 45 وحدة. فكم تبلغ مساحة المربع R بوحدات؟,40,30,False,1.133,False
1479,3,algebra,images/1479.jpg,"لدينا اثنا عشر وزنًا لها كتل صحيحة تبلغ $1 \mathrm{~g}, 2 \mathrm{~g}, 3 \mathrm{~g}, \ldots, 11 \mathrm{~g}$ و $12 \mathrm{~g}$ على التوالي. يقسم بائع هذه الأوزان إلى 3 مجموعات، تتكون كل مجموعة من 4 أوزان. الكتلة الكلية للمجموعة الأولى هي $41 \mathrm{~g}$، وكتلة المجموعة الثانية هي $26 \mathrm{~g}$ (انظر الشكل). أي من الأوزان التالية يقع في نفس مجموعة الوزن الذي كتلته $9 \mathrm{~g}$؟",C,C,True,2.373,True
1480,4,metric geometry - area,images/1480.jpg,يبلغ طول قطري المربعين $A B C D$ و $E F G B$ 7 سم و 10 سم على التوالي (انظر الشكل). النقطة $P$ هي نقطة تقاطع القطرين للمربع $A B C D$. ما هي مساحة المثلث $F P D$ (بـ $\mathrm{cm}^{2}$)?,17.5,15.5,False,0.828,False
1481,4,metric geometry - length,images/1481.jpg,"تأمل الدوائر الخمس ذات المراكز $A, B, C, D$ و $E$ على التوالي، والتي تتلامس مع بعضها البعض كما هو موضح في الشكل. تربط القطع المستقيمة المرسومة مراكز الدوائر المتجاورة. المسافات بين المراكز هي $A B=16, B C=14, C D=17, D E=13$ و $A E=14$. أي من هذه النقاط هو مركز الدائرة ذات أكبر نصف قطر؟",A,B,False,1.257,False
1482,2,solid geometry,images/1482.jpg,يُنحت تجويف نصف كروي في كل وجه من أوجه مكعب خشبي أضلاع طولها 2. جميع التجويفات متساوية الحجم، وتقع نقاط منتصفها في مركز أوجه المكعب. التجويفات هي الأكبر ما يمكن بحيث يتلامس كل نصف كرة مع كل نصف كرة مجاورة في نقطة واحدة بالضبط. ما هو قطر التجويفات؟,C,1,False,1.327,False
1483,4,transformation geometry,images/1483.jpg,يُوضع قرص داكن بثقبين على وجه ساعة كما هو موضح في الشكل. يتم تدوير القرص الداكن الآن بحيث يمكن رؤية الرقم 10 من خلال أحد الثقبين. أي من الأرقام يمكن رؤيته من خلال الثقب الآخر الآن؟,A,3,False,0.986,False
1484,5,analytic geometry,images/1484.jpg,في طريقها إلى المدرسة، اضطرت ماريا أولاً إلى الركض إلى محطة الأنفاق، وخرجت منها بعد محطتين، ثم سارت بقية الطريق سيرًا على الأقدام وصولاً إلى المدرسة. أي من مخططات السرعة-الزمن التالية يصف رحلتها إلى المدرسة بشكل أفضل؟,D,C,False,1.443,False
1485,4,metric geometry - area,images/1485.jpg,يُرسم مربع صغير طول ضلعه 4 سم داخل مربع كبير طول ضلعه 10 سم؛ وأضلاعهما متوازية لبعضها البعض (انظر الشكل). ما النسبة المئوية للشكل المظلل؟,D,60%,False,0.954,False
1486,3,combinatorial geometry,images/1486.jpg,المستطيل الكبير الموضح مقسم إلى 30 مربعًا متساويًا. محيط المنطقة المظللة بالرمادي هو 240 سم. ما هي مساحة المستطيل الكبير؟,D,2400 سم²,False,1.469,False
1487,3,algebra,images/1487.jpg,يتكون سياج خشبي مستقيم من عوارض عمودية مغروسة في الأرض، يتصل كل عارضة بالعارضة التي تليها بأربع عوارض أفقية. يبدأ السياج وينتهي بعارضة عمودية. من كم عارضة يمكن صنع مثل هذا السياج؟,B,9,False,1.188,False
1488,4,metric geometry - area,images/1488.jpg,يوضح الشكل ثلاثة مربعات متجاورة بأطوال أضلاع $3 \mathrm{~cm}$ و $5 \mathrm{~cm}$ و $8 \mathrm{~cm}$. ما هي مساحة شبه المنحرف المظلل؟,B,"مساحة شبه المنحرف المظلل هي \( 24 \, \text{cm}^2 \).",False,0.789,False
1489,4,metric geometry - area,images/1489.jpg,النقطتان $M$ و $N$ هما نقطتا المنتصف لضلعين من المستطيل الكبير (انظر الشكل). ما هو الجزء المظلل من مساحة المستطيل الكبير؟,C,الجزء المظلل من مساحة المستطيل الكبير هو نصف المساحة.,False,1.505,False
1490,4,metric geometry - length,images/1490.jpg,يُقسَّم الخماسي $A B C D E$ إلى أربعة مثلثات لها جميعها نفس المحيط (انظر الشكل). المثلث $A B C$ متساوي الأضلاع، والمثلثات $A E F$ و $D F E$ و $C D F$ هي مثلثات متطابقة ومتساوية الساقين. ما هي قيمة نسبة محيط الخماسي $A B C D E$ إلى محيط المثلث $A B C$؟,D,3,False,0.886,False
1491,3,algebra,images/1491.jpg,يتكون البرج من كتل مرقمة من الأسفل إلى الأعلى بالأرقام من 1 إلى 90. يستخدم بوب هذه الكتل لبناء برج جديد. في كل خطوة، يأخذ أعلى ثلاث كتل من البرج القديم ويضعها على البرج الجديد دون تغيير ترتيبها (انظر الشكل). كم عدد الكتل الموجودة في البرج الجديد بين الكتلتين اللتين يحملان الرقمين 39 و 40؟,4,3,False,0.783,False
1492,3,algebra,images/1492.jpg,يحتوي الدرج على 2023 درجة. كل ثالث درجة ملونة باللون الأسود. يمكن رؤية الدرجات السبع الأولى لهذا الدرج بالكامل في المخطط. تصعد أنيتا الدرج وتدوس على كل درجة مرة واحدة بالضبط. يمكنها أن تبدأ إما بالقدم اليمنى أو اليسرى، ثم تخطو بالتناوب بالقدم اليمنى أو اليسرى. ما هو أقل عدد من الدرجات السوداء التي تضع عليها قدمها اليمنى؟,337,5,False,1.344,False
1493,4,metric geometry - area,images/1493.jpg,يُقسَّم مربع طول ضلعه 30 سم إلى 9 مربعات. يحتوي المربع الكبير على ثلاث دوائر بأطوال أنصاف أقطار 5 سم (في أسفل اليمين)، و 4 سم (في أعلى اليسار)، و 3 سم (في أعلى اليمين)، كما هو موضح في الشكل. فكم هي مساحة المنطقة المظللة باللون الرمادي بوحدة $\mathrm{cm}^{2}$؟,500,"المساحة المظللة باللون الرمادي هي \( 540 \, \mathrm{cm}^2 \).",False,1.43,False
1494,4,combinatorics,images/1494.jpg,يجب توزيع الأرقام من 1 إلى 9 على المربعات التسعة في الشكل وفقًا للقواعد التالية: يجب أن يكون هناك رقم واحد في كل مربع. مجموع ثلاثة أرقام متجاورة هو دائمًا مضاعف للعدد 3. تم وضع الرقمين 3 و 1 بالفعل. فكم عدد الطرق لوضع الأرقام المتبقية؟,24,4,False,0.985,False
1495,4,graph theory,images/1495.jpg,كم عدد الطرق المختلفة لقراءة كلمة BANANA في الجدول التالي إذا كان بإمكاننا الانتقال فقط إلى حقل يشارك حافة مع الحقل الحالي ويمكننا استخدام الحقول عدة مرات؟,128,12,False,0.767,False
1496,5,logic,images/1496.jpg,تُوزَّع سبعة أرقام مختلفة من خانة واحدة بين الدوائر الموضحة بحيث يكون حاصل ضرب الأرقام الثلاثة المتصلة بخط مستقيم متساوياً في الحالات الثلاث. ما هو الرقم المكتوب في الدائرة التي تحمل علامة استفهام؟,2,4,False,1.084,False
1497,4,metric geometry - length,images/1497.jpg,اعتبر نصف دائرتين متلامستين نصف قطرهما 1، وقطريهما $A B$ و $C D$ على التوالي، وهما متوازيان. كما أن امتدادات القطرين مماس لنصف الدائرة الأخرى المقابلة (انظر الشكل). ما هي قيمة مربع طول $A D$؟,B,4,False,1.379,False
1498,3,descriptive geometry,images/1498.jpg,"رسم ليون حلقة مغلقة على سطح متوازي المستطيلات.
أي شبكة لا يمكن أن تُظهر حلقته؟",C,C,True,1.287,True
1499,4,metric geometry - length,images/1499.jpg,يوضح المخطط خريطة لحديقة كبيرة مقسمة إلى عدة أقسام، ويشير الرقم الموجود في كل قسم إلى محيطه بالكيلومتر. فما هو محيط الحديقة بأكملها بالكيلومتر؟,26,محيط الحديقة بأكملها هو  36 كيلومتر.,False,1.026,False
1500,3,transformation geometry,images/1500.jpg,طُويت هذه الورقة إلى النصف مرتين، ثم قُطعت منها مثلثات متساوية الأضلاع اثنتان. أي مخطط يوضح كيف ستبدو الورقة عند فردها مرة أخرى؟ <image1> <image2>,C,C,True,1.706,True
1501,4,combinatorial geometry,images/1501.jpg,بالنسبة للسداسي (بستة أضلاع مثل هذا)، أكبر عدد ممكن من الزوايا القائمة الداخلية هو:,5,6,False,1.234,False
1502,4,algebra,images/1502.jpg,كان هناك 5 ببغاوات في قفصي. وكان متوسط قيمتها 6000 يورو. في يوم من الأيام، بينما كنت أنظف القفص، طار أجمل ببغاء. وكان متوسط قيمة الببغاوات الأربعة المتبقية 5000 يورو. ما هي قيمة الببغاء الذي هرب؟,E,قيمة الببغاء الذي هرب هي 10000 يورو.,False,0.797,False
1503,4,descriptive geometry,images/1503.jpg,يمكن قص الشكل المسطح على اليمين وثنيه لتكوين مكعب. أي وجه سيكون مقابل الوجه الذي يحمل العلامة $\mathbf{x}$؟,E,C,False,0.973,False
1504,3,transformation geometry,images/1504.jpg,توجد ورقة فيلم مربعة شفافة موضوعة على طاولة. يتم رسم الحرف Y (هكذا) على الورقة. ندير الورقة باتجاه عقارب الساعة بزاوية 90 درجة، ثم نقلبها على ما هو الآن الحافة اليسرى للورقة، وبعد ذلك نديرها بزاوية 180 درجة. أي شكل يمكننا رؤيته الآن؟,A,C,False,0.796,False
1505,4,algebra,images/1505.jpg,يطلق جيفري ثلاثة سهام على كل هدف من أهداف الرماية الأربعة. سجل 29 نقطة على الهدف الأول، و43 على الهدف الثاني، و47 على الهدف الثالث. كم نقطة سجلها جيفري على الهدف الرابع؟,36,41,False,1.126,False
1506,3,metric geometry - area,images/1506.jpg,يغطي مربعان متساويان في الحجم، وبأضلاع متوازية، دائرة نصف قطرها 3 سم، كما هو موضح. فما هي المساحة المظللة الكلية بالسنتيمتر المربع؟,D,18 سم²,False,0.806,False
1507,4,combinatorial geometry,images/1507.jpg,تم بناء متوازي مستطيلات باستخدام 3 أشكال (ليست بالضرورة مختلفة)، يتكون كل منها من 4 مكعبات صغيرة كما هو موضح. الشكل المظلل باللون الأسود مرئي بالكامل، لكن كلا الشكلين الآخرين مرئيان جزئياً فقط. أي من الأشكال التالية هو الشكل غير المظلل؟,A,C,False,1.165,False
1508,3,metric geometry - area,images/1508.jpg,"في المستطيل $ABCD$، النقاط $P, Q, R$ و $S$ هي نقاط منتصف الأضلاع $AB, BC, CD$ و $AD$ على التوالي، و $T$ هي نقطة منتصف القطعة المستقيمة $RS$. ما الكسر الذي يمثله المثلث $PQT$ من مساحة $ABCD$؟",B,$\frac{1}{8}$,False,1.394,False
1509,4,combinatorial geometry,images/1509.jpg,يحاول كارل تقسيم الشكل الكبير المكون من المربعات إلى قطع أصغر باستخدام نسخ من القطعة T والقطعة F الموضحتين على اليمين فقط. (يمكن قلب القطع أو تدويرها). ما هو أصغر عدد ممكن من القطع T الذي يمكنه تحقيقه؟,2,3,False,0.897,False
1510,4,combinatorial geometry,images/1510.jpg,"في الشكل، المربع الكبير مقسم إلى 25 مربعًا أصغر. ما هو المجموع الذي ينتج عن جمع قياسات الزوايا الخمس $X P Y, X Q Y, X R Y, X S Y$ و $X T Y$؟",B,180°,False,0.714,False
1511,3,transformation geometry,images/1511.jpg,يوضح الشكل لولبًا من المثلثات متساوية الساقين. أكبر زاوية في كل مثلث هي $100^{\circ}$. المثلث الرمادي هو الرقم 0. يتصل كل مثلث لاحق (مرقم 1، 2، 3، ...) بالذي يسبقه بحافة واحدة، كما هو موضح. كما ترى، يغطي المثلث 3 مثلث 0 جزئياً فقط. ما هو رقم أول مثلث يغطي مثلث 0 تماماً؟,18,3,False,0.818,False
1512,5,metric geometry - angle,images/1512.jpg,في المثلث $ABC$، لدينا $AB=AC$ و $AE=AD$ وزاوية $BAD=30^{\circ}$. ما قياس الزاوية $CDE$؟,B,$30^{\circ}$,False,1.213,False
1513,4,algebra,images/1513.jpg,لكي تحصل على 50 في المربع الأخير من المتتالية التالية، ما هو العدد الموجب الذي يجب أن تبدأ به؟,42,18.52,False,1.16,False
1514,4,logic,images/1514.jpg,لدى رو 16 بطاقة: 4 سباتي ($\boldsymbol{*}$)، و 4 أندية ($\boldsymbol{*}$)، و 4 ماسات ($\bullet$)، و 4 قلوب ($\boldsymbol{v}$). يريد أن يضعها في المربع الموضح، بحيث يحتوي كل صف وكل عمود على بطاقة واحدة من كل نوع. يوضح الشكل كيف بدأ رو. كم عدد البطاقات الأربع التي يمكن وضعها مكان علامة الاستفهام؟,2,C,False,0.844,False
1515,4,descriptive geometry,images/1515.jpg,يوضح الشكل شبكة مكعب، مع إضافة ثلاثة خطوط منقطة. إذا قمت بطي الشبكة لتكوين مكعب ثم قمت بالقطع على طول الخطوط المنقطة، فسيكون لديك ثقب في المكعب. ما هو شكل الثقب؟,A,مثلث.,False,0.727,False
1516,5,arithmetic,images/1516.jpg,تُصنع سلسلة من حلقات دائرية، نصف قطرها الخارجي 3 سم ونصف قطرها الداخلي 2 سم، كما هو موضح في الشكل. طول السلسلة هو 1.7 م. كم عدد الحلقات المستخدمة؟,42,6,False,0.935,False
1517,3,metric geometry - area,images/1517.jpg,يوضح الشكل مربع $A B C D$ ودائرتين نصف دائرتين بقطرين $A B$ و $A D$. إذا كانت $A B=2$، فما هي مساحة المنطقة المظللة؟,2,"1. مساحة المربع \( A B C D = 2^2 = 4 \).
2. مساحة الدائرة ذات القطر \( A B = 2 \) (نصف القطر \( r = 1 \)): 
   \[
   \text{مساحة} = \frac{1}{2} \pi r^2 = \frac{1}{2} \pi (1^2) = \frac{\pi}{2}
   \]
3. مساحة الدائرة ذات القطر \( A D = 2 \) (نصف القطر \( r = 1 \)): 
   \[
   \text{مساحة} = \frac{1}{2} \pi r^2 = \frac{1}{2} \pi (1^2) = \frac{\pi}{2}
   \]
4. المساحة المظللة:
   \[
   \text{المساحة المظللة} = \text{مساحة المربع} - (\text{مساحة الدائرة الأولى} + \text{مساحة الدائرة الثانية}) = 4 - \left(\frac{\pi}{2} + \frac{\pi}{2}\right) = 4 - \pi
   \]

الإجابة النهائية هي:
\[
4 - \pi
\]",True,3.172,False
1518,5,arithmetic,images/1518.jpg,تدرب ألفونسو النعام على مسابقة الرأس في الرمل في الألعاب الأولمبية للحيوانات. لقد دفن رأسه في الرمل الأسبوع الماضي وأخرجه يوم الاثنين في الساعة 8:15 صباحًا ليجد أنه حقق رقمًا قياسيًا شخصيًا جديدًا - فقد كان تحت الأرض لمدة 98 ساعة و 56 دقيقة. متى دفن ألفونسو رأسه في الرمل؟,A,دفن ألفونسو رأسه في الرمل يوم الجمعة الساعة 9:19 صباحًا.,False,1.348,False
1519,4,combinatorial geometry,images/1519.jpg,يمتلك بوريس صندوقًا كبيرًا من الطوب. يبلغ طول كل طوبة 1 سم، وعرضها 2 سم، وارتفاعها 3 سم. ما هو أقل عدد من الطوب الذي سيحتاجه لبناء مكعب؟,36,12,False,0.594,False
1520,2,metric geometry - length,images/1520.jpg,في مربع أضلاع طولها $6 \mathrm{~سم}$، تقع النقطتان $A$ و $B$ على أحد محاور التماثل، كما هو موضح. المساحة المظللة تساوي كلتا المنطقتين غير المظللتين. ما هو طول $A B$؟,C,3 cm,True,1.494,False
1521,4,algebra,images/1521.jpg,تم إدخال أرقام متتالية بشكل قطري متقاطع في المربع الموجود على اليمين. أي من الأرقام التالية لا يمكن أن تكون قيمة $x$؟,A,C,False,1.187,False
1522,3,metric geometry - area,images/1522.jpg,في الشكل الموجود على اليمين، المثلث متساوي الأضلاع. ما هي مساحة الدائرة الكبيرة مقسومة على مساحة الدائرة الصغيرة؟,16,4,False,0.858,False
1523,2,metric geometry - length,images/1523.jpg,في الشكل، $A B C D$ متوازي أضلاع. إذا كانت $A A_{1}=4 \mathrm{~cm}$، و $D D_{1}=5 \mathrm{~cm}$، و $C C_{1}=7 \mathrm{~cm}$، فما هو طول $B B_{1}$؟,D,6 cm,False,1.244,False
1524,4,solid geometry,images/1524.jpg,يوضح الشكل مكعباً بأضلاع طولها 12 سم. تزحف نملة من النقطة $P$ إلى النقطة $Q$ على طول المسار الموضح. ما هو طول مسار النملة؟,D,طول مسار النملة هو 24 سم.,False,2.446,False
1525,3,metric geometry - area,images/1525.jpg,يوضح الشكل المسقط الأفقي لغرفة. الجدران المتجاورة متعامدة على بعضها البعض. يمثل الحرفان $a$ و $b$ على المخطط أطوال بعض الجدران. ما هي مساحة الغرفة؟,E,مساحة الغرفة = 3a × b + 2a × a = 3ab + 2a²,False,1.122,False
1526,4,descriptive geometry,images/1526.jpg,أي من المكعبات التالية يمكن طيه من الشبكة على اليمين؟,E,B,False,3.528,False
1527,5,metric geometry - angle,images/1527.jpg,يوضح الشكل مثلثاً متساوي الأضلاع وخماسياً منتظماً. ما هي قيمة $x$؟,132,$x = 60$,False,0.72,False
1528,2,metric geometry - length,images/1528.jpg,يوضح الشكل طول خيط يلتف فوق وتحت $n$ دائرة متساوية. مجموع أقطار الدوائر هو $d$ سم. ما هو طول الخيط بالسنتيمتر؟,A,طول الخيط هو \( d + 2n \) سم.,False,1.086,False
1529,3,metric geometry - area,images/1529.jpg,يظهر مستطيلان $A B C D$ و $D B E F$ في الشكل. ما هي مساحة المستطيل $D B E F$؟,B,12 cm²,False,1.313,False
1530,5,metric geometry - angle,images/1530.jpg,تتَقاطَع خمسة خطوط مستقيمة في نقطة مشتركة، ويتم بناء خمسة مثلثات كما هو موضح. ما هو مجموع الزوايا العشر المحددة على الشكل؟,E,180 درجة,False,0.981,False
1531,4,algebra,images/1531.jpg,"يرسم حاسوب غريغور مسارًا في الربع الأول كما هو موضح في الشكل. في الثانية الأولى، يرسم الحاسوب الخط من نقطة الأصل إلى $(1,0)$، وبعد ذلك يواصل اتباع الاتجاهات المشار إليها في الشكل بسرعة 1 وحدة طول في الثانية. أي نقطة سيصل إليها المسار المرسوم بعد مرور دقيقتين بالضبط؟",A,"(3, 2)",False,1.297,False
1532,2,metric geometry - length,images/1532.jpg,"لتكن $a$ و $b$ طولي الضلعين الأقصر للمثلث القائم الزاوية الموضح في الشكل. الضلع الأطول، $D$، هو قطر الدائرة الكبيرة، و $d$ هو قطر الدائرة الصغيرة التي تلامس جميع أضلاع المثلث.
أي من التعبيرات التالية يساوي $D+d$؟",A,\( D + d = a + b + \sqrt{a^2 + b^2} \),True,1.229,True
1533,4,solid geometry,images/1533.jpg,أي مما يلي يمثل شبكة للمكعب ذي الفتحتين الموضحتين بجانبه؟,C,C,True,1.985,True
1534,4,solid geometry,images/1534.jpg,الجسم الموضح على اليمين مصنوع من مكعبين. يوضع المكعب الصغير الذي طول أضلاعه 1 سم فوق مكعب أكبر طول أضلاعه 3 سم. فما هي المساحة السطحية للجسم الكلي؟,B,المساحة السطحية للجسم الكلي هي 34 سم².,False,0.819,False
1535,4,logic,images/1535.jpg,إذا كانت جميع العبارات في المربع صحيحة، فأي من A أو B أو C أو D أو E يمكن استنتاجه؟,E,C,False,0.881,False
1536,2,metric geometry - length,images/1536.jpg,المستطيل الموضح في الرسم البياني على اليمين مقسم إلى 7 مربعات. أضلاع المربعات الرمادية على اليمين كلها بطول 8 سم. ما هو طول ضلع المربع الأسود بالسنتيمتر؟,18,8,False,0.894,False
1537,3,graph theory,images/1537.jpg,رسم ماكس وموريتز شبكة $5 \times 5$ في ساحة اللعب، بالإضافة إلى ثلاث عوائق. ويريدون السير من $P$ إلى $Q$ باستخدام أقصر مسار، مع تجنب العوائق ودائماً عبور حافة مشتركة للانتقال من مركز مربع إلى مركز المربع التالي. كم عدد مثل هذه المسارات الأقصر من $P$ إلى $Q$؟,12,4,False,0.806,False
1538,4,algebra,images/1538.jpg,تصنع بليندا أنماطًا باستخدام أعواد ثقاب متطابقة. تُعرض أنماط $1 \times 1$ و $2 \times 2$ و $3 \times 3$ على اليمين. كم عدد أعواد الثقاب التي يجب أن تضيفها بليندا إلى نمط $30 \times 30$ من أجل صنع نمط $31 \times 31$؟,124,120,False,0.983,False
1539,3,transformation geometry,images/1539.jpg,لقد تم انعكاس الخماسي المنتظم $P Q R S T$ في الشكل على الخط $P Q$ بحيث ينعكس الرأس $T$ إلى النقطة $U$، كما هو موضح. بعد ذلك، يُعكس الخماسي الجديد على الخط $P U$ بحيث ينعكس الرأس $Q$ إلى النقطة $V$، كما هو موضح. وتُكرر هذه العملية، حيث يتم الانعكاس في الخط المحدد بالضلع الجديد المار بـ $P$. ما هو أقل عدد من مثل هذه الانعكاسات اللازمة لإعادة الخماسي $P Q R S T$ إلى موضعه الأصلي؟,10,5,False,0.887,False
1540,4,algebra,images/1540.jpg,في الرسم التخطيطي أعلاه، هناك 11 بطاقة، مطبوعة كل منها بحرفين. يوضح الرسم التخطيطي أدناه إعادة ترتيب للبطاقات، ولكن تظهر الحروف العلوية فقط. أي من تسلسلات الحروف التالية يمكن أن يظهر في الصف السفلي للرسم التخطيطي الثاني؟,E,C,False,1.412,False
1541,4,combinatorial geometry,images/1541.jpg,لقد تمت برمجة الروبوت في المخطط ليتحرك في خط مستقيم، وإذا اصطدم بجدار (الموضح بالخطوط العريضة)، فإنه يدور يميناً بزاوية 90 درجة ثم يواصل السير في خط مستقيم. إذا لم يتمكن من السير في خط مستقيم أو الدوران يميناً، فسيتوقف. ماذا سيحدث لهذا الروبوت؟,E,C,False,1.287,False
1542,4,combinatorial geometry,images/1542.jpg,ما هو أقل عدد ممكن من المربعات الصغيرة التي يجب تظليلها في الشكل البياني على اليمين لكي يكون الشكل بأكمله متماثلاً حول خط؟,3,3,True,0.761,True
1543,2,metric geometry - length,images/1543.jpg,في الشكل، تلامس ست دوائر متساوية الحجم الدوائر المجاورة وأضلاع المستطيل الكبير. كل زاوية من زوايا المستطيل الصغير هي مركز إحدى الدوائر. محيط المستطيل الصغير هو 60 سم. ما هو محيط المستطيل الكبير بالسنتيمتر؟,100,محيط المستطيل الكبير هو 120 سم.,False,1.415,False
1544,2,metric geometry - length,images/1544.jpg,في الشكل، يلامس كل مربع المربعات المجاورة عند زواياه والخط $G H$ على طول أحد أضلاعه. طول الخط $G H$ هو 24 سم. ما هو المحيط الكلي، بالسنتيمتر، لجميع المربعات؟,96,96,True,0.97,True
1545,2,combinatorics,images/1545.jpg,برسم 9 خطوط، منها 5 أفقية و 4 عمودية، يمكن تكوين 12 مستطيلاً صغيراً، كما هو موضح على اليمين. ما هو أكبر عدد ممكن من المستطيلات الصغيرة التي يمكن تكوينها برسم 15 خطاً، إما أفقياً أو عمودياً؟,42,60,False,0.95,False
1546,5,metric geometry - angle,images/1546.jpg,في الشكل، المثلثان $V W X$ و $X Y Z$ متطابقان ومتساويان الأضلاع، والزاوية $V X Y = 80^{\circ}$. ما قياس الزاوية $V W Y$؟,D,40°,False,1.17,False
1547,4,descriptive geometry,images/1547.jpg,"يتكون كل جسم مُظهَر من 7 مكعبات. أي من $\mathrm{P}, \mathrm{Q}, \mathrm{R}$ و $\mathrm{S}$ يمكن الحصول عليه بتدوير $\mathrm{T}$؟",A,S,False,0.757,False
1548,3,metric geometry - area,images/1548.jpg,"يوضح الشكل مربعًا طول ضلعه 2 م، مع خطوط مرسومة من مركزه $O$ إلى أضلاعه. تقع النقاط $A, B, C$ و $D$ جميعها على أضلاع مختلفة للمربع. الخطان $O A$ و $O B$ متعامدان، وكذلك الخطان $O C$ و $O D$. ما هي المساحة المظللة بالمتر المربع؟",2,2,True,0.737,True
1549,2,combinatorics,images/1549.jpg,اختار كل من نيك وبييت أربعة أرقام من الأرقام التسعة في الشكل على اليمين. وكان هناك رقم لم يختره أي منهما. ووجد نيك أن مجموع أرقامه كان ثلاثة أضعاف مجموع أرقام بييت. ما هو الرقم الذي لم يتم اختياره؟,14,5,False,0.753,False
1550,2,metric geometry - length,images/1550.jpg,تريد مارتا استخدام 16 بلاطة مربعة مثل الموضحة لتشكيل تصميم مربع بأبعاد $4 \times 4$. يمكن تدوير البلاطات. ينصف كل قوس الأضلاع التي يلتقي بها ويبلغ طوله $p$ سم. إنها تحاول جعل الأقواس تتصل لتكوين مسار طويل. ما هو طول أطول مسار ممكن، بالسنتيمتر؟,D,16p,False,1.1,False
1551,2,metric geometry - length,images/1551.jpg,في الشكل، يتم توصيل مربع بأضلاع طولها 4 سم ومثلث له نفس محيط المربع لتشكيل خماسي الأضلاع. ما هو محيط الخماسي؟,B,20 cm,False,1.01,False
1552,4,combinatorial geometry,images/1552.jpg,كم عدد المربعات المختلفة التي يمكن رسمها إجمالاً بتوصيل النقاط بقطع مستقيمة في جزء الشبكة المربعة الموضح على اليمين؟,4,14,True,1.005,False
1553,5,metric geometry - angle,images/1553.jpg,في الشكل، تتقاطع ثلاثة خطوط في نقطة واحدة، مشكلة زوايا قياسها $108^{\circ}$ و $124^{\circ}$، كما هو موضح. ما قياس الزاوية المحددة بـ $x^{\circ}$؟,E,x = 128°,False,0.743,False
1554,4,solid geometry,images/1554.jpg,يتم تشكيل شكل عن طريق قطع جميع زوايا مكعب، كما هو موضح في الشكل. فكم عدد حواف هذا الشكل؟,36,12,False,2.047,False
1555,3,metric geometry - area,images/1555.jpg,أربع دوائر متلامسة، نصف قطر كل منها 6 سم، مرسومة داخل مستطيل $P Q R S$ كما هو موضح في الشكل. تلامس أضلاع المستطيل دائرتين من الدوائر عند النقطتين $T$ و $U$. ما هي مساحة المثلث $RUT$ بوحدة سم²؟,108,72,False,1.918,False
1556,4,algebra,images/1556.jpg,"في عملية الطرح الموجودة على اليمين، يمثل كل من الحروف K, A, N, G, R و O رقمًا مختلفًا. ما هي أكبر قيمة ممكنة للعدد 'KAN'؟",864,987,False,0.857,False
1557,5,arithmetic,images/1557.jpg,أربعة نرد متطابقة مرتبة في صف كما هو موضح في الشكل. على الرغم من أن كل نرد يحتوي على نقاط 1، 2، 3، 4، 5، 6، فإن مجموع الأرقام على كل زوج من الأوجه المتقابلة ليس بالضرورة 7. ما هو العدد الإجمالي للنقاط على الأوجه الستة المتلامسة للنرد؟,20,20,True,0.965,True
1558,2,metric geometry - length,images/1558.jpg,تتكون النجمة على اليمين من 12 مثلثاً متساوي الأضلاع ومتطابقاً. طول محيط النجمة هو 36 سم. ما هو طول محيط السداسي المظلل؟,B,طول محيط السداسي المظلل هو 18 سم.,False,1.204,False
1559,5,metric geometry - angle,images/1559.jpg,في الشكل الموجود على اليمين، $Q S R$ خط مستقيم، و $\angle Q P S=12^{\circ}$ و $P Q=P S=R S$. ما هو قياس $\angle Q P R$؟,C,30°,False,0.922,False
1560,3,topology,images/1560.jpg,أي من العقد التالية تتكون من أكثر من حلقة واحدة من الحبل؟,A,S,False,1.019,False
1561,4,combinatorial geometry,images/1561.jpg,يوضح الشكل على اليمين تسع نقاط في مصفوفة مربعة. ما هو أقل عدد من النقاط التي يجب إزالتها بحيث لا تقع ثلاث نقاط متبقية على خط مستقيم؟,3,3,True,1.033,True
1562,3,metric geometry - area,images/1562.jpg,"يُظهر الشكل أربع دوائر، يلامس كل منها المربع الأكبر ودائرتين متجاورتين. ويقع مربع ثانٍ رؤوسه عند نقاط منتصف أضلاع المربع الأكبر، ويقع المربع المركزي رؤوسه عند مراكز الدوائر.
ما هي نسبة المساحة المظللة الكلية إلى مساحة المربع الخارجي؟",B,نسبة المساحة المظللة الكلية إلى مساحة المربع الخارجي هي \( \frac{1}{2} \).,False,1.573,False
1563,4,solid geometry,images/1563.jpg,يوضح الشكل مجسمًا بستة أوجه مثلثية. يوجد عدد عند كل رأس، وعددين من هذه الأعداد هما 1 و 5، كما هو موضح. بالنسبة لكل وجه، يتم حساب مجموع الأعداد عند الرؤوس الثلاثة لذلك الوجه، وجميع المجاميع متساوية. ما هو مجموع الأعداد الخمسة عند الرؤوس؟,17,15,False,2.197,False
