id,level,subject,image,question,ground_truth,model_answer,evaluation_passed,run_time
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
27 × 2 = 54
60 - 54 = 6
6 × 5 = 30
30 + 6 = 36
684 ÷ 60 = 11.4
60 - 11 = 49
49 × 2 = 98
98 ÷ 2 = 49
60 - 49 = 11
11 × 60 = 660
720 - 660 = 60
60 - 6 = 54
54 ÷ 2 = 27
