id,level,subject,image,question,ground_truth,model_answer,run_time
164,5,algebra,images/164.jpg,وفقًا للقاعدة المعطاة في الصورة اليسرى أدناه، نقوم ببناء مثلث عددي يحتوي على عدد صحيح أكبر من 1 في كل خلية. أي من الأرقام المعطاة في الإجابات لا يمكن أن يظهر في الخلية المظللة؟,A,A,0.966
165,5,metric geometry - length,images/165.jpg,"ليكن $A B C$ مثلثًا مساحته 30. وليكن $D$ أي نقطة في داخله، وليت $e, f, g$ ترمز إلى المسافات من $D$ إلى أضلاع المثلث. ما هي قيمة التعبير $5 e+12 f+13 g$؟",60,A,1.045
166,5,metric geometry - area,images/166.jpg,يوضح الشكل مربعين: أحدهما طول ضلعه 2، والآخر (المجاور للمربع الأول) طول ضلعه 1. ما هي مساحة المنطقة المظللة؟,1,A,0.983
167,5,algebra,images/167.jpg,نبدأ برسم مثلث متساوي الأضلاع، ثم نرسم الدائرة المحيطة بهذا المثلث، ثم نُحيط بمربع بهذه الدائرة. بعد رسم دائرة محيطة أخرى، نُحيط بخماسي منتظم بهذه الدائرة، وهكذا. نُكرر هذا البناء باستخدام دوائر ومضلعات منتظمة جديدة (يزيد كل منها ضلعًا واحدًا عن سابقه) حتى نرسم مضلعًا منتظمًا ذا 16 ضلعًا. كم عدد المناطق المنفصلة الموجودة داخل المضلع الأخير؟,248,A,1.009
168,5,metric geometry - area,images/168.jpg,في الشكل، $A B C D$ مستطيل، حيث $A B=16$ و $B C=12$. ليكن $E$ نقطة بحيث يكون $A C$ عموديًا على $C E$ و $C E=15$. إذا كانت $F$ هي نقطة تقاطع القطعين $A E$ و $C D$، فإن مساحة المثلث $A C F$ تساوي,75,A,1.128
169,5,combinatorial geometry,images/169.jpg,في مربع طول ضلعه $s$، حيث $s$ عدد صحيح فردي، يتم تلوين المربعات التي طول ضلعها 1 الواقعة على الأقطار (كما في الصورة، حيث طول ضلع المربع 7). فكم عدد المربعات البيضاء؟,A,A,1.008
170,4,metric geometry - angle,images/170.jpg,على محيط دائرة نصف قطرها $r$، تُعلَّم ثلاث نقاط $X$ و $Y$ و $A$ بحيث أن $XY=r$ و $XY \perp AY$ (انظر الشكل). كم درجة تبلغ الزاوية $XAY$؟,30,"**الإجابة**

B

**شرح:**
في الدائرة المحددة، يتميز محور القطر ($r$) بوضعية خاصة: يقع في النقطة القطبية السفلية، حيث يقسم الدائرة إلى نصفين. نقطة $X$ تقع في نصف الدائرة الخارجية، ونقطة $Y$ تقع في نصف الدائرة الخارجية المقابلة. ومن المعلوم أن $XY=r$، مما يعني أن خط $XY$ هو القطب السفلي للدائرة. أما خط $XY \perp AY$، فهو محاذي لخط $AY$، مما يعني أن خط $XY$ هو القطب السفلي للدائرة الخارجية، وخط $AY$ هو القطب الأعلى. هذا الوضع يعطي للزاوية $XAY$ درجة واحدة، حيث أن خط $XY$ يقسم خط $AY$ إلى نصفين، مما يؤدي إلى تساوي الزوايا الثلاثية الأساسية.",3.387
171,4,analytic geometry,images/171.jpg,"مجموعة جميع الأزواج المرتبة $(x, y)$ التي تحقق الشرطين $x y \leqslant 0$ و $x^{2}+y^{2}=4$ تقع على الرسم البياني:",C,"**الإجابة**

**C**

**تفسير:**
الشرطين المطالبة ($x y \leqslant 0$ و $x^2 + y^2 = 4$) تحدد منطقة تحت الرسم البياني. نحن نرى أن النقطة (0, 0) تتوافق مع الشرط الأول، ولكنها ليست في النقطة (2, 2) التي تتوافق مع الشرط الثاني. هذا يعني أن النقطة (0, 0) ليست في الخط الدائري الذي يمر بالقطب الصفر. بالنظر إلى الخطوط الأخرى، نلاحظ أن النقطة (2, 2) تقع في الخط الدائري، لذا لا يمكن أن تكون النقطة (0, 0) في الخط الدائري. بالتالي، الخط الدائري يحدد الأزواج التي تحقق الشرطين، والإجابة هي **C**.",3.159
172,5,metric geometry - area,images/172.jpg,في الشكل، المثلثان المتساويان الأضلاع $A B C$ و $E C D$ لهما أطوال أضلاع 2 و 1 على التوالي. مساحة الشكل الرباعي $A B C E$ هي:,E,A,3.06
173,5,metric geometry - length,images/173.jpg,دائرة $K$ محصورة في ربع دائرة نصف قطرها 6 كما هو موضح في الشكل. ما هو نصف قطر الدائرة $K$؟,E,A,1.052
174,5,metric geometry - area,images/174.jpg,يُقسَّم متوازي أضلاع إلى 4 مثلثات كما هو موضح في الشكل. من الاحتمالات التالية لمساحات المثلثات، لا يمكن أن تكون أكثر من واحدة صحيحة. أيّها؟,A,A,0.988
175,4,analytic geometry,images/175.jpg,يوضح الشكل رسومًا بيانية لدالتين $f$ و $g$ المعرفة على الأعداد الحقيقية. يتكون كل رسم بياني من خطي نصف مستقيم متعامدين. أي مساواة تتحقق لكل عدد حقيقي $x$؟,C,A,1.33
176,5,combinatorics,images/176.jpg,كم عدد المثلثات التي يمكن رسمها برؤوسها من النقاط الثمانية عشر الموضحة في الشكل؟,711,A,1.194
177,5,metric geometry - length,images/177.jpg,ليكن $A B C D$ رباعي محدب مساحته 1، حيث $A B$ و $B D$ هما قاعدتا مثلثي $A D B$ و $B C D$ المتساويين الساقين على التوالي (كما هو موضح). يساوي حاصل ضرب $A C \cdot B D$:,D,A,0.995
178,5,algebra,images/178.jpg,"توجد خمس بطاقات موضوعة على الطاولة بالترتيب 1,3,5,4,2. يجب عليك ترتيب البطاقات بالترتيب 1,2,3,4,5. في كل حركة، يمكن تبديل أي بطاقتين. ما هو أقل عدد من الحركات التي تحتاجها؟",2,A,1.033
179,5,combinatorial geometry,images/179.jpg,قُطعت قطعة ورق مربعة إلى ثلاث قطع. قطعتان منها في الصورة على اليمين. فما هي القطعة الثالثة؟,A,A,1.077
180,3,solid geometry,images/180.jpg,يزن مكعب بأبعاد $3 \times 3 \times 3$ وزن 810 جرامًا. إذا قمنا بحفر ثلاث ثقوب فيه كما هو موضح، وكل ثقب هو متوازي مستطيلات مستطيل الشكل بأبعاد $1 \times 1 \times 3$، فما وزن الجسم المتبقي؟,C,A,1.016
181,5,metric geometry - area,images/181.jpg,يُعطى لنا ثلاث أنصاف دوائر كما هو موضح. $A B E F$ مستطيل، ونصف قطر كل نصف دائرة هو $2 \mathrm{~سم}$. $E$ و $F$ هما مركزا أنصاف الدوائر السفلية. مساحة المنطقة المظللة (بوحدة $\mathrm{سم}^{2}$) هي:,8,"حل:  
نحن نمتلك معلومات أنصاف الدوائر ومساحة المنطقة المظللة، لكننا نفتقر إلى قياس الطول الذي يربط نقطتين $E$ و$F$ على الجانب السفلي من المستطيل. لكن معلومة أن $2$ سم هي مساحة نصف الدائرة، مما يعني أن $E$ و$F$ يقعان على خط مستقيم محدد. لا يمكننا تحديد الطول بين $E$ و$F$ بدقة دون معلومة إضافية. إذا كانت الإجابة A، يجب تحديد القيمة الصحيحة للطول الذي يربط $E$ و$F$ للحصول على المساحة المظللة الصحيحة. إذا كانت الإجابة B، يجب تحديد القيمة الصحيحة للطول الذي يربط $E$ و$F$ للحصول على المساحة المظللة الصحيحة. لا يمكننا الإجابة C أو D دون معلومة الطول الذي يربط $E$ و$F$. لذا، يجب حل المسألة مع معلومة الطول الإضافية.

**الإجابة: A**",3.914
182,5,metric geometry - area,images/182.jpg,يوضح الشكل مستطيلاً $ABEF$ ومثلثاً $ABC$. نعلم أن الزاوية $ACF$ تساوي الزاوية $CBE$. إذا كانت $FC=6$ و $CE=2$ فإن مساحة $ABC$ هي:,D,A,0.983
183,4,metric geometry - angle,images/183.jpg,في الشكل الرباعي $A B C D$، القطر $B D$ هو منصف الزاوية $\angle A B C$ و $A C=B C$. إذا علمت أن $\angle B D C=80^{\circ}$ و $\angle A C B=20^{\circ}$، فما هي قيمة $\angle B A D$؟,D,"حلًا للمسألة، نبدأ بتحديد الزاويتين المعروفة في الشكل الرباعي $ABCD$، ومن ثم نطبق المعلومات المُدخلة لحساب الزاوية $\angle BAD$.

### خطوة 1: تحديد الزاويتين المعروفة
- **الزاوية $\angle ABC$**: يتم تحديدها بواسطة معرفة $\angle ABC = 20^\circ$ والقطر $AB = BC$ (معلوم أن $A C = B C$).
- **الزاوية $\angle BCD$**: معلومة أنها $80^\circ$، والقطر $BD = DC$ (معلوم أن $B D$ هو منصف $\angle ABC$).

### خطوة 2: حساب $\angle BAD$
للحصول على $\angle BAD$, نستخدم مبدأ الزاويات المتشابهة في الشكل الرباعي:
$$
\angle BCD = \angle BAD + \angle ABC
$$
فعندما نعطي $\angle BCD = 80^\circ$ و$\angle ABC = 20^\circ$, نحصل:
$$
\angle BAD = 80^\circ - 20^\circ = 60^\circ
$$

### نتيجة الحل
القيمة النهائية ل$\angle BAD$ هي **60°**.

**إجابة:** **60**",3.591
184,5,combinatorial geometry,images/184.jpg,ننظر إلى محيط ومساحة المنطقة المقابلة للمربعات الرمادية. كم مربعًا إضافيًا يمكننا تلوينه بالرمادي لزيادة المساحة الرمادية دون زيادة محيطها؟,16,A,0.959
185,1,logic,images/185.jpg,"يوجد أربع بطاقات على الطاولة كما في الصورة. كل بطاقة عليها حرف على جانب ورقم على الجانب الآخر. قال بيتر: ""بالنسبة لكل بطاقة على الطاولة، فمن الصحيح أنه إذا كان هناك حرف علة على جانب، فإنه يوجد رقم زوجي على الجانب الآخر."" ما هو أقل عدد من البطاقات التي يجب على أليس تقليبها للتحقق مما إذا كان بيتر قد قال الحقيقة؟",2,A,1.167
